 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.789524091	0.0248685875655	0.018763486376	0.155576062973	0.000906248765469	0.00118541729594	0.00110574564343	0.00243102047491	0.0056393334934
ò	0.728749029	0.0628313401055	0.0265361343387	0.167591936272	0.00140982785884	0.00187749789581	0.00117752080363	0.00248350235767	0.00734319444331
t	0.711483037667	0.105737657195	0.0778097867462	0.0878770483556	0.00217509568156	0.00167257941067	0.000696534655351	0.00107960557225	0.0114686559123
t	0.570183775622	0.226158616372	0.129302715982	0.0505743820719	0.00545308304269	0.00225227323916	0.00329087432774	0.00145941632852	0.0113248796504
e	0.350469461874	0.479412412737	0.127952128527	0.0243478134173	0.00605112718662	0.00224438493391	0.00401911752701	0.00141728742346	0.00408628459178
è	0.151383243891	0.597570175579	0.206876375842	0.0300839747124	0.00356891406153	0.0016142052096	0.00379440693221	0.00178550918544	0.00332321360906
s	0.0666650379503	0.47056634586	0.379922471281	0.0567901124415	0.00904657924658	0.00194130858778	0.00381460857886	0.00217987767825	0.00907367791539
t	0.0336200558201	0.343267245647	0.53500134776	0.0548369947245	0.0140730549499	0.00207672910166	0.0052445615915	0.00248915839725	0.00939087838791
a	0.01585059423	0.249131378976	0.655169531253	0.0548667489482	0.0113555272876	0.00190953816415	0.00580903434937	0.0023416887457	0.00356598072485
s	0.00941832994963	0.171382066325	0.685526107751	0.101520239249	0.0187517173062	0.00358207791178	0.00356031434719	0.00299869419669	0.00326046255672
e	0.00986556465218	0.119423958575	0.586093334584	0.23959227255	0.0276048078941	0.00586607603326	0.003590023005	0.0033093055026	0.00465466467806
o	0.0105114500841	0.0553236801917	0.390145895995	0.498449280317	0.0279186889967	0.00575107450642	0.00581038257913	0.00165099653342	0.00443855169751
G	0.00671534629063	0.0259934121906	0.271664368465	0.614568026106	0.0647207305836	0.00572743341147	0.00615847190304	0.00149457513005	0.00295763108327
i	0.0143351548961	0.0236038743902	0.283409508488	0.584627034035	0.0797900432325	0.00610467071182	0.00398923047371	0.00117124882663	0.00296921728083
u	0.019633409006	0.0180722731914	0.201497769716	0.619550662012	0.110036077638	0.00915949383194	0.0143564828033	0.00142479745536	0.00626901078135
v	0.0112041615113	0.0101018229905	0.087337286492	0.618330048004	0.233186479613	0.0134159986306	0.0181997643258	0.00158801128725	0.00663641537912
à	0.0124834571564	0.0085443742515	0.0520654954307	0.547390850535	0.342164712138	0.0201341385902	0.0118213409997	0.00153022876698	0.00386538230379
n	0.0128889510915	0.00669527165583	0.0532590215969	0.459769720278	0.419127344713	0.0322195279101	0.00939430123303	0.00257446607522	0.00407138066014
n	0.0405284346082	0.00650810273804	0.0587177134723	0.386758755059	0.389896380771	0.0344314529034	0.0128076926857	0.0100937230197	0.060257747555
i	0.0550196929511	0.00963669472277	0.0459774208241	0.319843408886	0.34129471479	0.106621719901	0.0276239185612	0.0138011892522	0.080181225831
t	0.0255502016749	0.00936011236854	0.027969692688	0.265677058095	0.435967824263	0.1539524365	0.0276757376804	0.0148274624634	0.0390194408723
i	0.0117273172248	0.00656577535739	0.0137794798778	0.194020808698	0.487426670088	0.218579658033	0.0276006991201	0.0142992063071	0.0260003561631
n	0.00710376130919	0.00571774920322	0.00673663626472	0.116468911899	0.552154877363	0.256664636411	0.02972853844	0.0104024748104	0.0150224044523
A	0.00515785181532	0.00357544915796	0.00305605431616	0.0871225804997	0.556725975121	0.29132481287	0.0359359513333	0.0090736749458	0.00802765498267
n	0.00583107771927	0.00279225629405	0.00221438461832	0.0999504909732	0.505916462374	0.316320494623	0.0434459630978	0.0100633728209	0.0134654875318
n	0.0282650104795	0.00574603817058	0.00713079064071	0.0974401018491	0.443055934058	0.244005418741	0.0478072464326	0.034936462479	0.0916129762593
a	0.0364120516988	0.00600258127243	0.00913255453817	0.047025944181	0.271327973753	0.39423467678	0.0740154512109	0.0411263036617	0.12072244795
ì	0.0150514455716	0.00260561205968	0.00444471208806	0.018356453223	0.151324031118	0.619492137593	0.110327092204	0.0207366464432	0.05766185643
s	0.00620418318011	0.00226760569051	0.00202682359142	0.0108772409537	0.157605573106	0.648176370531	0.120256070668	0.0247725515037	0.0278135658547
t	0.0102270782408	0.0051195624041	0.0033761610537	0.00901004034017	0.197041593035	0.511485004177	0.150475056109	0.0577040538479	0.0555614447622
i	0.0117792662901	0.00520659995222	0.00400815011306	0.00490045708566	0.129836138478	0.454012432726	0.24420077079	0.067807107156	0.0782490800501
n	0.00643719567932	0.00476520566531	0.00250668290947	0.00375762298369	0.0797043363127	0.459559866909	0.298560157197	0.082238366452	0.0624705715967
e	0.00482887526373	0.00559629067701	0.00238030749621	0.00334044661436	0.0613437410376	0.373951604303	0.372304373332	0.121266456617	0.0549879064522
a	0.00304737886471	0.00373599008563	0.00190045169669	0.00224280290992	0.0254077893125	0.296863920768	0.494329963111	0.127144186339	0.0453275072441
n	0.0038148629203	0.00316527132547	0.00141536704405	0.00234640116193	0.0146476489442	0.244578600723	0.498201125704	0.191552658246	0.0402780510414
k	0.00763285900893	0.0053677496933	0.00321866445549	0.0052073810542	0.0510329409714	0.195447047574	0.362766887301	0.275772563415	0.0935538995071
ò	0.00780658865588	0.00515845466027	0.00371694006511	0.00548251085547	0.0589614504858	0.146985168698	0.295273271167	0.353411505805	0.123204123909
r	0.00405378957556	0.00261754231509	0.00180237750864	0.00249658647782	0.0252009924286	0.117012467273	0.377931408056	0.386100115668	0.082784754943
a	0.00508003613212	0.00258054696403	0.00469310296488	0.00183580482461	0.0143051026195	0.099725051271	0.345520997952	0.377477920956	0.148781468841
m	0.00683091376797	0.00493585492716	0.00584402097359	0.00176537874923	0.00826899712317	0.074389189217	0.254272235051	0.440116410985	0.203577014147
a	0.00532302926616	0.00569982479393	0.00441320413174	0.00195893601086	0.00636753287859	0.0465534462503	0.19778086149	0.545241215662	0.186661952896
r	0.00379553823305	0.00406868446459	0.00371321198544	0.00162103949415	0.00355656690266	0.0233401521414	0.129149234303	0.653648634554	0.177106947412
è	0.00324740991897	0.00283726970871	0.00221956467482	0.00200966773796	0.00274102648165	0.0126887931798	0.102090091294	0.730280698185	0.141885492117
o	0.00655869032599	0.00342575824386	0.00418715980581	0.00365914641879	0.00433029536445	0.0139456323739	0.092920501298	0.646866120728	0.224106703286
n	0.022413139512	0.0058441954903	0.00624971658243	0.00335117710053	0.00421889505603	0.0153224785626	0.0989143204127	0.589114969576	0.254571104589
t	0.0266999122311	0.00626764449626	0.00935989763214	0.00186258068331	0.002448069089	0.0130448508595	0.0914793218776	0.657482580525	0.191355125423
a	0.0132834288325	0.00412390296426	0.00936821040599	0.00164992898997	0.00251536455074	0.0164784746924	0.0747605453345	0.579035278842	0.298784842274
</S>	0.00858525644511	0.00271568357668	0.00642515713847	0.00185165706199	0.00302958653822	0.019198836492	0.0648413223803	0.489880007421	0.403472471137
