 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.6490632801	0.25885386922	0.0502502759265	0.0188128373428	0.00323237370285	0.00185525591397	0.00394438301499	0.00633048761748	0.00765726110595
a	0.544172771367	0.357171178807	0.0570016583555	0.0182332000409	0.00321446739422	0.00231344380626	0.00410383615811	0.00616483019595	0.00762460890349
n	0.384288772789	0.535880616936	0.0544269171452	0.013271675919	0.00194894767101	0.00149647124635	0.0019549481604	0.00255613879518	0.00417550697007
o	0.271116442396	0.610903701179	0.0932448567817	0.012301023385	0.001577005649	0.00122428590545	0.0013909748412	0.00362933868858	0.00461238310638
n	0.186836641132	0.62760317326	0.152620636194	0.017541717807	0.00212566072833	0.00129252989515	0.00131300244842	0.00420136109479	0.00646528761643
ì	0.121056123891	0.578972247087	0.259187930331	0.027673591869	0.00275337635211	0.00099856883787	0.00106603730482	0.0026406880765	0.00565143276101
s	0.10178987881	0.531735026362	0.332149615844	0.021966665939	0.00291100670644	0.000787954828443	0.000634529782183	0.00202506741691	0.00600023889509
o	0.04988300993	0.464418727121	0.414683825681	0.055592368629	0.00559605135388	0.00111083834441	0.000839451100408	0.00140349884242	0.00647222537126
n	0.025541400924	0.308381727307	0.551547693894	0.0969059954563	0.00963669187663	0.00170260958407	0.000953436652869	0.000964405475135	0.00436604575837
t	0.0129163868629	0.245313944269	0.538646753565	0.153692212372	0.0333435711322	0.00822571364736	0.0026112533548	0.00186058563218	0.00338958307587
a	0.00832549618183	0.179030888543	0.482489937922	0.257006610964	0.0536869764907	0.0121394849173	0.00353257439718	0.00221632772247	0.00157170374376
t	0.00705253068381	0.102202853461	0.495480569107	0.294403848721	0.0813631117502	0.0137224227666	0.0021367727804	0.0012177386397	0.00242016347125
e	0.0072777043858	0.055661085539	0.477537609269	0.323785511707	0.107821191897	0.0181098597749	0.00180726321147	0.00187687500515	0.00612290866394
s	0.0067347826566	0.0301150048553	0.401821400123	0.353784727102	0.158929080446	0.036381620953	0.00261020607382	0.00211981038696	0.00750337272178
m	0.0105529069755	0.0311504071861	0.293766484168	0.369000711034	0.211370959382	0.0677478249577	0.00587000544527	0.00376308624699	0.00677761772093
à	0.0115332615392	0.027371764138	0.255353993149	0.388502947411	0.224110284527	0.0755792664279	0.00774690926889	0.00415363190846	0.00564793892431
n	0.00772421616483	0.0179494575724	0.25193891075	0.355718228004	0.235318871976	0.112701388718	0.00669287192676	0.00458176036229	0.0073743075281
t	0.0374330466174	0.0183799492409	0.18536228225	0.306812547601	0.240337950659	0.163847351106	0.0194617843556	0.015025870207	0.0133392387387
e	0.0459551568671	0.0144573563087	0.104940187037	0.262115880467	0.279835043153	0.212317186502	0.0473599682452	0.0187062970443	0.0143129360429
ì	0.0174746462497	0.00812197184823	0.0533130156099	0.263107234269	0.270233122651	0.280520511894	0.0672828687684	0.0274035338042	0.0125430903703
t	0.00777578684053	0.00562159738441	0.0343676419142	0.266138073936	0.22350868315	0.342399936758	0.0685625120428	0.0331838060931	0.0184419519682
s	0.0375716880611	0.00491079723854	0.0275193432764	0.184082976812	0.195528329783	0.402754592786	0.0629486479543	0.031619810573	0.0530638099042
e	0.0474715714994	0.00390338555625	0.0163415760291	0.104961597437	0.191879608128	0.412164920262	0.115619391251	0.031845457115	0.0758125022681
r	0.0196850631932	0.00425209338988	0.0107711563002	0.113372580212	0.181113203976	0.364273037421	0.201908064484	0.030876931845	0.0737478694014
e	0.0110157963538	0.00472879603843	0.0093250485868	0.0973319969487	0.168310144059	0.28482637444	0.289317691828	0.0526479221083	0.0824962126791
k	0.0133249395812	0.00685792564841	0.00861432792587	0.0563451601942	0.174172043866	0.227922891447	0.326396315876	0.0760032711161	0.110363120626
a	0.0145652182317	0.00825939486307	0.00960467298729	0.0414883601194	0.162294121602	0.169287786409	0.315996449225	0.162904214412	0.115599794195
n	0.013833413922	0.0104730843904	0.00988445264536	0.0308964903065	0.147048139894	0.139517968063	0.302907297075	0.211736778577	0.133702395932
a	0.0130101903148	0.0110478658388	0.0110741796851	0.0265958497555	0.132105960718	0.114785323641	0.284261608425	0.262238829219	0.144880201111
v	0.0103652439129	0.00911190457533	0.0109260230466	0.0155026316718	0.114748057887	0.076538710967	0.268666412408	0.318857914633	0.175283103817
r	0.0153316514492	0.00786621102031	0.00710747422453	0.0112359344969	0.0911554238477	0.095918473649	0.193804049403	0.286414043218	0.291166740066
è	0.0132007967766	0.0045008441879	0.0050986277539	0.00880349278123	0.0627950659706	0.0825338785277	0.206182665221	0.334855453879	0.282029171969
t	0.0109185511372	0.00392711484022	0.00317496083552	0.00859564805088	0.0342460141289	0.0692607962272	0.23240825876	0.42601266096	0.211455998676
s	0.0115057843979	0.00560080156725	0.0163324196067	0.00674286803316	0.039095188991	0.0775937283817	0.15795676808	0.47728459432	0.207887850379
i	0.00615023389643	0.00491453649168	0.0217393888329	0.00887377937745	0.0455256865297	0.0587147797579	0.135412728263	0.391199845507	0.32746901286
</S>	0.00351742838022	0.00341792829784	0.0133547927104	0.0116215521177	0.0401023108639	0.043880961766	0.144390021747	0.289975514853	0.44973947093
