 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.4733752326	0.3189249018	0.059911981186	0.0513904718297	0.033673519375	0.00643650602686	0.00694508402964	0.00513437279735	0.0179432774845	0.0262646594734
i	0.224204893533	0.492170632067	0.121537678806	0.0534119793172	0.0354469449317	0.00756103959582	0.00994950115545	0.00630162179526	0.0197673719715	0.0296483560968
n	0.119079352487	0.626335449356	0.161439413795	0.0290802090177	0.0238443486012	0.00445566114081	0.00651894681025	0.00372748254443	0.0100790142294	0.0154401263947
d	0.064354440025	0.632991883785	0.196433947512	0.0462437616059	0.0356487908337	0.00440333676227	0.00264219737942	0.00229231908954	0.00725867100611	0.00773064570903
è	0.045678415195	0.571845892595	0.267760946217	0.068022366282	0.0316363799146	0.00430498393542	0.00152143129207	0.00143634437946	0.00470816042251	0.00308507026058
l	0.0407615025717	0.574360804865	0.255713426739	0.0554295020673	0.0589031635149	0.00406250723514	0.00196385242507	0.00160000825043	0.00236209390338	0.00484312521263
a	0.0384614824972	0.441256775622	0.326309876513	0.0936552847158	0.0728960686783	0.0115336590684	0.0044624213678	0.00291344589794	0.00244256616243	0.00606841337594
à	0.0241786616679	0.199074295167	0.444053453504	0.132462098372	0.164473353493	0.0188834023641	0.0070008491006	0.00327285751631	0.00296366277358	0.00363736265998
l	0.0516181876868	0.0934879085423	0.330854301168	0.126049795351	0.354224155431	0.026965516128	0.00633795592773	0.00358820488044	0.00380797153399	0.00306600769793
l	0.0642086395709	0.0956408039148	0.248488530589	0.194635489584	0.322394650217	0.035930128692	0.0159209920231	0.0110161450288	0.00885029202466	0.00291434298318
e	0.0273525466176	0.0820398848323	0.202566179196	0.387801636101	0.182561485546	0.0703206974	0.0209920190987	0.0143393537763	0.00979743517115	0.0022287541406
s	0.0150779110563	0.0355551351104	0.132079400181	0.462506218967	0.212867543182	0.104659370893	0.0125643534289	0.0113696625368	0.00767256270998	0.0056478206757
è	0.0121108983012	0.0181569135698	0.094217660523	0.354400606056	0.277584381994	0.197236589298	0.0187708174076	0.0136257478056	0.00678000189866	0.0071163730278
t	0.00813038717854	0.00948180438133	0.0483290818343	0.297068939619	0.317042830931	0.243315720366	0.0262144599692	0.0301076736819	0.00481104142355	0.015498053371
t	0.00566507868512	0.0073462069581	0.0358974537448	0.314767187286	0.279315727957	0.213663266722	0.0601227138271	0.0519261079806	0.0113935624352	0.0199026841837
e	0.00513251179784	0.00735548211229	0.0288551503983	0.258288759175	0.161154087232	0.319901234241	0.095233444613	0.0917112648802	0.0210463948124	0.0113216611866
k	0.00475585523741	0.0070759392017	0.0255003459623	0.133210633545	0.163853448984	0.367385405814	0.0835674510043	0.151011153893	0.0275896917441	0.0360500753889
a	0.0087783280926	0.00736754566483	0.0187030681616	0.0653190030457	0.146091535047	0.379263322871	0.0890301960681	0.186558511164	0.0521045818347	0.046783913183
v	0.0111400394466	0.00725516006061	0.0230947851443	0.0320615614526	0.107877590499	0.410151965224	0.0945703061227	0.188941983321	0.0814071349982	0.043499474741
ò	0.0315398548444	0.0060669482592	0.0240022918805	0.0173704569155	0.0958109553237	0.368715487515	0.107425960808	0.18556077764	0.122818986799	0.040688272119
e	0.0424845120446	0.0069760249104	0.0126249024004	0.0105519801584	0.0540900722179	0.297083499582	0.155587478583	0.200803477813	0.150144657333	0.0696533819583
n	0.0221209034866	0.00682416151954	0.0103541492195	0.00815525661627	0.0461563044756	0.208073547461	0.15459921147	0.238944058604	0.201262911511	0.103509488093
ì	0.0203703117214	0.00419973389525	0.0063232860317	0.00499069514622	0.0330020119921	0.132931869902	0.133477183594	0.296906156575	0.291180996837	0.0766177485643
m	0.0185157934056	0.00251600761035	0.00343560370643	0.00309158994593	0.0141042402522	0.0704497144615	0.102407347992	0.354933992498	0.362212596612	0.0683331193928
e	0.00843394571686	0.00247572694338	0.00344855174661	0.00313899514196	0.00692081138325	0.039955310653	0.0511731753971	0.333560339719	0.385779103537	0.165114047709
p	0.00566828660875	0.00276316662779	0.00433361115374	0.00316854032179	0.00490702693006	0.0222594128223	0.0266202285501	0.222694201726	0.470205202512	0.23738032337
r	0.00333679491346	0.00317597469776	0.00694517066391	0.00337068899486	0.00396717784713	0.0103572524111	0.0188135761902	0.161058036229	0.568343132837	0.22063220319
ò	0.00622147534629	0.00408976294375	0.00724382204684	0.00314191157795	0.00436190429151	0.0107589817944	0.0167102981469	0.125591069696	0.580124155612	0.241756627663
n	0.00672327322652	0.00347980864752	0.00369385956455	0.00204946422598	0.0039730606037	0.00993885573433	0.010854192977	0.081974279672	0.647495261871	0.229817946754
t	0.00416120956846	0.00447534553886	0.0133505016512	0.0117840684992	0.00188844347779	0.00454537871349	0.0101994113066	0.0670505654267	0.672051630624	0.210493433385
a	0.00551016256042	0.00547356599504	0.0249717957775	0.0163897992608	0.00246239868832	0.0101233524587	0.0178879409377	0.0578075858036	0.505748029675	0.353625346662
</S>	0.00631470106621	0.00475423061852	0.0258571594488	0.0111211402194	0.00359670281871	0.0167054061589	0.0227494866228	0.0568895274998	0.369243705037	0.482767917331
