 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.560313709	0.36134310175	0.012266332224	0.0056014398561	0.00123826636692	0.00093736052725	0.00291314587594	0.0553866302493
t	0.3004279155	0.60530905725	0.0233134068747	0.00774137929677	0.00137450786158	0.00121130709845	0.00334822310846	0.0572741968638
è	0.14078639956	0.799825853083	0.0296047366049	0.00536130061092	0.00071340438648	0.000785147836955	0.00162851804158	0.0212946461988
l	0.0622836607867	0.874584509028	0.044684757115	0.00489674457231	0.00054359570478	0.000508474647342	0.000941369729221	0.0115569021923
i	0.0377434651156	0.744823011676	0.193475918772	0.0127377792474	0.00064966256386	0.00145831111177	0.000768937871027	0.00834292760414
f	0.0218904902119	0.556029409225	0.380088362924	0.0310467798825	0.00229611338262	0.00221279204066	0.00221327196469	0.00422278399925
a	0.0119355878573	0.354471318275	0.580535732308	0.0420679690275	0.00357839948543	0.00183795471086	0.00267897453788	0.00289406343746
m	0.0097973917191	0.185601006225	0.721663526103	0.0654368836758	0.00590311444036	0.00196866198106	0.00404205908234	0.0055873472815
o	0.00947808471303	0.113976827035	0.730684650034	0.109457154359	0.0104847867771	0.00445368705373	0.00585423359871	0.0156105746341
n	0.0120851999043	0.0569015521917	0.672407651345	0.203095403186	0.0200804259227	0.00655741599929	0.0115329719815	0.0173393773916
o	0.0122228785428	0.0330129471172	0.508066119582	0.381330945062	0.0327859888476	0.00640786395776	0.0125703399842	0.0136029098161
f	0.0081789569636	0.0185016935457	0.374317252994	0.514005917687	0.0478745806892	0.00747565491725	0.0135684747151	0.016077457291
a	0.0130410499632	0.0119308895739	0.250126247371	0.627830193896	0.0622067832631	0.00794188892708	0.0138619166938	0.0130610151447
m	0.0151074005304	0.0069409588433	0.138914122677	0.679664735299	0.121769020754	0.00928234131703	0.0122016150001	0.0161198020426
è	0.020949234899	0.00546384472217	0.0800314708457	0.6505790951	0.201007366585	0.0133254462323	0.0118602416825	0.0167833026315
n	0.0293512408661	0.00745068141312	0.0487615168086	0.609389874367	0.239164322528	0.0194702669108	0.0150878530433	0.0313242439878
o	0.0225923387882	0.00919382278131	0.0368632027089	0.436680576256	0.350356754843	0.0802422129703	0.0253100172078	0.0387610752493
o	0.0179633060294	0.00787454300357	0.0213528177993	0.227779253127	0.476128070281	0.18869881499	0.0323982192759	0.0278049919564
l	0.0131216748442	0.00554244121486	0.0117499544598	0.117627870371	0.515155199427	0.230314207997	0.0676094718386	0.0388791896455
i	0.0117507029725	0.00599660211042	0.00979691115733	0.0779640943197	0.459056967809	0.298779430332	0.0934983812129	0.0431568970218
m	0.0109897364935	0.00585399576001	0.00797119452131	0.0484023684159	0.42865510527	0.322824568777	0.113953899404	0.0613491111139
i	0.0076450526849	0.00405202928187	0.00611867164924	0.0278763105686	0.363452145823	0.339227112259	0.163983169135	0.0876454982846
a	0.00840456715603	0.00407757309996	0.00570519186608	0.0183671901722	0.187717337808	0.42964426342	0.231627550378	0.114456321142
f	0.00607085276278	0.00256002502879	0.00374589640366	0.0099221812794	0.112796409696	0.39070130714	0.333965506793	0.140237795427
o	0.00551846618036	0.00260319918393	0.00446772809985	0.0102726565491	0.0829292150853	0.328451555713	0.408064968264	0.157692187676
r	0.00554107252669	0.00267195910744	0.00477499682922	0.00968818196123	0.0541548867618	0.266013879571	0.477462111421	0.179692906379
à	0.005079085249	0.00177306038041	0.00328357688161	0.00601902960994	0.0385589974539	0.18216156059	0.58740195514	0.17572273704
</S>	0.0060577553078	0.00166199417321	0.0026555413632	0.00473923305197	0.022239293767	0.156831965895	0.64221348657	0.16360073879
