 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.58645170793	0.3346230264	0.0082592124449	0.0040299031858	0.00137822861315	0.000810675371634	0.000732375340137	0.00188342470734	0.000809878276566	0.00266076852438	0.00567389992598	0.0526869062398
n	0.29097480113	0.6142204008	0.0161797178483	0.0095520166466	0.00216243309158	0.000926916093158	0.000832635225049	0.00169936184151	0.000819260111089	0.00277028507153	0.00589866808339	0.0539634832654
è	0.104880307453	0.808231564267	0.0440523909694	0.0132128778755	0.00213380575919	0.000797923981119	0.000573380428543	0.00096343870147	0.000509680160333	0.00258033471591	0.00228471115854	0.0197795372582
r	0.0525795925877	0.763630639422	0.118073102676	0.0382582613252	0.00374080731306	0.00106860202664	0.00119258126362	0.00082775758002	0.000416723420581	0.0024100008183	0.000936773197063	0.0168651421768
t	0.0367618846892	0.631899492474	0.222435055825	0.0621774977084	0.0166422475657	0.00290422087908	0.00177540074359	0.00135955087082	0.00216346375075	0.00529956892658	0.000972203421762	0.0156094192561
i	0.0195182967177	0.442194418525	0.383185649742	0.108960534836	0.0234708755099	0.00412883899516	0.0013337000444	0.00143514305081	0.00293464641439	0.00651989345802	0.000877014430735	0.00544099071902
n	0.0169136583006	0.257784090808	0.453003242847	0.216329159412	0.02670324645	0.00605529689305	0.00581836891647	0.0042153573436	0.0016872048887	0.00270157927317	0.00527455229148	0.00351422460684
è	0.0152459825242	0.150234590336	0.408488519216	0.344024334937	0.04858497937	0.00867674353635	0.00761063752474	0.00518054036113	0.00116902941757	0.00119639771283	0.00675845804761	0.00282977134087
s	0.00910798925673	0.0842213244987	0.362684395739	0.421496661646	0.09823413919	0.00952979636945	0.0054508617965	0.00254017702164	0.000743261770077	0.000781128815056	0.00247200132498	0.00273825675024
s	0.0173390006302	0.0804827173329	0.25717631098	0.448703960549	0.15820699413	0.0128843384472	0.0059431787415	0.00801116949875	0.00266426771065	0.00405076777337	0.00131416481042	0.00322312610899
u	0.0185356670974	0.0560591914043	0.151902065127	0.420516022183	0.280469479643	0.0398231840531	0.0088948829585	0.0110681088087	0.00458367819999	0.00552906598701	0.000910867188733	0.00170778964895
m	0.0085024870474	0.0221653054248	0.0849143324423	0.414845771394	0.371760222014	0.059650838651	0.0163704897995	0.0118550614162	0.00468714324375	0.00277542132337	0.000851392100591	0.00162153329138
u	0.007074190115	0.0110142791183	0.0425816565408	0.324865519265	0.435747075871	0.115126467717	0.0398240335398	0.0149112929574	0.00427877061254	0.001512730074	0.000936182602584	0.0021277914673
k	0.0077616598166	0.00697219065543	0.0264995152403	0.210190986555	0.461063270357	0.178474678572	0.0716087553799	0.0236654105691	0.00341667614011	0.00103906297793	0.00646206267395	0.00284572603384
u	0.0081561907842	0.00518932486248	0.0188785473468	0.158963773005	0.403552101119	0.281395849257	0.08203312546	0.0270177053764	0.00254547830337	0.00077657751691	0.00814875607812	0.00334256884366
à	0.0068126375654	0.00436297651149	0.00972245412427	0.0718614158683	0.33409640964	0.375306637219	0.13798044982	0.0451496138921	0.00740609063312	0.00146813686002	0.00332739766371	0.00250577497429
