 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.770092741	0.212214595218	0.0040363170169	0.010408116299	0.000428601912024	0.00050290494949	0.000423445940986	0.000975698186746	0.00091757414457
e	0.579140754	0.393798295339	0.0099459434853	0.0126793038243	0.000973274764361	0.000548606939603	0.00045894255481	0.00147655318293	0.000978317686532
f	0.342339831227	0.61637220578	0.0184044900511	0.0183598237901	0.00134972588381	0.000369095188734	0.00022482809307	0.00210004673609	0.000479982697999
ò	0.196648232369	0.734174966593	0.0394253494464	0.0233750139534	0.00217194649849	0.000283730958571	0.000111794048302	0.00357148228002	0.000237527944214
r	0.139835797923	0.781100344864	0.0448925414888	0.0226894683811	0.00344209694605	0.00029772524005	0.000272918974248	0.00474359245967	0.0027255335477
s	0.088047558841	0.792970089621	0.0391476547329	0.0362736098404	0.00400936479435	0.00162999131015	0.00725384926775	0.0040594246526	0.0266084768187
i	0.0814549286003	0.62033494854	0.179674708408	0.0613529433868	0.00987436535512	0.00249419623332	0.00964328406452	0.00288095564589	0.0322896909217
è	0.0543006922061	0.42552511798	0.378706583469	0.104286197229	0.016099590791	0.00186716420751	0.00366138159184	0.00324879523659	0.0123044891801
n	0.0292100372027	0.30900252746	0.37368089049	0.216280719443	0.0480519104743	0.00582142512624	0.00175475274121	0.00830773484227	0.00789001626895
a	0.0315561224682	0.177172061153	0.428435725497	0.242487701481	0.0946907712781	0.00949314232675	0.00153441227867	0.00897840211422	0.00565167121098
m	0.0244708997154	0.0782219671377	0.467205359432	0.320091116427	0.0893582829927	0.00934589929358	0.00157719110902	0.00614673508434	0.00358254934766
b	0.0125222739511	0.0424994531968	0.320639692011	0.546741481476	0.0586104933642	0.00844312627119	0.00155728195301	0.00578263896271	0.00320356586445
ì	0.0206006183219	0.0237157138032	0.307806443004	0.490706861492	0.136497980655	0.0110338524571	0.00352545325367	0.00359022214464	0.00252285783398
k	0.0216985246819	0.0253313649744	0.282469246735	0.400973692164	0.225217352952	0.0270289317924	0.00490334310322	0.00549852993828	0.00687899849859
e	0.0394740694003	0.0261226129715	0.170377552312	0.328488732735	0.333590349917	0.0665027071308	0.0140129364317	0.00840778329476	0.0130232339469
à	0.0475572660314	0.0180705577912	0.0915698532593	0.167419638058	0.514866083972	0.114731428044	0.0192801467439	0.0160380185109	0.0104669828643
t	0.0198316584017	0.0095371880028	0.0370682287818	0.117862256353	0.639176181324	0.141549075748	0.0122856560213	0.0177026443913	0.00498707610326
t	0.0195968341122	0.0102805535424	0.0213592447715	0.106379314118	0.522290675775	0.217079204249	0.0225638060138	0.0231685987732	0.0572817429336
i	0.0213334443204	0.0105290835605	0.018511656004	0.0813997681527	0.323598957592	0.37259765835	0.0638155285979	0.0280439017155	0.0801699976205
f	0.0101580956313	0.00606485539283	0.017448399792	0.0383203004642	0.293569950864	0.466871776117	0.0899666887993	0.0242594083585	0.0533405203855
i	0.0070722406463	0.00402893011694	0.0163000501427	0.0258487396734	0.218818119488	0.483527123372	0.1626736134	0.0309561793662	0.0507749858552
n	0.0059758488787	0.00274298174765	0.0159272880149	0.0174016388298	0.136961246896	0.502765645124	0.221474242067	0.0407507086354	0.0560003935384
è	0.0043744516915	0.00236079527588	0.0130529626543	0.0119023729194	0.105615204465	0.480469669041	0.260557488289	0.0705252018318	0.0511418696461
s	0.00362010480272	0.00152515284139	0.00856842980477	0.00925024787593	0.111960135308	0.422059437014	0.29751405883	0.100960053564	0.0445424006474
t	0.00864175285689	0.0043784585234	0.0067872350295	0.00592625188398	0.0982417763827	0.393460422338	0.253018070543	0.132692742921	0.0968533090745
r	0.0125412685414	0.00550795748063	0.00724109889839	0.00519928859066	0.0387052068542	0.383271251713	0.271242008714	0.128658714107	0.147633209691
a	0.0081996733738	0.00326518180354	0.00801514592478	0.00587648083555	0.0195463097021	0.295372942304	0.340071331905	0.129984738769	0.189668201417
o	0.00561383494127	0.00315856507185	0.00621477418973	0.00650838532585	0.0110350010314	0.166553611812	0.312331142435	0.300183303856	0.188401384006
l	0.00544155590916	0.00335968557928	0.00844009737758	0.00445206889188	0.0066571719918	0.105180530941	0.272227114278	0.406355252619	0.187886503469
à	0.00431712798245	0.00271995942576	0.00870253651719	0.00288678863979	0.00488284894527	0.073169253763	0.233765578159	0.467745576873	0.20181029429
d	0.00282668769992	0.00159723655372	0.00539547104392	0.00227507456136	0.00329674844429	0.0507383660434	0.143378960853	0.631358122958	0.159133305497
r	0.00705550052627	0.00280895827124	0.0110049327007	0.00485571008532	0.00286164658663	0.0477583351342	0.124612704951	0.582417138319	0.216625071166
o	0.00881285574529	0.00384154427595	0.0127578386485	0.0112849445026	0.00355503048994	0.0435842615007	0.12247494878	0.38789720344	0.405791371722
</S>	0.00596002764065	0.00316319165998	0.0088310295731	0.0141858539595	0.00412697125257	0.0383166699044	0.099183484685	0.31099650172	0.515236266861
