 	non	mi	aspetti	che	non	vengo	</S>
m	0.34546228265	0.26162471073	0.353554600333	0.0114685240519	0.00571351050599	0.016259755938	0.00591664747588
ì	0.25394232595	0.34536239413	0.357218307978	0.0127632467746	0.00613310656533	0.0165671902183	0.00801344983808
m	0.235952310083	0.426948220823	0.286594436526	0.0176182669089	0.00590973552711	0.0204573385084	0.00651972119023
e	0.180263374441	0.438158332721	0.295550677509	0.0450544302696	0.0096625557757	0.0253052581605	0.00600538376216
m	0.127485680194	0.351181411734	0.40909152917	0.0667733678232	0.0119552224926	0.02830621461	0.00520656301305
ì	0.0623190081673	0.201037481138	0.465817798257	0.164408758408	0.0729254369829	0.0300607598669	0.00343074452242
n	0.0970842522711	0.229646630826	0.307318038886	0.233195881803	0.096950020421	0.0293475729643	0.00645758896187
i	0.098948478467	0.183360488237	0.216822914122	0.357088284268	0.0813226650003	0.0542645036428	0.00819264894662
k	0.048291086916	0.0892512258803	0.154953863334	0.509498662089	0.0850292252001	0.104111749714	0.00886417452221
a	0.0296392838463	0.0446085328572	0.118440813231	0.484259649363	0.1896950704	0.121684529065	0.0116721236607
e	0.018673655773	0.0258109973088	0.0446393448303	0.396002732921	0.383289473533	0.0953627974417	0.0362210132202
n	0.0135109912915	0.0146434907769	0.0223122977234	0.299563201314	0.382157942818	0.208582670014	0.0592294251401
è	0.0344150417507	0.0136190100263	0.0120914254288	0.212147757478	0.331529561246	0.352431116738	0.0437661056467
r	0.0405147411597	0.0119912444241	0.00577208978693	0.174037807673	0.247795190082	0.487152207313	0.0327367385822
k	0.0234651013305	0.0350243459155	0.00798608681864	0.150365543636	0.124587434761	0.564544387238	0.0940271147741
o	0.0201487144006	0.0454084340293	0.00907447387088	0.080700495756	0.10015346312	0.518442615346	0.226071811938
m	0.0136550640505	0.0207886936938	0.0112197380076	0.0392925430513	0.09278808804	0.505606693382	0.316649177379
e	0.0765386941362	0.0158318005693	0.0114571944026	0.0284256945274	0.0669210766133	0.444102987594	0.356722538853
</S>	0.140848823006	0.0176992086547	0.00714125759234	0.0257190580491	0.0409327074067	0.387652047097	0.380006883716
