 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.905544353	0.079332684894	0.0045510336962	0.0037675300582	0.00302088297158	0.000324881589108	0.000883885959146	0.000255321478337	0.00040758516332	0.00027136108405	0.000114869145345	0.000568547358908	0.000242179582776	0.000343165288405	0.000371709119983
t	0.833832786333	0.138564460165	0.00950827479207	0.00521512843953	0.00350031076644	0.000446766988934	0.00100669254996	0.000447333888212	0.000482988478019	0.000431700436883	0.000157844785774	0.000634673209339	0.000863937098836	0.00139267279961	0.00351440486273
t	0.755983656778	0.188231001388	0.036100420064	0.00685308206618	0.00298526451421	0.000604212078818	0.000575789367693	0.000414706114291	0.000268182300675	0.000346704046624	0.000110580649849	0.000358974731008	0.000986305356261	0.00172289957815	0.00445821018445
è	0.564943676926	0.356544115129	0.0647005218147	0.00684187162386	0.0025345825737	0.000573889173201	0.000331379947935	0.000207979952516	0.000128042121352	0.000155856952987	5.63566010517e-05	0.0002176719953	0.000396613334743	0.000773761141456	0.00159366868434
d	0.366390970575	0.486464913043	0.119909469732	0.0106488755291	0.00431654731869	0.00190118911858	0.00313066664605	0.000963525611821	0.000585518723988	0.000239764647166	0.000202581816605	0.000191440315765	0.000209751331202	0.00037300841439	0.00447175976155
e	0.215135412905	0.601909973014	0.149042477777	0.013034032875	0.00518895763545	0.00265389507025	0.0041754434062	0.00130751290081	0.000782644378806	0.000302224575312	0.000389413975266	0.000210040209771	0.000153187826646	0.000249830830533	0.00546494864294
c	0.121201375902	0.612235479005	0.194032965526	0.021375511409	0.00643710919602	0.00369981271859	0.00308591191946	0.00180406508363	0.00179335410609	0.000472265356139	0.000807968694636	0.000479798181037	0.000257821532209	0.000431436908442	0.0318851322504
i	0.107323445781	0.586415341668	0.218367220709	0.0270263426163	0.00707190106267	0.00378265853213	0.00263207720687	0.00188474207611	0.00208615834102	0.000496833787968	0.000816777901256	0.000593738491283	0.000286206768446	0.000483836615939	0.040732719637
d	0.0705653270883	0.520464522556	0.329529042903	0.0427744838721	0.0100927153342	0.00464555494231	0.0023240966118	0.00232680796684	0.0013197018294	0.000358005297989	0.000486768470843	0.000346032686604	0.000272983528986	0.000530415531171	0.0139635406536
è	0.0358079032828	0.375250040185	0.476118885634	0.0799231737574	0.0150591082981	0.00531927698957	0.00232130623346	0.00248155910589	0.00107263114115	0.000316013780449	0.000360462999985	0.000196340873152	0.000267831445153	0.000544740757196	0.00496072946294
t	0.0177783497669	0.309697113462	0.549388527878	0.0983232534525	0.0153742310727	0.00310532449066	0.00165576077895	0.00106364395667	0.000692856753049	0.000152603369176	0.000188580770618	0.000108942592526	0.000104447506466	0.000206334216654	0.00216004035929
s	0.0144416163736	0.183173952487	0.601086245093	0.15474187732	0.0229112343316	0.0137491403232	0.00293635142845	0.00128422064279	0.00184358959514	0.000550414858859	0.000539175375442	0.000874177781368	0.000171321168704	0.000315655400971	0.00138104873771
a	0.0159756318484	0.101557517176	0.448807942498	0.332775372343	0.0531400809112	0.0345041756107	0.00445689009428	0.00208488474456	0.00230734779428	0.000904491479933	0.00105256682133	0.00117021537088	0.000218726419497	0.000383206414027	0.000660979975724
m	0.009965181138	0.0566393395427	0.315902650166	0.447997311448	0.104979531637	0.0425684359836	0.00916857646276	0.00414156182885	0.00316079823089	0.00102946598884	0.00161801995524	0.000789492572885	0.000254431080939	0.000344313433493	0.00144091569283
o	0.0108160292165	0.0356742150116	0.223873629675	0.450893462816	0.200878493212	0.0460957123745	0.0130743105569	0.00732235335108	0.00386478616024	0.00135842756837	0.00227363979448	0.00070991145319	0.000299422627531	0.000418953122184	0.00244666491134
n	0.0110957320862	0.0237467979712	0.120062807845	0.441462383605	0.306696347071	0.0557087585248	0.0162767663796	0.0106020825612	0.00367468569093	0.00186655557195	0.0022750382678	0.00061111385734	0.000761593832195	0.00205535154189	0.00310398634007
a	0.0067719943856	0.0201998556652	0.0943128934817	0.362883245368	0.410053346357	0.0623007233749	0.0202293618505	0.00996185191307	0.00320468066836	0.00171679148812	0.00151618596211	0.000564478161593	0.000867580944665	0.00252334725132	0.00289365456936
p	0.00498614535033	0.0158859502325	0.0627932185406	0.266734404289	0.529703902786	0.0794856900583	0.0226402979608	0.00880551208369	0.00220790892884	0.00144603896017	0.00105540979195	0.000367322828231	0.000581830370822	0.00167745770705	0.00162891359701
à	0.00465169499711	0.0104998624048	0.0375555852135	0.202544126056	0.563993404929	0.125024208553	0.0351805771669	0.0112937015372	0.00290918946447	0.00170079787564	0.00110793984478	0.000505865357341	0.000533023228186	0.00143610216345	0.00106394945664
m	0.00459494650588	0.0116073378771	0.0318865646245	0.149383587845	0.50041077031	0.182515319251	0.0861942255956	0.0156417459017	0.00594936578275	0.00234035488707	0.00195550569688	0.0011510091915	0.000856308414574	0.00147811215536	0.00403486547888
e	0.00301209201094	0.0090949013185	0.0194102556135	0.093605372355	0.408190031103	0.316469995084	0.107806900912	0.0213216959606	0.00737904911998	0.00276378915129	0.00237694627905	0.00114001723475	0.000974722867458	0.00151442723	0.00493980766895
s	0.00213173746497	0.00544429724506	0.010000865105	0.072122338925	0.397818160034	0.376596085028	0.0963535989707	0.0216410993002	0.00607960420599	0.00274635039283	0.00221466084582	0.000815126690933	0.000743964541219	0.0012935184641	0.00399861043429
i	0.00178048905232	0.00600365898301	0.00941888522647	0.0541713018417	0.349905997078	0.379988488343	0.138488116924	0.0388021553334	0.008061889802	0.00390602621534	0.00269582862841	0.000826623055328	0.000716405417293	0.00128556475146	0.00394858042845
t	0.00167677477417	0.0056038372091	0.00855402556687	0.0274800486806	0.279226540093	0.382308990781	0.203638048308	0.0625757261778	0.010499583846	0.00640311444511	0.00460989276494	0.00102706573771	0.00119905283165	0.00202993692376	0.00316734894677
à	0.00194268640812	0.00413095533317	0.0077254007652	0.0171622507669	0.224608945231	0.332338991594	0.274542280103	0.0982629547926	0.0154836081953	0.00894812372837	0.00657059611578	0.00163804818817	0.00149691589866	0.00240632293516	0.00274189912633
l	0.00203011889332	0.00470600185126	0.0083848946506	0.00885222453163	0.134134032344	0.335952819198	0.353587940701	0.111832619864	0.0172018378718	0.00918846770746	0.00562381331793	0.00164891797877	0.00131316683867	0.00168563466414	0.00385748413662
a	0.00273512738038	0.00589566283069	0.00699705867267	0.00622358110654	0.0817842441147	0.310872067399	0.341553357234	0.168788531221	0.0400971831173	0.0171829935472	0.00719362805464	0.00200967560164	0.00183615214329	0.0020430162543	0.00478771167292
s	0.00300773720539	0.00543583131217	0.00577227108479	0.00470022359818	0.0612426100382	0.253313196133	0.336570332078	0.221258401674	0.0587063567058	0.0243233997157	0.0124285950782	0.00280241109108	0.00269555540776	0.00288210018249	0.00486098805219
s	0.00183566570664	0.00359346321245	0.00658037502533	0.00399539377206	0.0529386658527	0.250257345378	0.391831746359	0.169476782425	0.0546258146553	0.0252447010852	0.0194526325794	0.00572272397409	0.00399224680579	0.00346236360798	0.00699009792804
a	0.00143879464486	0.0026476531758	0.00704424791588	0.00223477141735	0.0231049710709	0.208520705993	0.326647223786	0.251680347742	0.0921256974384	0.0399159526751	0.0242066652178	0.00749707739656	0.00401269725786	0.00292813752624	0.00599506957869
ò	0.00099599938802	0.00165053322207	0.00376026380609	0.00105732337665	0.0092394002723	0.101895076498	0.222853707262	0.426441093247	0.112466500813	0.066798350185	0.0248392382706	0.0145970599235	0.00498747722802	0.00485004976679	0.00356791792261
l	0.000724932538317	0.00124285875389	0.0020506504863	0.00095030040375	0.0060329241061	0.070467561466	0.247487307087	0.443226992416	0.098017205671	0.0707858692217	0.0236322905702	0.0164225749078	0.00691977079001	0.007755230281	0.0042835174424
i	0.00125249463108	0.00261890763536	0.00257957156703	0.00139839930058	0.0052630797887	0.0571028798153	0.232888029256	0.352930137472	0.176851039424	0.0966350037406	0.0366225320701	0.0114153356259	0.008166205128	0.008437277857	0.00583910551073
m	0.00184848208503	0.00403209573399	0.00376811764625	0.00206237619819	0.00419581946757	0.0323295378384	0.176432101245	0.303630496491	0.239353210141	0.12535696858	0.0638210875567	0.0143088757686	0.0106397652293	0.007893337655	0.0103277278662
a	0.00162174140181	0.00334913457306	0.00332626669804	0.0020764829566	0.00342894603786	0.0215353445928	0.141061924322	0.269782460164	0.25994699238	0.155601315927	0.0823944837856	0.0199987766962	0.0147823641298	0.00983140619767	0.0112623339954
t	0.00126650975164	0.00229190125637	0.00241417378626	0.00229477500558	0.00359104370489	0.0103582084709	0.0849562804807	0.253567825388	0.268072005593	0.204997428642	0.0847659934619	0.0253158528854	0.0241797512099	0.0175719879186	0.0143562337238
o	0.000969425374453	0.0024976705922	0.00277326149691	0.00242809712517	0.0036601506811	0.00634059272563	0.0590684118669	0.231135509396	0.244671967998	0.257511985547	0.0832103760206	0.0359369212485	0.0311704848033	0.0225832961949	0.0160418450586
n	0.000924464324284	0.00307718273091	0.00323570060644	0.00246960121532	0.0027417578343	0.00381042682054	0.0383517818423	0.208933268399	0.225156954466	0.286033151182	0.106774095207	0.0429099050162	0.0327646019344	0.025145225227	0.0176718829909
a	0.00102434002256	0.00358381192675	0.0039235552654	0.00235387214797	0.0023805841251	0.00271323594418	0.0272604272341	0.182147752533	0.188817125622	0.304988749727	0.129781219069	0.0573631407187	0.0447672217781	0.029442077549	0.0194528700583
d	0.00119262960712	0.00346748020628	0.00441521219636	0.00388121913892	0.00432610111703	0.00244430681473	0.0201605663007	0.156258965078	0.153516140341	0.305568152576	0.161117867956	0.0617778394196	0.054918849926	0.0429681276297	0.0239865174434
e	0.00130109283911	0.00323171082059	0.00397203985281	0.00444744034017	0.00497373800381	0.00231786729184	0.0169155432962	0.137640738259	0.129591775514	0.299606574192	0.166666459719	0.0626365831665	0.0829853491087	0.0560132593899	0.0276998100678
r	0.00110139622704	0.00389527322857	0.00413071272422	0.00347836085854	0.0036965370304	0.00189187430955	0.0129068263254	0.113292108486	0.122199242438	0.301951504731	0.16737305164	0.0687939342822	0.10260547157	0.0636703191966	0.0290133698626
f	0.0024241629596	0.00792495089496	0.01736658554	0.00478703828207	0.00456257534087	0.00409463786485	0.0152425840478	0.134252076069	0.113716671013	0.228245878177	0.160994169813	0.0515338493227	0.104030182923	0.0875071141122	0.0633175176009
ò	0.00753123711092	0.00822509957339	0.0204088674859	0.00406360418342	0.00413287816989	0.00486245246462	0.0128366553426	0.11025692753	0.116531189338	0.164763011259	0.209480687604	0.0656648056029	0.113883865908	0.0890027160174	0.0683560063136
m	0.00770343433767	0.00524965351024	0.00883210228901	0.00260352172834	0.002783563724	0.00242421777554	0.00756778125573	0.08253469509	0.109232844979	0.150888015686	0.258987475868	0.0873300170676	0.113166679036	0.112055647586	0.0486403611472
u	0.00453349558792	0.00528507130052	0.00585218104738	0.00239503734931	0.00188494885577	0.00195958113318	0.00783162081478	0.0688481807833	0.092376008793	0.151506145229	0.205734607623	0.0897362716892	0.134844351945	0.145169450242	0.0820430643384
è	0.00399325757597	0.00381875214284	0.00367490648713	0.00186577718377	0.00151570166659	0.00213147505953	0.00638713420826	0.0418056730878	0.0742229627977	0.16224988661	0.163974041341	0.0976197423897	0.177393020915	0.147655726214	0.111691958329
t	0.00224704196246	0.00214729102788	0.00214851910634	0.00106774570579	0.000869700424437	0.00142462491024	0.00425594319075	0.0596574177159	0.0575037349726	0.174851789737	0.140406510914	0.0840583796232	0.206135372705	0.175708751871	0.087517197041
e	0.00232214329262	0.00247332724289	0.00243023863474	0.0013109127158	0.000924580275719	0.00153215696268	0.00593231897425	0.0631724132786	0.0479137903175	0.151298804512	0.114104453571	0.0682419336744	0.209232411968	0.192570291824	0.136540232996
s	0.00331423471573	0.00585371053343	0.00672038447695	0.00253131904957	0.00175084810988	0.00169399258203	0.00636035228875	0.0445101196382	0.0359887781258	0.138157432504	0.094504357457	0.0719190679781	0.213973046389	0.198885153075	0.173837185265
e	0.0028076623981	0.00621930706294	0.00760773285782	0.0028828895199	0.00203858421773	0.00130718249901	0.00436598918292	0.0316477263954	0.0252030703619	0.128138793835	0.0793503035523	0.0688326392727	0.223554291196	0.211249588825	0.204794207415
n	0.00309466786178	0.00716119330215	0.00935326043734	0.00426588004411	0.00342640932064	0.00128580570222	0.00354708489977	0.0232523667525	0.018591042734	0.112179088012	0.0680719025174	0.0624998493909	0.232757651732	0.232647876808	0.217865894732
a	0.00298431210834	0.00763434486955	0.0100758204231	0.00467267450364	0.00381657400081	0.00125659115456	0.00304451937939	0.0201434140028	0.0138682173447	0.111905475271	0.0611389513725	0.062942465637	0.246599763244	0.263931175469	0.185985673271
r	0.00198059341391	0.00761583090348	0.00953840248383	0.00482626617711	0.00412682387929	0.00114793928765	0.0029691671758	0.0123562205323	0.0133554193749	0.100649631224	0.0681101319242	0.0599597394457	0.250796491081	0.267571838223	0.19499547665
t	0.00320025424518	0.0101628266137	0.0194883965572	0.00541938788341	0.00451511762193	0.00144021302777	0.00261052727513	0.0150910205268	0.020621358345	0.0959883909413	0.0777413612747	0.0518678731699	0.25068322936	0.246782364581	0.19438766595
i	0.00398373722967	0.00802832565532	0.0187872634319	0.00387264868174	0.00293090866296	0.00238467495345	0.00351019254124	0.0142429088859	0.0245612934803	0.0771934774671	0.0552946149249	0.0435772182446	0.21316686052	0.2380906503	0.29037522845
</S>	0.00334634328064	0.00590262830489	0.0112036087824	0.00316491723827	0.00247305440874	0.00284789238069	0.00458963684312	0.0100728190184	0.0224098085382	0.0603106731636	0.0429472685625	0.0397448644223	0.17537123386	0.24064391715	0.374971340825
