 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.864152543	0.114844867832	0.0142342617599	0.00155884460017	0.00127842933828	0.00172454658462	0.00130933374315	3.25892241995e-05	0.000106046763886	0.000758525123678
s	0.781198246333	0.170300495411	0.030955634082	0.0074934956372	0.00157987128905	0.0019436118381	0.00200003288438	0.000414691967621	0.000405905231253	0.00370799214787
e	0.603286476511	0.308607499137	0.0680642361473	0.0107582834285	0.00117144413253	0.00109456261662	0.0014255146429	0.000713527016268	0.00050904415739	0.00436939007028
l	0.334648206304	0.485585633312	0.145176738502	0.0177146504543	0.00373049657898	0.00151552940063	0.000909661329529	0.000554332288883	0.00245657275081	0.0077081677688
a	0.159161900235	0.600711319437	0.201688963301	0.0196445242068	0.00438475282739	0.0014834946593	0.000703355083939	0.000342782419302	0.00308861927119	0.00879027287992
n	0.0710193104183	0.629194737079	0.260882398434	0.0260760875176	0.00285298043653	0.000995873926433	0.000583381885576	0.000232193666549	0.00329554746623	0.00486748208596
a	0.0432288512794	0.59127399876	0.307982659011	0.0464129297925	0.00258949738151	0.000856197788411	0.000543321135459	0.000191262957176	0.00334388264737	0.00357739898536
v	0.0346886508705	0.514664540987	0.304445681004	0.128058074517	0.0081005536085	0.00152538364507	0.000944945572753	0.000450351771652	0.00551251048682	0.0016093044721
r	0.0379350826562	0.421087936596	0.296594081001	0.196493136419	0.0225648340228	0.00517583505236	0.00187749231438	0.00215865364135	0.0143551800635	0.00175776889658
ì	0.0403526682907	0.304464098799	0.425268477	0.178800163006	0.0259641658743	0.00620421184179	0.00175914661457	0.00260443617853	0.0130400199628	0.00154262191514
k	0.0234529477454	0.182660065266	0.496694899667	0.221087245469	0.0391972076914	0.0107712765409	0.00656750710116	0.00700873941599	0.00689255768115	0.00566756518411
o	0.0220703912137	0.118536431722	0.443214154356	0.279449256023	0.0804408648771	0.0205905846336	0.0117684560257	0.00991058469591	0.00579258568344	0.00822670829826
a	0.0240953370046	0.0572259317007	0.433171005585	0.315723554674	0.119746068406	0.0264445721312	0.0104436325572	0.00525619077675	0.00348400382939	0.00440971085514
f	0.0131193113929	0.0328462335356	0.317295595048	0.422735742891	0.157813413535	0.0358103070637	0.00897107797907	0.00311772960645	0.00482020143725	0.00347038911494
ù	0.0224035483716	0.0184022590519	0.197518289523	0.50326383963	0.175507226245	0.0583375495546	0.0132826922064	0.00250935271308	0.005495791761	0.00327946020523
r	0.0276155753451	0.0122947128214	0.135481426022	0.48559333521	0.191949962415	0.0969210524515	0.0216240985155	0.00864697523996	0.00517676344175	0.0146960888493
n	0.0253160094786	0.0479873096459	0.076374930136	0.373454035737	0.232864216472	0.152209294384	0.0287337937718	0.0175992357833	0.0106363748619	0.0348247609051
o	0.0248030400779	0.057619753495	0.0412319269873	0.217911303579	0.347399964491	0.220318251361	0.0329265237239	0.0164624324011	0.0116196984431	0.0297070677456
k	0.0125253088013	0.0225003708916	0.0265449877182	0.167837854026	0.404384093497	0.245784752054	0.052687822508	0.0254252052337	0.0177516474057	0.0245579400292
a	0.0109937735504	0.0107121223667	0.0199335658708	0.141248088682	0.377049271032	0.282319075951	0.084016008036	0.0292780548446	0.0209058161848	0.0235442089701
k	0.0109957896645	0.00627777595957	0.0156556986861	0.0971862842007	0.334161315077	0.319681047317	0.122064951612	0.0457441241149	0.0230374610171	0.0251955444816
a	0.0126537543278	0.00534167312452	0.013965139255	0.0761425739802	0.261930943559	0.317822591106	0.203757412004	0.0579820049316	0.024720470682	0.0256834360101
n	0.0132263854817	0.00459038748952	0.0116855779947	0.0466743956667	0.214294089386	0.319395145502	0.257647456135	0.0898593360972	0.021645587257	0.0209816299146
n	0.0143314722276	0.00630521083406	0.0105215070582	0.0417799092936	0.175112683262	0.273817350967	0.206893313845	0.194528100766	0.0297869421723	0.0469234877715
i	0.0158793180438	0.00603128564966	0.0115312785449	0.0335626203592	0.127787979621	0.237893223789	0.243900283082	0.217723683722	0.0419742565908	0.0637160498238
u	0.0107927040346	0.00393838510065	0.0089692765553	0.0173398549504	0.0658179723003	0.192576843396	0.407002025694	0.198248109041	0.0410519194303	0.0542629070146
n	0.00812936915459	0.00366513761808	0.00558578503484	0.0108229786192	0.0328714063001	0.134427059172	0.404122461098	0.289798489947	0.0554422785968	0.0551350403315
r	0.00524234623196	0.003321487747	0.0125974447174	0.0167315020135	0.0319945292887	0.122310950031	0.241761293966	0.390189178982	0.0993056987523	0.0765455829172
ù	0.00437941861403	0.00238414334532	0.0149609023681	0.0179010179646	0.0277720533702	0.0988257362303	0.214966894789	0.425821481994	0.114698466584	0.0782898999111
s	0.00492561662381	0.00183394302861	0.00658126023882	0.00740183026647	0.0197577470634	0.0915182638368	0.22793706811	0.470752913731	0.0971990515947	0.0720923014837
t	0.0105968698734	0.010282545668	0.00864007982383	0.014870523411	0.0202729233134	0.0825407100696	0.150620319517	0.520135663977	0.0783911002116	0.103649251243
i	0.0131229394364	0.0128326253677	0.00994487678571	0.0170136120015	0.0150475323845	0.0511336146872	0.138521389126	0.456874804659	0.126351043217	0.159157557768
k	0.00854434298874	0.00531757527315	0.00463106363137	0.0065327607497	0.00945757271123	0.0339276946524	0.135103137082	0.435054303886	0.194503308539	0.166928248276
o	0.00729473024925	0.0034791888905	0.00503958329912	0.0039163086191	0.00924556107874	0.0235459763781	0.101242445381	0.352023464362	0.307378593646	0.186834163779
k	0.00740402922252	0.00358136220343	0.0058391669684	0.00298467771533	0.00899048947478	0.0161428232047	0.0797308499537	0.273656005854	0.397873942149	0.203796664193
a	0.00840417767028	0.00413401097014	0.0106266745664	0.00287587349301	0.00600914282753	0.0100165193189	0.0634033153999	0.231787865985	0.475204102316	0.187538330438
l	0.00880467754903	0.00447543244875	0.0124368321985	0.00278993474834	0.00500742853498	0.00738620660597	0.0492310244686	0.176345302295	0.543157883439	0.190365300719
ù	0.00770758757241	0.00386692842707	0.00803067757725	0.00193742723142	0.00348224569417	0.00459141517192	0.0293606161086	0.155031742592	0.600668707813	0.18532265902
</S>	0.0072894374909	0.00322549823781	0.00802870741565	0.00227724943007	0.00262021765485	0.00363326067536	0.0215115332129	0.087454844636	0.676685354906	0.18727388398
