 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.57613261925	0.3240316345	0.015555333747	0.00542237269284	0.001295818247	0.00155499042219	0.00196472650075	0.000520113582696	0.000785953713788	0.000730246283567	0.000882797748125	0.00187384907069	0.01282599452	0.0564235667891
n	0.268321487443	0.611277658433	0.027370064049	0.00842395308428	0.00188282833453	0.00364881136155	0.00281412772612	0.000625148967889	0.000878949982778	0.000829053538738	0.000930323066882	0.0018730009894	0.0130086005631	0.0581159992094
è	0.096873007465	0.801247248811	0.050679380683	0.0125332274014	0.00173188598231	0.00436778215392	0.00292208269182	0.00071531986803	0.000647256541748	0.000572245047947	0.000605964897241	0.000774124584281	0.00467922116707	0.0216512679368
r	0.0506047060857	0.744392951604	0.122665662961	0.0379250997405	0.00223305209477	0.018061945431	0.0033570026767	0.00144539802444	0.000591100748723	0.000544286596556	0.000666787158366	0.000410810546073	0.0024987306471	0.0146024891375
t	0.0345446345286	0.559654508868	0.274821504254	0.0728609378382	0.00772997945226	0.0244967638953	0.00467982582751	0.00194863285905	0.000605649376864	0.00137518255367	0.000625774986686	0.00233846030857	0.00247306259819	0.0118450941843
i	0.0148075932682	0.355672227423	0.423724601951	0.164858180164	0.0108047312588	0.0129974428424	0.00413136641835	0.00143353058688	0.000519767787471	0.00154042332134	0.000485829015687	0.00317841079182	0.00168573933564	0.00416016801576
s	0.0185252958209	0.200600859874	0.49181381625	0.242363703255	0.0114710065169	0.0236399150995	0.00215720598252	0.00165392764436	0.00103090809217	0.00113447364236	0.000722336268599	0.00141566930573	0.00159428108434	0.00187661369843
e	0.0227798989684	0.120992736058	0.471680671817	0.305363975752	0.0305927913723	0.0348205610532	0.00277060334924	0.00201301181085	0.0012695838492	0.00110212583065	0.00127999880917	0.00103599955058	0.00168992162212	0.00260813742469
s	0.0147819355103	0.068406522106	0.441477217206	0.354214681917	0.0513228975241	0.0499421881577	0.00580637580841	0.00331862109295	0.00177434275853	0.00107920735564	0.00163871880741	0.00089180350072	0.00158452215482	0.00376100152413
e	0.0137337545046	0.0417285248887	0.346178140602	0.384147139306	0.099191134708	0.0823113889859	0.0154203161948	0.00536297391765	0.00242260125511	0.00105401168045	0.00187035492969	0.0006001878567	0.00150153408276	0.0044779697365
