 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.931374233	0.044220668308	0.013830499367	0.00267406317165	0.0029940183923	0.00114674740945	0.000480808907491	0.00327893338997
t	0.889816439667	0.0770903765333	0.0211233001703	0.00292915291954	0.00308730486018	0.00116957019901	0.000507955244944	0.00427588193208
e	0.765444860222	0.204080556311	0.0182647794688	0.00238523841958	0.00292120361956	0.00221318914226	0.00177801904112	0.00291213739765
l	0.464063719874	0.49142842477	0.0256859899983	0.00852671187226	0.00323672825265	0.00284220302331	0.00244630808438	0.00176989936877
a	0.285107681291	0.652545246257	0.0343874485508	0.0118351446508	0.00596273481022	0.00440856689463	0.00285351353499	0.0028996628817
e	0.202517586624	0.651538614752	0.115963076815	0.0107696371576	0.00842476391807	0.00505384744853	0.0026973763804	0.00303509150467
M	0.0920263329707	0.644495452251	0.198110723138	0.0508187327292	0.00747450910202	0.003359451708	0.00212576755187	0.0015890177431
a	0.11678006464	0.605002087417	0.145302014913	0.0747793861431	0.00953051351067	0.00869111114237	0.00669360208769	0.0332211972736
r	0.136652413632	0.470833315339	0.139015094038	0.164555640514	0.0209722729336	0.0147156807805	0.00912600731676	0.0441295596092
ì	0.143157835063	0.31637826076	0.188982069246	0.283843989305	0.0311593688445	0.0149848967648	0.00580394179772	0.0156896375242
a	0.157322733734	0.19906650533	0.285454589049	0.282244878968	0.0513909504548	0.0147932001016	0.00335566685377	0.00637147188075
à	0.0962516553027	0.0878009405433	0.41316720755	0.262504078189	0.118499733018	0.0155912717339	0.00225187037859	0.00393323314078
v	0.0353312617017	0.0439827750404	0.487746234583	0.208642902463	0.201560415406	0.0150860930513	0.0047373454302	0.00291297432993
v	0.0248180856787	0.0511900117981	0.403689727994	0.227032188554	0.216620746202	0.0348251793638	0.0183594425501	0.0234646237965
r	0.0846685378592	0.0641739167794	0.207458709998	0.363581508185	0.155416148134	0.0475603072279	0.0355519396234	0.0415889405782
i	0.105427001197	0.0434120127025	0.091133641666	0.373740088328	0.152708546245	0.168898366456	0.0337945031745	0.0308858460807
n	0.0541137814032	0.0254932209932	0.123933833489	0.258172805976	0.235546866482	0.239253137352	0.0362693792715	0.0272169747582
a	0.0338031981286	0.0183405619221	0.133702769595	0.157580269259	0.279850548194	0.284875892317	0.0625337159905	0.0293130601707
r	0.025584770215	0.0098415889649	0.0741083425147	0.106880626886	0.241208286365	0.366680730106	0.12609676683	0.0495989036436
t	0.0586832184701	0.00934600114793	0.0542144167382	0.0838145846087	0.178779168388	0.333309785369	0.184286517743	0.0975663131812
i	0.0677963559766	0.00678508632521	0.0204434736107	0.0604163688429	0.141024972063	0.366700811123	0.187149078048	0.149683865427
s	0.0324853594442	0.00497417057316	0.0133160317362	0.042167752821	0.105732424821	0.361071543041	0.269442842683	0.170809893009
e	0.0207883977665	0.00410279505023	0.0102539101455	0.0268914667337	0.0690372611783	0.304947399014	0.410447440228	0.15353135607
m	0.015752309491	0.00261375227346	0.00538744819023	0.0180282168246	0.0486811323441	0.243568123271	0.495979396743	0.16998965029
è	0.0148553013885	0.00197442289065	0.0034961132027	0.0116370479549	0.034192663141	0.159684637824	0.598897013581	0.175262810163
n	0.0127595571762	0.00272168372822	0.00345551551099	0.0068696738383	0.0204958997066	0.102523726091	0.658297965194	0.192875971254
a	0.0139894426394	0.00324483985107	0.00366653660566	0.0209070906448	0.022939429582	0.0727223835577	0.550025291065	0.312504977551
</S>	0.0145212235897	0.00230695352254	0.00244114456123	0.0367148158104	0.0301261219907	0.0711174585448	0.451285936532	0.391486340175
