 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.5032837824	0.4092201928	0.020749564465	0.0206656754374	0.0186023974172	0.00173637962862	0.0015908034952	0.00160897567136	0.0225422332519
e	0.265920830613	0.604654724267	0.0596719730883	0.0215825958085	0.0184049749686	0.00214624544465	0.00229386404444	0.00263067226069	0.0226941372192
t	0.122793588324	0.748236053422	0.0817936594961	0.0208019457762	0.0103384700795	0.0012045157652	0.00209363639815	0.00456995414256	0.00816821186802
i	0.0523044418013	0.753965879807	0.153633062432	0.0231312073787	0.00757544527477	0.000668182967067	0.0012775945048	0.00411819917363	0.00332600760797
p	0.0431463440511	0.583383201269	0.251473181677	0.0959387541596	0.0113991332919	0.000944035232756	0.00190836644515	0.0100106912334	0.00179630479902
à	0.0381119399457	0.42423193789	0.343386713026	0.16392168332	0.013604376824	0.00104461562819	0.00224984535998	0.0122789044251	0.00116997914574
s	0.0236466373132	0.288423045963	0.494982787809	0.170474295507	0.0106021228147	0.00150507079233	0.00154644694987	0.00591014532451	0.00290942497196
t	0.0204323594644	0.161880942788	0.57356380927	0.198295991636	0.0196190086596	0.0163006431423	0.0020992488041	0.00375419429888	0.00405379124509
a	0.0149699963215	0.0976429735027	0.455587510357	0.362990148545	0.0362403624145	0.0229144876573	0.00451762362089	0.00280876262457	0.00232814035071
ì	0.00877298367517	0.0438535959542	0.233938680226	0.592842446182	0.0972625852915	0.0124106136564	0.00646575182816	0.0031331431556	0.00132020105322
t	0.00562035497426	0.0169063146025	0.111301288429	0.690705640727	0.153397846164	0.0097430093028	0.00572237650969	0.00544862361697	0.0011545434787
e	0.00628129353129	0.0101927839919	0.0621104251337	0.609592222909	0.263449731121	0.0276988604743	0.0120870690672	0.00683393305746	0.00175368659015
l	0.00675802076376	0.0078794577493	0.0619598141219	0.477643879636	0.36952213804	0.0430829307581	0.0157163940491	0.014552098299	0.00288525897751
e	0.00869384542725	0.0042423276751	0.060862425598	0.371546129279	0.42533986768	0.0888560418527	0.017724440979	0.0193824320601	0.00335247943106
à	0.00843403525442	0.00276241888503	0.0216074699571	0.247773049026	0.553870247893	0.130087914018	0.021019260351	0.0116548622379	0.00279075196099
l	0.00400719622881	0.00130575905721	0.0123152283752	0.182008386809	0.625909155964	0.123931926273	0.028266203259	0.0174066749399	0.00484948874424
a	0.00402040164094	0.00275096699994	0.00884048396547	0.117805064536	0.487077227321	0.253498925158	0.0906588586997	0.0267385174266	0.00860956923512
t	0.00548624152611	0.00328226773528	0.00656357654396	0.0615778825187	0.346349585107	0.415534353453	0.1156150321	0.0333102987689	0.0122807733434
o	0.00405036779317	0.00161923226639	0.00570781241985	0.0368569230816	0.264812273302	0.432935136484	0.190142466367	0.046499404399	0.0173763944282
n	0.00771112495106	0.00124484913493	0.00660026842658	0.0202153908192	0.183759342634	0.430812752161	0.259019932122	0.063847301429	0.0267890426734
ì	0.0183264370057	0.00135882312111	0.00698019976796	0.0126468264724	0.147074437109	0.370415266654	0.340352252041	0.070415101923	0.0324306699631
c	0.0190436799456	0.00188844409477	0.00639576836185	0.0084740179708	0.106182413534	0.311137545485	0.415237086014	0.0940635628743	0.037577496513
h	0.0291805343826	0.00563612461999	0.00646481975875	0.0117193674303	0.0922063421153	0.325731722495	0.342804448205	0.129017157658	0.057239485287
a	0.0299919213333	0.00642187742266	0.00286707194598	0.0111678807641	0.0617436496104	0.263267704098	0.345650550602	0.161653164853	0.117236186672
v	0.0135650040131	0.00305395162029	0.00303019709019	0.00668028562137	0.0317723843695	0.181784742166	0.314314216267	0.264585803184	0.181213423651
à	0.00825569793037	0.00214335960443	0.00311345364784	0.00457949505419	0.0188826577631	0.130473613392	0.271872584956	0.382597322395	0.178081811384
l	0.00415931317933	0.00202700781739	0.00502817315086	0.0101135979899	0.0118325320305	0.0956682066673	0.267792108652	0.441165794798	0.162213260061
o	0.00254503014165	0.00312700649611	0.00601103683969	0.0130272196634	0.00985957486137	0.0751279451424	0.230163551284	0.432240611599	0.227898031087
n	0.00296528689428	0.0038451230127	0.00737555786866	0.0091103213432	0.00696798884772	0.0454685083975	0.172408714295	0.493768503866	0.258089984396
t	0.0207450598202	0.00664984875457	0.0091332108015	0.0081586577846	0.00511755820524	0.0395275395452	0.118928325565	0.549125404622	0.242614377865
a	0.0258139643441	0.00875500180852	0.00547690028946	0.00760111368827	0.00580875014688	0.0411100412137	0.115997352035	0.462769496207	0.326667378222
</S>	0.0141636484407	0.00777122537526	0.0035226309164	0.00776647087203	0.00678449407254	0.0368858837809	0.118323899088	0.409291042103	0.395490697911
