 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.79390253	0.13737271055	0.0188016859655	0.0049169837377	0.00243536659075	0.00596030922498	0.00816394121355	0.00580106134463	0.00683638179371	0.00325565165671	0.00169074821884	0.000582913284594	0.000310042391853	0.000163222791281	0.000799554150358	0.0006080117062	0.000309927897364	0.000493793057987	0.000735709476261	0.00421862018414	0.00197874689264	0.000662120177048
m	0.5670998518	0.326723169577	0.0369294525152	0.00680204700257	0.0158871628808	0.00650099342863	0.00859188445554	0.00616048415927	0.00717830668296	0.00351720805183	0.00184302425621	0.000627609203798	0.0003382413201	0.000272476013172	0.000840115993337	0.000683185463507	0.000397891351005	0.000522984271426	0.000741149284413	0.00432582998288	0.00287185081797	0.00114509151685
à	0.3406991804	0.531425919119	0.0755800224251	0.00860223675752	0.0200686363095	0.00353328223768	0.0040290213802	0.00297121903768	0.00332084043656	0.00173206497176	0.000960521462165	0.000326073966536	0.000159314719133	0.000230943857329	0.000341633047333	0.000324330308324	0.00026636789853	0.000231661868389	0.000397525241425	0.0016427262914	0.00220596293428	0.000950514220945
n	0.2127810368	0.59485970314	0.121883010015	0.0142596093436	0.025917266615	0.00458425155543	0.00352050039307	0.00296569894283	0.00272660283324	0.00130800180582	0.000706083944203	0.00025025022462	0.00015196814355	0.000163354917329	0.000184754855414	0.000216468850486	0.000227974282273	0.000127522391159	0.000283208189655	0.000651175759557	0.00120042888051	0.0110311149581
a	0.131515156647	0.496778083813	0.271183082305	0.0366413157623	0.0323023639535	0.00528564296281	0.00305075489956	0.00278724403935	0.00207277990748	0.000907632370893	0.000546445501558	0.000201014096825	0.000151226688446	0.00014936600847	0.000133183920024	0.000181212626531	0.000241409718527	9.98000429379e-05	0.000230237324182	0.000306501332385	0.000855612992011	0.0143799071216
c	0.072730024449	0.387426042338	0.376455326702	0.0748938914601	0.0589285429812	0.00530686474167	0.00326912420205	0.00257862924526	0.00230614807222	0.00126954227313	0.00129895189232	0.000331496039764	0.000500260453991	0.000354576826963	0.000290781599382	0.000438100823216	0.000451073758852	0.000179948312388	0.000319017867341	0.000370540813582	0.000955922912419	0.00934516644641
e	0.071669790083	0.269626517446	0.388691414434	0.138704273796	0.0786589118237	0.010926725288	0.00393468965222	0.0048029214099	0.00253494149833	0.00147906010134	0.00410197675261	0.00270680338317	0.000789679117847	0.00044856717239	0.000494089618363	0.000574442055954	0.000511874974049	0.0002654869843	0.0063541263291	0.000760642574257	0.00286203374578	0.00910100925818
o	0.0567369321543	0.156731431749	0.347065692678	0.272443709932	0.0847064107412	0.0229440512227	0.00860628104607	0.00837052713597	0.00328303158998	0.000986958558431	0.00450432132759	0.00343033951945	0.000547873077579	0.000510993327619	0.000568190573412	0.000557922361313	0.000832707507073	0.00042244600103	0.00897541717835	0.00166326132028	0.0100402266344	0.00607126358098
c	0.0243618501181	0.108613812223	0.259044395759	0.332155457777	0.18723538942	0.0250413318225	0.0131555298736	0.00913102098386	0.00523442789019	0.00170603846013	0.00255232746303	0.00145754854445	0.000604322959913	0.00141216429944	0.000758100972387	0.000998761988284	0.00142915197439	0.000547117679899	0.00390578401956	0.0018892520381	0.0126399637222	0.00612624980257
i	0.0233066820747	0.0612460961877	0.240319816253	0.330111307726	0.260390837113	0.0312689226424	0.0108968614375	0.00870029775982	0.0040798961256	0.00168797280898	0.00253872159723	0.00164008661603	0.000625537716938	0.00144714744927	0.000736404037442	0.0008972266592	0.00105709929324	0.00038659702484	0.00403190388539	0.00120340046424	0.00801249185108	0.00541468775602
ù	0.0228797496829	0.0304784552866	0.166867906951	0.326432002309	0.295693813704	0.0769753902541	0.0257326071125	0.0172600381333	0.0052668936612	0.00211462503313	0.00343835449013	0.00194513236559	0.00127828903513	0.00111685202346	0.00110968905151	0.000731212236232	0.00101373232475	0.0015125569426	0.00633204927789	0.00258650583467	0.00580285433696	0.00343128283067
r	0.010979184966	0.0165845367455	0.13362018723	0.318026241436	0.330623370835	0.0913286724447	0.0368184011308	0.0202842617158	0.00877227171373	0.00496884600591	0.00356620453311	0.00117724883233	0.00167151365785	0.00120522153971	0.00174090996099	0.00105921147147	0.00116296080322	0.00188739474586	0.00461366324543	0.00292259074742	0.003981875087	0.00300522345
i	0.00769884367633	0.0115545729052	0.118907749617	0.282608216745	0.331605863878	0.123802344308	0.0619115488703	0.0225647801433	0.0124507053312	0.00643734841817	0.0031546500281	0.00108209652764	0.00141544266089	0.00091768192297	0.001799685627	0.00114699736328	0.00101760889791	0.000820359797913	0.00176173970858	0.00121967324914	0.00345318497695	0.00266890015571
e	0.00743913602411	0.00761098926907	0.050771620285	0.161077455855	0.342412249959	0.200446197436	0.113852190957	0.0499660511144	0.0247705454437	0.00759189801539	0.00515670959003	0.00209854663801	0.0018197087913	0.000961314769763	0.00205297463316	0.00211036054409	0.00201248722304	0.00174932374198	0.00273697325571	0.0022253386816	0.00797921988424	0.00315871530961
n	0.00652897196294	0.0106353650481	0.0219996782263	0.0814959806917	0.334609192653	0.191537798745	0.147026173672	0.0673439776915	0.0478681449012	0.0195696999758	0.00961995667134	0.00302761420867	0.00250211807163	0.0125600790166	0.0035455013715	0.00611838078036	0.00556225084141	0.00266369599731	0.00332873416804	0.00455857302905	0.0137613151434	0.00413680763731
è	0.00672994362388	0.0127851278106	0.0143187945314	0.0497042591439	0.322271688884	0.172383636515	0.185937201244	0.0681272802838	0.0679419665204	0.0238746528519	0.0106134333418	0.00406960325236	0.00335343554834	0.0163610607142	0.00375967886362	0.00660227215972	0.00580010450978	0.00191890226772	0.00209600822587	0.0040500807068	0.0137437711466	0.00355709884462
e	0.00561214095263	0.00733948979103	0.00763554315585	0.0239389366566	0.256970098295	0.178443024838	0.236365017081	0.0976215148946	0.0925356379735	0.024406777484	0.0133482687939	0.00563543068225	0.00454635468658	0.00849304921053	0.00431821557226	0.00609519616084	0.00591352655197	0.00309056475839	0.00170049895458	0.00279183761644	0.0101641669581	0.00303471286225
n	0.00538589340886	0.00816841397764	0.00830301081786	0.0145641786409	0.196781464698	0.137685861813	0.253315637694	0.101149555432	0.114337104858	0.0736543517613	0.0239535449646	0.00659637519475	0.00544172636086	0.00957351377398	0.00660989113802	0.00809044811828	0.00770575417139	0.00377642916	0.00157179319869	0.00301753064133	0.00665291920574	0.00366461583248
è	0.0049612042336	0.00854675255635	0.00957985960282	0.0112642768383	0.144844164566	0.108344514538	0.267949098431	0.0869362990107	0.130652934686	0.119846042454	0.0429591236882	0.0141357482523	0.00778071967629	0.00816784504466	0.00770359625387	0.00661866488209	0.0054321533638	0.00234593127493	0.00158195310836	0.00251472595351	0.0045933221717	0.00324107967187
n	0.00423319073046	0.00806107903308	0.00992887649174	0.0134890805841	0.109715151082	0.0933321849793	0.275670580677	0.0865844959369	0.165154910962	0.121786889085	0.0490162564694	0.0179114350928	0.00819514879876	0.00743662723489	0.00695491286916	0.00484964016336	0.00577092750527	0.00173935816924	0.00126002999385	0.0015523919859	0.00331494778915	0.0040418782858
o	0.00405559074342	0.00758316088479	0.0102171156989	0.0142999666181	0.087805332278	0.0684093451531	0.235423221092	0.0778221175123	0.195381487721	0.143542857028	0.0792064424631	0.0192608173263	0.0156322971129	0.0083286151183	0.00933070511839	0.00653377661645	0.00680857640309	0.00173217498708	0.00107230358422	0.000980816391633	0.00199575222084	0.00457751364449
s	0.00301210082169	0.00503041481065	0.00707447286386	0.00678002438743	0.0383416226156	0.0546275607044	0.196558322831	0.0767967552841	0.184912445507	0.190939784743	0.123792267848	0.0277262993288	0.0213872363043	0.0136354308928	0.0150267922568	0.0101855620542	0.011983710457	0.00247249559903	0.00139617434674	0.00122200223325	0.00198941245837	0.00510909103007
c	0.0196369508796	0.049123693124	0.0199164978187	0.0121075800367	0.0240213607775	0.0407968421328	0.152334322883	0.0638739508614	0.130602848529	0.170805800574	0.120681479071	0.0723879953829	0.0236844708681	0.0219768495576	0.0172778453789	0.0160300866867	0.0215178402303	0.00493992026034	0.00377877693225	0.00323221535246	0.00177855351188	0.00949409886604
e	0.025144372853	0.0624166668127	0.022962659795	0.0133354101033	0.0135116135152	0.0381428449356	0.111292275814	0.0706882071805	0.11639336127	0.138606410851	0.136701712652	0.117178895828	0.0383299250894	0.0187223406925	0.016983008533	0.0160722475956	0.0197490449401	0.00544619099545	0.00460126949448	0.00368971239509	0.00187664839967	0.00815517968721
r	0.00912570886756	0.0214200508021	0.0088207662546	0.00546091114077	0.00677764459807	0.0326159675119	0.0928738188293	0.0707858694435	0.13247660989	0.176698396284	0.166240444284	0.125167601923	0.0467591871631	0.0200293584775	0.0254610297043	0.0162385336719	0.0204230565414	0.00615519732115	0.00400283120123	0.00345764871796	0.0027767550116	0.006232622705
r	0.00392847370123	0.00792164029173	0.0041700889145	0.00348803819232	0.00595125100769	0.0246062596946	0.0763231681535	0.0523218359189	0.10755170553	0.184809597095	0.162078972495	0.173997359641	0.0716874094544	0.0206192203125	0.0286256270014	0.0222863651546	0.0223883920825	0.00728248532572	0.00594285663301	0.00439163941939	0.0030250987996	0.00660252107845
è	0.00234023076076	0.00322976628821	0.0023950986206	0.00238305357117	0.00452894844856	0.0196356326181	0.0552744178636	0.04210567345	0.0902886197433	0.175550995965	0.193430290365	0.188209426147	0.111666412685	0.0158938061508	0.0245431704805	0.0235346782222	0.0151414876095	0.00789645472524	0.00817819657934	0.00486803814935	0.00538499372027	0.00352061789055
t	0.00145493018724	0.00310717765548	0.00339790784673	0.00135257233932	0.00293886934845	0.011044411382	0.0417718904479	0.033493346546	0.0946242811144	0.192003669055	0.221266305122	0.144451206736	0.0947864361283	0.0507578007303	0.0263301533202	0.0180931889207	0.0238796946498	0.00958569034041	0.00914122003351	0.0044332386678	0.00586930789176	0.00621672962317
s	0.00886362950863	0.00559845987044	0.00705803746421	0.00510271402154	0.00534742041582	0.0108521273699	0.0320453878755	0.0316210092647	0.0752936877335	0.160679813685	0.208268974374	0.174214201159	0.0858750341428	0.0623658260421	0.0259607016001	0.0187083516269	0.0493094930699	0.00869950885347	0.00744836677884	0.00322645008973	0.00296001901359	0.0105007972368
o	0.011037595347	0.00474346005689	0.0063550675787	0.00616983876721	0.00546830886667	0.0096513306685	0.0178420104887	0.0207304790942	0.0536542159398	0.116648560228	0.187882048325	0.194855141613	0.178941326581	0.0346462393594	0.0362132591134	0.0340064122623	0.04834422333	0.0108420177078	0.00860863710395	0.00312978141451	0.0022406073628	0.00798943434273
m	0.00429136401522	0.00310143457263	0.00482156582512	0.002724890959	0.00320761442659	0.00608894379017	0.0133433765002	0.0123112735454	0.0520236325933	0.109746067876	0.174122383308	0.168952450271	0.20027564806	0.0482934519531	0.0619593231045	0.0452608436541	0.0484668715967	0.0153086245493	0.0111417972247	0.00348899229084	0.00187779806507	0.00919165865804
a	0.00242959729116	0.00266239239298	0.00509840097426	0.00156175388693	0.00230861384556	0.00434935324072	0.0114454825641	0.0082747548838	0.0423044027378	0.092297793092	0.155905049929	0.139525723804	0.197778071887	0.0562337920844	0.0835478239682	0.0801827906714	0.0609517076856	0.0211416748164	0.0150933490456	0.00526077548361	0.00201399546765	0.00963270562511
m	0.00173313751179	0.00212866643596	0.00438878316742	0.00131784987298	0.00219043897992	0.00437081578751	0.00872868299457	0.0057975845006	0.0313061190659	0.0756410744307	0.131281724803	0.130036461648	0.211195136429	0.0648167667615	0.101127630589	0.0946143227571	0.0627013251619	0.0272496449388	0.0202992093419	0.00640436425387	0.00262451878531	0.010045738365
à	0.00116595219346	0.00166193159012	0.00296288230487	0.00103783948593	0.00210915216771	0.00418584448377	0.00553671576339	0.0044012836582	0.0242756375953	0.0769488470102	0.107138123368	0.127384769963	0.20535754461	0.0887618897872	0.102679936396	0.091660580919	0.0703246425873	0.0358683068729	0.0262725694206	0.00782502406396	0.00247176796637	0.00996874684967
i	0.00108680813782	0.000886909673373	0.00179002014856	0.000551890051177	0.0010324233127	0.00199659406726	0.0047005995982	0.0022409967204	0.0163180384764	0.0587071118201	0.0631747420493	0.0805555591077	0.208808188003	0.115616306462	0.0983966849987	0.141552655373	0.0958020669958	0.0560625180843	0.0294607173402	0.0121053179073	0.00392818550006	0.00522565603722
j	0.00100588821687	0.000798775483791	0.00169238483845	0.000566665275859	0.00167111056194	0.00275701617022	0.0048834228048	0.00179634012073	0.0131580218278	0.0411222098167	0.0424772896898	0.0523739645426	0.179782805801	0.140604304087	0.1158241142	0.154514850458	0.120389537732	0.0699333033948	0.0300380228201	0.0124815131224	0.00561263177935	0.00651581328174
a	0.000777944161423	0.000741081660397	0.00181627861925	0.00049421313582	0.00173562089475	0.00284430339721	0.00401892558353	0.00161799350318	0.0105919773476	0.0333392382809	0.0327964388179	0.0513847428349	0.164447197934	0.111382343096	0.114320948467	0.165241670686	0.134458671244	0.0797556054649	0.0490231738067	0.0223811839741	0.00964434403045	0.00718609803325
t	0.000728122863674	0.00106177270767	0.00202432317458	0.000508649032053	0.000769655692109	0.00141738058472	0.00294362699624	0.00097671746882	0.00616591172007	0.0198727802996	0.023459002554	0.0456831480656	0.136140716645	0.112705145365	0.119129712622	0.175147515829	0.140253970281	0.101067607888	0.0582367979356	0.029796853658	0.0122590233675	0.00965157500908
ì	0.000490685781758	0.00104594365089	0.00144882667065	0.000475492350331	0.000446928321095	0.000867203637024	0.00170919152474	0.000644654698633	0.00346055833629	0.0128491806265	0.0183821322333	0.0411120037959	0.114773793015	0.109287757188	0.113355148541	0.178403974876	0.149024865227	0.120938774363	0.0693456895119	0.037906605126	0.0126147609212	0.011415844259
m	0.000800765677236	0.00305161755172	0.00267588207628	0.00059436980311	0.000264447028432	0.000490335170975	0.00111433831451	0.000426116707944	0.0021834218655	0.00995102732483	0.0205764827798	0.0305714867926	0.106358835438	0.101810873263	0.087735165047	0.164285318559	0.176600322076	0.130340311388	0.091601089904	0.0429633165887	0.0117569956524	0.0138474889263
