 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.958499522	0.03836414026	0.00140345277422	0.000491533062585	9.607790029e-05	0.000102054983002	6.76997222815e-05	0.00097553139805
à	0.926079806667	0.06865656904	0.00277216244941	0.000788819300468	0.000151726637618	0.000165577990738	6.7133836901e-05	0.00131820944698
o	0.696068936356	0.270725928213	0.0160466911991	0.0011701652803	0.000790316013694	0.000642683055079	0.00885817339142	0.00569710484547
c	0.351468112545	0.589704726071	0.0325959906197	0.00489029908743	0.0014972251641	0.000811834514513	0.011808765247	0.00722305088815
e	0.186145679742	0.763595278024	0.0355678920132	0.00599247567261	0.00113905613311	0.00042963480692	0.00414880851672	0.0029811760265
r	0.103598447534	0.851085988675	0.0361901231644	0.005069757249	0.000707997140977	0.000386990862949	0.00160119818256	0.00135947838734
k	0.0518589736647	0.839126968492	0.0876734317548	0.0137417648763	0.00225067173113	0.00221912070058	0.00220304333446	0.000926002170173
è	0.0514233037936	0.777657170431	0.143433035585	0.0184653009961	0.00317828742358	0.00280160982923	0.00238776413935	0.000653522114988
o	0.0403038565465	0.650434923477	0.281539037262	0.0172560296294	0.00328053811226	0.00424509743598	0.00152408870717	0.00141642653381
n	0.0177272958215	0.537382475826	0.397868187087	0.0332206741098	0.00447419293875	0.00511005663633	0.00144867176386	0.00276844808514
t	0.00899859436983	0.488779583275	0.398325086529	0.0659341527766	0.0243057539814	0.00733277840908	0.00308747124934	0.00323658585166
a	0.00667486596728	0.306872765398	0.558958016343	0.0811452050655	0.0318109944369	0.00872056617946	0.0035354260157	0.00228215703776
è	0.00543209309543	0.127965889586	0.758368842781	0.0796575964218	0.0164357832923	0.00586973470749	0.0018196847679	0.00445036614751
n	0.00489443886716	0.0684512786887	0.73301077626	0.159209712874	0.0182907284241	0.00633598954983	0.00194682502443	0.0078602361391
a	0.00804267508874	0.0469441841362	0.54740911142	0.296710218291	0.0605751793414	0.0272579656699	0.00337068850014	0.0096899649791
f	0.00842025161278	0.0255851207054	0.344002372073	0.461320712764	0.102504868247	0.0395378544433	0.00432200966271	0.0143067973022
ù	0.00553197341413	0.0157272574151	0.209460109291	0.571869043588	0.141724882349	0.0401626193078	0.00331340104224	0.0122107045224
r	0.00449888039338	0.00876295833437	0.13081674773	0.579237089863	0.190048476783	0.0556060398893	0.00719592314741	0.0238338895882
n	0.0135053533139	0.0466675835658	0.0692977900367	0.488854907554	0.212294086301	0.0738607907964	0.0527813285385	0.0427381622001
o	0.0171399950628	0.0578043683569	0.0403557081456	0.320614506118	0.33796070614	0.122432153139	0.0689941794035	0.034698375109
k	0.00747870983473	0.0229801785243	0.0236849545752	0.286603338039	0.42777781238	0.149192617446	0.0480349336945	0.0342474560457
a	0.00709441365471	0.0113740482914	0.0170450180384	0.244369605213	0.41195537446	0.232934030215	0.0412538813982	0.0339736344619
k	0.00780720180737	0.00656462948913	0.0146743369455	0.179344954804	0.38323520482	0.311763770405	0.0486913214661	0.0479185729606
à	0.0144472518916	0.00561145382038	0.0132992685545	0.144993462981	0.31255845894	0.387751889135	0.0664161545554	0.0549220548469
n	0.0165455493548	0.00361143498106	0.0113031930255	0.100322850174	0.26276403638	0.429682460378	0.117443903252	0.0583265734623
n	0.0113629498159	0.00577260909529	0.0427684382178	0.0943906200113	0.190855522167	0.310262688166	0.265123870492	0.0794632889341
i	0.00926177659603	0.00642143193576	0.0539137899826	0.0560509702038	0.123859065422	0.260719095429	0.372219641172	0.117554212991
r	0.0100001353987	0.00428249411133	0.024961611338	0.0467800171326	0.092476426134	0.249072091543	0.416586179057	0.155841046797
ù	0.0116352175381	0.00350873617205	0.015187942187	0.0430832338704	0.0604674086007	0.215707963448	0.493974337019	0.156435176332
s	0.00749781760857	0.00182620318623	0.00788629840644	0.0267708506825	0.0585435551022	0.181908624216	0.566314219673	0.149252448471
t	0.0155707335234	0.00413306611754	0.023555006109	0.0428317156598	0.0549886134658	0.115797424365	0.622840488558	0.12028297665
i	0.0185626872529	0.00548505139863	0.0307441474263	0.0407376590839	0.0377961784409	0.0837386017883	0.556295392853	0.226640289083
k	0.0196602896649	0.0043212404305	0.0136576133353	0.0231149300198	0.0294079209402	0.0640943780361	0.540183535618	0.305560089328
u	0.0237185629762	0.00503487124446	0.0153930887337	0.0200445534339	0.0341129628167	0.062151519512	0.519034675873	0.320509762509
</S>	0.0198833989061	0.00551249591823	0.0229710626428	0.0184341795939	0.0471280091733	0.081368350706	0.419583171936	0.385119313304
