 	mi	si	gonfiò	il	dito	</S>
m	0.45276571955	0.2714961031	0.140565904875	0.0380661085837	0.0528849440483	0.0442212452308
u	0.20404895237	0.372404217433	0.264898187092	0.0456580151486	0.0621594114031	0.0508312508752
p	0.10276327997	0.388690822678	0.410952560897	0.0312697738855	0.0417756751084	0.0245479146826
r	0.0395607136687	0.426346381473	0.438903866832	0.0500073494885	0.034601045027	0.0105806484957
ì	0.0302599017529	0.369847777404	0.507582705611	0.0649896076695	0.0217953022069	0.00552470288841
s	0.028243177429	0.256576796468	0.57806233587	0.0928856057165	0.032688340674	0.0115437377831
t	0.0193740249457	0.248440601623	0.516445173957	0.122202186665	0.048655445838	0.0448825609221
i	0.0220420315646	0.195488676888	0.467956139319	0.195151900622	0.0585502590727	0.0608109982018
t	0.0173273908603	0.0809680348227	0.428979013173	0.332579935541	0.0874510999042	0.0526945277239
o	0.0195409756902	0.0362300332742	0.289817559924	0.46616118218	0.124547061835	0.063703179038
d	0.0216240161523	0.0216053362614	0.133425061521	0.523275620393	0.208496665212	0.091573288686
à	0.0142610247044	0.0114532859038	0.067612718507	0.542274877464	0.263100478671	0.101297610595
t	0.0100990195169	0.00720331241053	0.0338051560623	0.502101242088	0.36480088169	0.081990402465
t	0.0209881580692	0.00428299946524	0.0232488936994	0.329954124563	0.452560878497	0.168964963342
i	0.0284857515805	0.00527108479088	0.0229463733401	0.186245088608	0.483758362966	0.273293339767
l	0.0150185329713	0.00502423088129	0.017516025805	0.162674451969	0.544390219655	0.255376534456
o	0.0603380057089	0.0137006186728	0.017350681387	0.14505341739	0.463751291018	0.299805988419
</S>	0.111305381365	0.0237809939034	0.0204472204365	0.101625464375	0.374325405209	0.368515543209
