 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.5935192886	0.37330450705	0.00331468239	0.0100950510672	0.00264275834459	0.0023349744481	0.00319860756004	0.00256194450314	0.001266005183	0.0015635671775	0.000877120307111	0.00127321670038	0.00254599874511	0.00150226589261
p	0.412165563647	0.519816727017	0.0250567029827	0.0198674610365	0.00373830474549	0.00299890949538	0.00387097683246	0.00272786206793	0.00132430027845	0.00175550992406	0.000875423037354	0.00122128766379	0.00259239508594	0.00198857808586
e	0.296615106282	0.624234661939	0.0360764498162	0.0266429684928	0.00324785330796	0.00197881024554	0.0025772483584	0.00122766890327	0.0007778466508	0.000864362107145	0.000376461026836	0.00252891527679	0.00104420595951	0.00180745288216
t	0.209091554283	0.70309138398	0.0303671194974	0.0394212375003	0.00561002773125	0.00200709326534	0.00271562490998	0.000945588156414	0.000601281905627	0.000971121979822	0.000226293063272	0.00296454011425	0.000547216397527	0.00143992911484
ì	0.139580764278	0.720022043327	0.0884242147045	0.0379912998734	0.00584666120108	0.00184285812561	0.00217357965137	0.000738922849208	0.000278335277041	0.000971654783308	0.000107460233277	0.001016720209	0.000322771025168	0.000682718622079
a	0.0656532554473	0.599679845109	0.222199448615	0.0734184952845	0.0163229159844	0.00359012194087	0.00283275635083	0.00203791872743	0.00154856524146	0.000457680002836	0.000904353021784	0.00707029641687	0.000825386956163	0.0034589688023
e	0.0266398513024	0.372333348303	0.297340726672	0.191180134495	0.0417402617395	0.00879744032962	0.00475628856048	0.00436902265998	0.00332117758355	0.000486482449115	0.0023236662712	0.0259382471409	0.00314787452901	0.0176254853392
s	0.0139485958255	0.232468805368	0.225724340757	0.358136902165	0.0660959883912	0.0138344616132	0.0101951133468	0.00882569207366	0.0029800730764	0.00971451396457	0.00208928573804	0.0265296001315	0.00824334258661	0.0212132860635
ò	0.0114834505738	0.147128177789	0.181768412606	0.488038593388	0.0792458726637	0.0163211234377	0.0131553118489	0.0108084261853	0.00231838746571	0.0128384079046	0.00124614403422	0.0161142741954	0.00890268150067	0.0106307482966
z	0.0115791400786	0.0820168884297	0.215173549335	0.491783438729	0.116363184488	0.0213980836426	0.0139377916723	0.0113690241512	0.00215407212939	0.00964974928263	0.000995444682863	0.0117459686321	0.00433491009127	0.00749876128921
u	0.0104794048569	0.0427303584766	0.219857027785	0.41385679271	0.224481950163	0.0353212724342	0.0176422061068	0.0108108435771	0.00192159517818	0.00902520119411	0.0022570938834	0.00437529487837	0.00183832701797	0.00540262615694
n	0.00829032085063	0.0200180642727	0.172552576262	0.35222038377	0.330561745388	0.0468700566247	0.0262985352356	0.0134539459457	0.00248375173353	0.015874963613	0.00274939743393	0.00194728861042	0.00257287232195	0.00410609548449
e	0.00594231357908	0.0118535798134	0.0939610375807	0.281425933857	0.451839753796	0.0660641794882	0.0397235929452	0.0159091615019	0.00317536671091	0.018235270005	0.00225320369354	0.0013581229714	0.002934876099	0.00532361826008
f	0.00339912319156	0.00756549132047	0.0435517253336	0.243259397019	0.518417773932	0.0732412796961	0.0536966059817	0.0200697889473	0.00449545295004	0.0195671370831	0.00239591031608	0.00134033193453	0.00318727027148	0.00581272686487
à	0.00249572121619	0.00515743190016	0.0245599449179	0.21330022034	0.558708747311	0.0690955010987	0.0674055809272	0.0238486849558	0.00534726760365	0.0199145691812	0.00165400362722	0.00108255981894	0.00321106954371	0.00421870247028
i	0.00287399390306	0.00375182077939	0.015157152042	0.117756486353	0.52168997757	0.0911409414329	0.172133392909	0.0322980558986	0.0206846276542	0.0099812091468	0.00491894162207	0.00223881100824	0.00241017891998	0.00296440742964
e	0.00343781976235	0.00268151424813	0.008912341022	0.0514672175643	0.351918401923	0.119490790878	0.30655123697	0.0634769017662	0.0504344167174	0.00781190644327	0.00932978121422	0.0112521068474	0.00396814738028	0.0092673955332
s	0.0042229365559	0.00407425559941	0.00629339265785	0.0283550837014	0.234385726574	0.106527209759	0.382251019657	0.109577132255	0.0595361284765	0.0215456278924	0.00890243273047	0.0156526141545	0.00664786758072	0.0120285534871
