 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.4710054625	0.4270030585	0.024275063779	0.0318856065839	0.00244805452412	0.0118755167948	0.00170321025852	0.00155504926157	0.00136430617439	0.0268846778989
i	0.247693214207	0.606460754833	0.0641455388263	0.032728390716	0.00251164606584	0.0117849921788	0.00221249185708	0.00234783943938	0.00298479762752	0.0271303401917
i	0.116662479642	0.686135308278	0.150408761975	0.022644273972	0.00121408790841	0.0046349072	0.00137210089912	0.00206006781685	0.00513499205611	0.00973303264056
p	0.070175778474	0.608631814093	0.240127894825	0.0564591447907	0.0056187938408	0.003599104192	0.0006266693076	0.00204526214886	0.00888751152148	0.00382802828844
à	0.0540474915893	0.511417962698	0.342047092208	0.0710541163302	0.00732915556587	0.00276620818355	0.000339549055562	0.00167670052164	0.00779357832977	0.0015281417093
s	0.0384004177411	0.367763632233	0.478049801403	0.0908146065101	0.0128505464142	0.00391184032314	0.000406152383816	0.0010260765613	0.0041917468865	0.00258518228666
t	0.0393319361204	0.204789767811	0.605282098468	0.11609564367	0.0175381331947	0.00458386411518	0.00494364014911	0.00120037500071	0.00310635897833	0.0031281742577
a	0.0289549840335	0.128113794404	0.531566801756	0.263096875503	0.0304421658749	0.00434365601613	0.00707023835687	0.00257796393875	0.00224278974271	0.00159072138013
ì	0.0164635372845	0.066716730648	0.296862384845	0.510207631414	0.082523949225	0.0156578922687	0.00444535797096	0.00402811262422	0.00208377874522	0.00101063076221
c	0.0202730996215	0.0290554545427	0.164327215808	0.595303656471	0.136819334542	0.0383126614469	0.00408852599005	0.00392348067834	0.00515742136565	0.00273915250767
h	0.0365595938418	0.0191468102342	0.168411612469	0.551533052177	0.157670140581	0.040664334349	0.0124311352073	0.00369358890793	0.00644990764814	0.00343983251497
e	0.0307636980699	0.0147190931447	0.13654409113	0.453589549646	0.295689993527	0.042507020583	0.0166590415	0.00448027787173	0.00331847851229	0.00172877123405
t	0.0147522974396	0.00599458315423	0.0553518013353	0.335853639982	0.486986079842	0.0557200993277	0.0117229147133	0.00562818840071	0.019355512024	0.00863488662478
e	0.0084980920682	0.00296698140074	0.0264478330241	0.251098497537	0.562231002614	0.0947862507092	0.0128184559911	0.00564349337237	0.0245567118337	0.0109526720379
l	0.00469761476873	0.00183901527658	0.0157307415224	0.170557175475	0.635188355538	0.12687965717	0.0139169795504	0.00609149027012	0.0182720425196	0.00682693610887
ì	0.0149064082884	0.00154541524253	0.0119870522928	0.101473400439	0.684647489179	0.130125869657	0.0256483821768	0.00695295798204	0.0173619813991	0.00535105297613
s	0.0173031006357	0.00137688139058	0.0048985265876	0.0804721297203	0.677307846393	0.161760985019	0.0393136363256	0.00563726758801	0.00843860782417	0.00349102015749
o	0.00800526149923	0.00280269595659	0.00268302852833	0.0542464831384	0.548968586131	0.228862222806	0.121951611109	0.0232140029953	0.00560800603399	0.00365810619703
n	0.00570872006274	0.00330718334132	0.0026701467147	0.0260603298365	0.446971281777	0.302327252935	0.161186596703	0.0324679863584	0.0155629725278	0.00373753778598
t	0.0123838098506	0.00188610047555	0.00342801491281	0.0142157230535	0.421246842992	0.323711620112	0.171519599234	0.0223661680821	0.0211306904697	0.00811144396043
a	0.0138982046729	0.00144965870877	0.00239085606356	0.00972100290583	0.282889355797	0.346251938971	0.283112230145	0.0373798592634	0.0139714190299	0.00893548574294
à	0.0053434283483	0.000876183081457	0.00111046313402	0.00733452669261	0.143932625866	0.43064129279	0.325818180715	0.0668660039545	0.0123073660146	0.00576995059538
l	0.00238021162058	0.000534665703906	0.000556640963407	0.00664044144287	0.116665218089	0.464053692263	0.290774428238	0.0821521491982	0.0264270745055	0.00981548917159
a	0.00200990407687	0.00193324482812	0.000455425271936	0.00744364869296	0.096824888583	0.327050154554	0.328007251413	0.181950137679	0.0378538149472	0.0164715205033
t	0.00313200203436	0.00245268657634	0.000730201370092	0.00563585997899	0.049394435761	0.203503155318	0.413305919138	0.24472343456	0.0532680761691	0.0238542142678
o	0.00266499307599	0.00140980863501	0.000789304175804	0.003419907623	0.0310349889677	0.145789193099	0.363780358179	0.335310994187	0.080627338723	0.0351731050759
ì	0.00175609416666	0.00152546402394	0.000708576292528	0.00287919384967	0.0138267397499	0.0817833193597	0.231451293326	0.490382250062	0.113467450774	0.062219624812
c	0.00572368116749	0.00196507830921	0.00188865117501	0.00363433837056	0.00946001474397	0.0665907638532	0.173593762909	0.440418780021	0.207408400925	0.089316544864
h	0.0266080496746	0.0066634418361	0.00319014775657	0.00404087056352	0.0117218622607	0.0581887147737	0.202697366503	0.294704309207	0.279558655642	0.11262659457
a	0.0293212331977	0.00804694616783	0.00248161444672	0.00419615481851	0.0107558716793	0.0392216326912	0.178013960421	0.278498202736	0.255449768281	0.194014623312
v	0.0114045210757	0.00374691463354	0.00170522967991	0.00347280201857	0.00663299492883	0.0203830191077	0.096375400327	0.252325975579	0.342982123827	0.260971015304
à	0.0055356676508	0.00237482503411	0.0014889810616	0.00377143107123	0.0041058596695	0.0108432662636	0.0568661645757	0.19064556446	0.495774067942	0.228594162335
l	0.00299584876713	0.00215329160661	0.00250288165185	0.00714625699618	0.00430938398639	0.0074132974596	0.0393527527319	0.198327862687	0.541216919314	0.194581496038
