 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.942779972	0.041102583201	0.0071521701479	0.00482195531508	0.00174336488683	0.000583326431307	0.000849989667844	0.000966635974686
m	0.822301697333	0.134945541778	0.0203378557966	0.00606817774316	0.00579378278746	0.00131651280761	0.0012635124648	0.0079729241342
a	0.657349361778	0.268353149926	0.0225671490809	0.00388708865427	0.00895936999579	0.00350873178172	0.00157388733102	0.0338012561662
r	0.437169291593	0.472860241975	0.0275591812803	0.00370583399264	0.0117768133786	0.00385437017533	0.00188704335099	0.0411872233398
a	0.222105895064	0.704198664658	0.0356627935268	0.00387172255248	0.0105559512871	0.00190967769046	0.00134780041188	0.0203475016413
n	0.123499930861	0.771495699553	0.0739394289756	0.00505560724109	0.00698875811731	0.00105408480917	0.000751224233807	0.0172152724982
g	0.12598372586	0.661524694851	0.162474865625	0.0248823879504	0.0076243871829	0.00104687761284	0.000784872393396	0.0156781934767
i	0.1679244818	0.583656655284	0.196479411308	0.0386196108701	0.0060466971643	0.00113451425052	0.000573209555099	0.00556541807915
à	0.119896627345	0.550897819161	0.288433832769	0.0325385175667	0.0039260181643	0.00142291998256	0.000432516671553	0.00245173928991
n	0.0621778080263	0.42068756112	0.45118877759	0.0428739827356	0.0065538706861	0.00226306377339	0.00183091526547	0.0124240163632
e	0.0480558845654	0.243840368467	0.56857477853	0.0951064239119	0.0214436471067	0.00480415946313	0.00244849638411	0.015726240365
è	0.0279214925118	0.10163278566	0.654098110843	0.173703434104	0.0275479025836	0.00574828769135	0.00185336161264	0.0074946164619
n	0.0171577826873	0.0440111329513	0.690077886948	0.210121892435	0.0262884077665	0.00424564140389	0.00210058591195	0.005996657032
e	0.0156403009138	0.0239620645171	0.543147065649	0.353347069745	0.0497551387462	0.00700286783243	0.00207042972178	0.0050750401852
s	0.00975398450857	0.0120419389257	0.35778324255	0.544080750582	0.0583073820087	0.00812624056548	0.00301180755819	0.00689462183917
e	0.0049560113395	0.0071059145559	0.25182029683	0.648949075527	0.0673577879362	0.00868734754983	0.00345017991593	0.00767337296903
g	0.0201575725014	0.00767225639663	0.163008055423	0.706892475842	0.0827609020454	0.00964545076861	0.00350793082691	0.00635535862898
i	0.0276790246467	0.00823178816088	0.117213267108	0.730499859947	0.0980057942151	0.00899918724287	0.0036862448503	0.00568481799369
r	0.0125388380529	0.00518420306963	0.072844212236	0.708867632649	0.144916408738	0.0179733186943	0.00493375053943	0.0327416118114
è	0.00529175308983	0.00318993920988	0.0477951853633	0.627854012883	0.227900610913	0.0404109263981	0.00591252031648	0.0416450344221
t	0.00291157763974	0.00237634126263	0.0362495264524	0.543428646294	0.322037234304	0.0525688433994	0.0134378097935	0.0269899988616
s	0.0110296536572	0.00405164787241	0.0320124675548	0.447509079765	0.354186667168	0.0627998597465	0.0316520236158	0.0567585878742
i	0.0140728957234	0.00434963243394	0.0177342704296	0.298668103055	0.460162225456	0.112709986462	0.0320184481786	0.0602844386544
d	0.00743764749747	0.00207923232038	0.0081410306932	0.184597310485	0.542069458485	0.156312125621	0.0391418841395	0.0602213140561
ò	0.00490608284289	0.00118705080493	0.00439014090307	0.129877905495	0.509794488828	0.225517562007	0.0649804327132	0.059346336526
p	0.0025166717403	0.000650314733443	0.00240083330169	0.090643084165	0.465732654276	0.273314683336	0.109950247971	0.054791508818
u	0.0025566668687	0.000892637152281	0.00217757812256	0.0699590298083	0.350978462759	0.340829340445	0.151969460524	0.080636824486
e	0.0037092571829	0.00189851576509	0.00218592863979	0.0335409596761	0.229688920586	0.422134992815	0.204849878975	0.101991553162
m	0.00833710458163	0.0024358093667	0.00192773302533	0.0213335155187	0.175163026595	0.385930651605	0.256215494325	0.148656665321
a	0.00910628918188	0.00243279373457	0.00183626402191	0.0166345980609	0.127320860645	0.310976843868	0.376542085442	0.155150261127
r	0.00513999535709	0.00231177982628	0.00181421840706	0.0109989765036	0.0673812152417	0.242921815289	0.523225005147	0.146206994996
è	0.00377336637016	0.00167433871105	0.00146810912091	0.00717553997987	0.0416550520832	0.187957404763	0.624476829716	0.131819370439
i	0.00410838277605	0.00167241686888	0.00176756750097	0.00602250447929	0.0380068077077	0.131330279588	0.627768693239	0.189323381053
</S>	0.00522074881403	0.00208361900944	0.00221014500878	0.00665401960365	0.0421009598399	0.101892542294	0.56092807862	0.278909930527
