 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.952751992	0.041328076135	0.003529404059	0.00080051034498	0.000261183026667	9.5949791556e-05	0.000413423991664	5.45326817285e-05	0.000764970112512
à	0.915967378	0.072437097045	0.005303582538	0.00364940493765	0.00106605548204	0.000153021240079	0.000457915930807	4.6267555832e-05	0.000919291391253
o	0.6786330626	0.283997067215	0.016103664811	0.00657480204228	0.00218332881988	0.0026976568732	0.0046949403798	0.000392103279031	0.00472335645585
c	0.33460233464	0.607768796405	0.027632601997	0.00990570172143	0.00314752802376	0.00375578616433	0.00614353153557	0.000990319383117	0.00605338131857
e	0.174899205227	0.766597008802	0.0373504763523	0.0112262635338	0.00261394254982	0.00168223713648	0.002399038424	0.000822113915184	0.00240973064501
r	0.0955628024957	0.846459052934	0.0442053380108	0.00878359561593	0.00149859327677	0.000834693932535	0.00114901814128	0.000408215133868	0.00109873602104
k	0.0470730801052	0.836616050978	0.0941539470703	0.016443146374	0.00312135712692	0.000657646906445	0.00078124765516	0.000521300455938	0.000632275540993
è	0.0432407895344	0.750700245659	0.173152193557	0.0266458412353	0.00422167409444	0.000580957457648	0.000692882181323	0.000438304092864	0.000327158277462
o	0.0332871745241	0.633953509886	0.295787485852	0.0268995260358	0.00382252617588	0.00229661469665	0.00230172934154	0.00089044351022	0.000761010331142
n	0.0152497155014	0.549400227962	0.378219566351	0.0403408471453	0.00721557657196	0.00369018160448	0.00305233559568	0.00126759222579	0.00156395871784
t	0.00722145619113	0.484974336854	0.412251878517	0.0696326257218	0.0157003861077	0.00429982535403	0.00273300966189	0.00167721056405	0.00150927394234
a	0.00497272973771	0.292170450951	0.571393370172	0.104437244047	0.0176378363776	0.00419514328988	0.00272775099546	0.00161652587285	0.000848948140789
è	0.00427443929124	0.120185700784	0.715174456057	0.131976432549	0.0158059549932	0.00509745919063	0.00308667462089	0.00268494299566	0.00171393130655
n	0.00366363530348	0.0658127950947	0.703618046686	0.17898733885	0.0281708849957	0.00812142689221	0.0032321520852	0.00489087013795	0.00350284587945
a	0.00761215464323	0.0426051024449	0.506249596562	0.346606270283	0.0747194931852	0.0107038206134	0.0037929167844	0.00416063435652	0.00355000064528
m	0.00933857053674	0.0308985374016	0.318846451854	0.477540850094	0.135073980328	0.0162765363045	0.00515706444747	0.00284787566304	0.00402012390783
à	0.00602860044958	0.0249892131372	0.219836328951	0.534419038698	0.185264122176	0.0194339741348	0.00461590553849	0.00192341320928	0.00348939562477
k	0.00445192228424	0.0121754867082	0.152223962584	0.563201785566	0.211155205925	0.0421678679449	0.00402919604883	0.00350589602869	0.00708866836508
i	0.00610404421913	0.00822849001187	0.105631605461	0.478394455189	0.309400898508	0.070987042715	0.00785350566961	0.00466010556296	0.00873985268436
n	0.0102793357765	0.00848096705656	0.0653537219603	0.388457586396	0.410151002169	0.083760875305	0.0135285446679	0.0115087683391	0.00847919769079
a	0.00861239965027	0.00692201843912	0.0500769109441	0.291255527332	0.47706447739	0.123616179902	0.0197067400006	0.013735074521	0.0090106805847
k	0.00573581592869	0.00443540134631	0.0324656619047	0.206103357177	0.506758386463	0.190387670167	0.0262413643069	0.015329335073	0.0125430327347
a	0.00752141818416	0.0043465164617	0.0271024536402	0.152750776859	0.477389738821	0.256384896989	0.0436256677423	0.0171195931363	0.0137589611496
k	0.00775111297852	0.0038001980999	0.0221701212167	0.105841947353	0.42044823694	0.327395713663	0.0550383663141	0.0411016492108	0.0164526507959
u	0.00880848465197	0.00425475171863	0.0205154194096	0.075571510691	0.328648053513	0.393994664554	0.097150937838	0.0523680787636	0.0186880878133
n	0.0111675132337	0.00409223300067	0.018811454117	0.0505885932637	0.258808895704	0.411706956918	0.111636241479	0.111086272628	0.0221018386898
s	0.0110869097454	0.00282677456324	0.0167526595669	0.0405115184192	0.197918458968	0.393745895039	0.112941777826	0.159019368676	0.0651966387433
u	0.00880099338197	0.00253064539537	0.0121204283013	0.0330106936377	0.144762074456	0.426624713013	0.178879450075	0.113962816892	0.0793081754878
m	0.00795065571006	0.00224896526712	0.0103064720367	0.0302756286192	0.0991802432187	0.494370442804	0.168614884425	0.122400496231	0.0646521990959
è	0.00852003878582	0.00187380572897	0.00636024076463	0.0241967484264	0.0714679360062	0.473863223401	0.224747394542	0.130265740144	0.058704883052
