 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.8681792	0.121373599513	0.007694926402	0.00045322466616	0.00136352425683	0.000186444849523	8.28279659997e-05	0.000666234211086
s	0.811706142	0.162982363375	0.0169757447093	0.00135514557501	0.0014854743795	0.000200789484252	0.000548974600353	0.00474535412657
o	0.661299280667	0.269385746658	0.0569005613431	0.00304305246483	0.000954136537867	0.00131140802658	0.00101466389216	0.00609115602957
t	0.461776349822	0.429275766886	0.0895325097144	0.0040687936689	0.000938799306316	0.00186885071528	0.00197564758956	0.0105632866627
r	0.376169402341	0.523416850962	0.0658810454888	0.00975027434983	0.00242860446104	0.00277209174965	0.00768401927819	0.0118977072768
a	0.23393535089	0.657953126987	0.0733934616136	0.0160245856929	0.00310864807009	0.0029309515692	0.00832629142378	0.00432757298971
ù	0.0906723404427	0.623584757262	0.264123492671	0.0130043708027	0.00187691442023	0.00151074194561	0.00312997678211	0.00209738977098
d	0.0408020429036	0.426407316687	0.467576731557	0.0476755813609	0.00392863161908	0.00192349685287	0.00430170782005	0.00738448557693
i	0.0269890379259	0.280040451429	0.586288383186	0.077414200087	0.00824665403336	0.00665327233462	0.00538585675974	0.00898216004969
ì	0.015225896818	0.150625824243	0.754490593062	0.0555637508623	0.00897389710112	0.00812359677367	0.00305427979649	0.00394216678841
r	0.00715491297867	0.0648085557943	0.740829629021	0.157181651221	0.013166146127	0.00481613859242	0.00483884243353	0.00720411699367
t	0.00662268838089	0.0554990666114	0.56911301834	0.28121561294	0.022297963305	0.0152167244201	0.0223547095203	0.0276802191141
e	0.00868127891963	0.0497486130865	0.44309905438	0.359129876913	0.0497081921777	0.0314608905727	0.0284449403288	0.0297271612555
g	0.00772837591561	0.0273112779515	0.306227727793	0.529076520971	0.0717121303259	0.0272018233058	0.0189347466633	0.0118073917271
r	0.0104162283575	0.0229467951468	0.173625929064	0.66049887699	0.0904281995753	0.0154753637415	0.0150635004542	0.0115450862935
a	0.0102292207415	0.0198116812193	0.0910885308213	0.63382813633	0.181908281592	0.0389845846218	0.013392993076	0.0107565476608
m	0.00451021777417	0.00948688433377	0.0566734363404	0.64529168011	0.209655354331	0.0448480329606	0.0160452297619	0.0134891467848
m	0.00557240644339	0.0106395209799	0.0360132067068	0.59384600537	0.239873566577	0.0513735220629	0.0275049214886	0.0351768435909
è	0.0187505208951	0.0182646376336	0.0187435267689	0.431032598923	0.379360278192	0.0718122711743	0.0273345587675	0.034701606335
n	0.0202707040074	0.0151428089902	0.0192888884963	0.396781514108	0.428295776064	0.0682202629781	0.0213196902805	0.0306803475283
o	0.0162506112574	0.0137155686534	0.0192590962321	0.282857269169	0.499963528688	0.0969161179594	0.0408666906688	0.0301711076394
t	0.0140252324703	0.0124397067843	0.0127900534674	0.163715438056	0.593440043563	0.12990961016	0.0510123680783	0.0226675579185
è	0.00541481802723	0.0050348637353	0.0077896507178	0.113885291452	0.631681782521	0.179340529493	0.0374513842688	0.0194016946207
s	0.00247201115459	0.0025506830327	0.0052175742726	0.074403934144	0.611734849507	0.230057966231	0.0454659019056	0.0280970902354
s	0.00610947982528	0.007661589481	0.00638439160827	0.0703990909347	0.483448599169	0.291043416077	0.0625016845352	0.0724517518711
e	0.00841760842233	0.0117282206595	0.00617506672549	0.0367771960982	0.380160652256	0.393723921359	0.0698440373317	0.0931732921704
r	0.00422559569784	0.00710065684023	0.00525593563516	0.0219706467594	0.360544923285	0.402930166186	0.108391491844	0.0895805815101
u	0.00234393862968	0.00498400586714	0.00474484881239	0.0171529049798	0.279411053895	0.412413835129	0.179318973748	0.09963045539
c	0.00359768364356	0.00603058478838	0.00844655497046	0.0119294222599	0.174452461032	0.421044160376	0.251377933383	0.12312121699
h	0.00539984880832	0.00756659784206	0.00860953725069	0.0115906409	0.116836229744	0.423817467725	0.268019283794	0.15816038511
r	0.00459443349801	0.00851261011073	0.0041472314011	0.0128588955693	0.0659506068147	0.455677226175	0.254083461598	0.194175514483
ò	0.0080021942851	0.00954417261369	0.00489604875637	0.0122615748791	0.0559865555049	0.343371541458	0.317547873066	0.248390022028
n	0.00931493813177	0.0077676693963	0.00495893812832	0.00683991642703	0.0417651645283	0.268833741486	0.382759994689	0.277759621163
u	0.0156279219387	0.0279670780105	0.00786487870231	0.00845104199634	0.0322663673361	0.226566170762	0.390944305896	0.290312208808
a	0.0198783943129	0.0401546589768	0.0152569398401	0.00975537675211	0.0334438449254	0.171599039721	0.367093253299	0.342818471003
m	0.0112287134523	0.0223463393513	0.0167974205713	0.00713725112204	0.0301495888951	0.19865368684	0.3750961007	0.338590886801
p	0.0061229422677	0.0118816837342	0.0111027944854	0.00691041453221	0.027059567683	0.235301768147	0.3600493709	0.341571436467
ì	0.0210295659615	0.00923132628273	0.0125173645481	0.0083671086776	0.023026771639	0.185222283938	0.329185058433	0.411420515889
</S>	0.0378517461658	0.0104916849414	0.018166524874	0.0104421210488	0.0207737224195	0.112609820202	0.349154202817	0.440510193944
