 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.852578279	0.12395305984	0.0183408815327	0.0003702308018	0.00094566068028	0.000961453498101	0.000406487597099	0.000304385492184	0.000616132771275	0.00012763278645	0.000165373182267	9.21242473293e-05	8.31008574907e-05	7.3068428802e-05	7.13479135692e-05	7.08621319044e-05	5.11758257437e-05	0.000189816098053	0.000299507484021	0.000299422964702
v	0.608580391333	0.34377932128	0.0410933114976	0.00141010123305	0.00120620466041	0.00101550175802	0.000464259432267	0.000304616512612	0.000634517002994	0.000134750739083	0.000162295797281	9.61810863121e-05	8.01312621386e-05	7.240871047e-05	6.76616823693e-05	6.87044991576e-05	4.79761304671e-05	0.000179675936852	0.000320134106735	0.000281866153515
ò	0.329930725111	0.61155610976	0.0524373762192	0.00264870925288	0.0011728081825	0.000588072235827	0.000294741524309	0.000151960169576	0.00034312729647	9.3212167652e-05	7.8613716064e-05	7.14810579266e-05	4.44033101195e-05	5.34696687868e-05	3.35136671344e-05	3.21600831292e-05	2.66514463555e-05	8.70007410759e-05	0.000161433300728	0.000194442219436
d	0.167727806597	0.71733993592	0.0887442762264	0.0190209088668	0.00194455578906	0.00180803068623	0.00053035461819	0.000401234281968	0.000420620256178	0.00018666562547	9.07533850994e-05	0.000124435783935	4.92941319878e-05	6.69958832544e-05	3.78985699138e-05	2.61938012443e-05	2.57003131489e-05	5.4408646156e-05	7.85746463273e-05	0.00132137681931
ò	0.0740220626257	0.789242389307	0.101804825815	0.0269425381649	0.00214181296462	0.00207256236628	0.000623122553197	0.00050771908882	0.000368734323861	0.000188832138854	8.05244693611e-05	0.000115660435888	4.14324527899e-05	5.07048917335e-05	3.49636907093e-05	2.29680897014e-05	2.13017670396e-05	4.1180043049e-05	3.94260918901e-05	0.00163724770009
p	0.0364845506752	0.780259373769	0.144296672405	0.026670369111	0.00233975884114	0.00250751023436	0.00249397671487	0.00137828471809	0.000824758357267	0.000626059735515	0.000226875393406	0.000575968046212	0.000106866909829	4.57819667932e-05	8.07012433091e-05	5.73441131205e-05	9.42073427985e-05	7.80467642413e-05	9.55785623044e-05	0.000757314495934
o	0.0287741567697	0.606614947923	0.295099689268	0.0481082543103	0.00654999727305	0.00295409188932	0.00363654385509	0.00194885186781	0.00119104235217	0.000877123666374	0.000391588787395	0.000802441229129	0.000212842096499	8.28431876544e-05	0.000203294023578	0.000122048436572	0.000160908919621	0.000255717747744	0.000172246238746	0.00184139104919
j	0.0227259812346	0.457287868108	0.427505463089	0.0698086535301	0.00875174389102	0.00318977700097	0.0025025806515	0.00164790799308	0.000997149117703	0.000565610270061	0.000360000281752	0.000437292875701	0.000238752722502	0.000173250601488	0.000244539020357	0.000178925260296	0.000186653510782	0.00040183579426	0.000665587543866	0.00213043985528
u	0.0418134094429	0.318235281636	0.52379957503	0.0920555386234	0.012244023757	0.0034744906169	0.00178948764841	0.00135550065983	0.000772943346761	0.000380633115847	0.000259630098249	0.000256749789762	0.000178563229638	0.000169934641176	0.000174034391032	0.000154738545318	0.000160681490522	0.000321438616865	0.000792050833805	0.00161129993921
r	0.0479030558218	0.174252960879	0.60016680701	0.149791528408	0.0180954991457	0.00338311045314	0.00132864069105	0.000847728717957	0.000518529480747	0.000241785865802	0.000164889975315	0.000162316137542	0.000121251340464	0.000119099916632	0.000122545635273	0.000123214667636	0.000117519212162	0.00025085331157	0.000800980431522	0.00148770722137
ì	0.0318843664603	0.0984723255597	0.611112675003	0.224262050336	0.0226494420286	0.00562700066425	0.00158391923402	0.000995616508256	0.000719056409709	0.000190093565074	0.0001459776278	0.000123035351761	9.56504358267e-05	0.000106986876316	8.79115053171e-05	0.000104428604605	9.70938208844e-05	0.000196345319329	0.000796285134757	0.00074975746043
z	0.0262768144896	0.0616656019199	0.583021399001	0.280291835779	0.0271260127162	0.0146599295537	0.00217882197001	0.00165362423914	0.000912912534363	0.000265483445871	0.000195113439875	0.000145905150807	8.45610161543e-05	9.9964442531e-05	6.94594002248e-05	6.07739047302e-05	4.95885993452e-05	0.000137234044056	0.000354294966679	0.000750693818906
o	0.0227694946792	0.04306700662	0.509225648667	0.33477917806	0.0592361339321	0.0206186485032	0.00404326782167	0.00222744613271	0.00145280256132	0.000521698062624	0.000255774086305	0.000313057336522	0.000108169543065	0.00011102534603	8.20650595783e-05	5.99956289941e-05	4.42327383017e-05	0.000131244663975	0.000202271079516	0.000750853996938
v	0.0241188790867	0.0313294258667	0.372753322556	0.463369461487	0.0755035018774	0.0187661103077	0.00661132706056	0.00238557084064	0.00198114898391	0.000632486585341	0.000340328319742	0.000429613775094	0.000162115213202	0.000197552912143	0.000125597376589	0.000110640765369	7.28404109406e-05	0.000155949540514	0.000456225931015	0.000497899124897
e	0.0160425860278	0.0171442269489	0.255789467885	0.557258488496	0.121369952559	0.0189334569826	0.00634605557285	0.00199671243793	0.00184538576804	0.000495186115025	0.000360146809753	0.000341400686053	0.000158604645928	0.000211229278635	0.000128598859572	0.000119707104458	7.26158992375e-05	0.00016695817517	0.000537345469422	0.000681876697377
k	0.0106735221136	0.0072491495963	0.189624256728	0.618184382832	0.143017678586	0.0185294580475	0.00626508535028	0.00158864871022	0.00173088356028	0.000463439995786	0.000311044040356	0.000301033697173	0.000133279100637	0.000184980428132	0.000104480276743	9.7669902874e-05	0.000116298243563	0.000140230458796	0.000458222844971	0.000826252221646
k	0.0110054510218	0.00710177724923	0.137977567176	0.610928144277	0.125387228529	0.0422200086158	0.0331234098301	0.0131020495307	0.00616575304209	0.00427412641126	0.00151988163919	0.00212643722146	0.000725968923479	0.000665532071044	0.000520959465328	0.000336549644425	0.000345068098501	0.000481869750239	0.00084341386669	0.00114880355928
i	0.0177160925155	0.00770715820328	0.0939260260987	0.467502486759	0.214316404776	0.0589646556719	0.06667050289	0.0177602573769	0.0182894941252	0.0166152577568	0.00382531415126	0.0102231683327	0.00148004340387	0.000995440100115	0.000640796975909	0.000384697592835	0.00046134419052	0.000575010016943	0.000858842821307	0.00108700496217
a	0.0175184330185	0.00435716981549	0.0707884975262	0.351873118653	0.361188022259	0.066812685024	0.0606936355967	0.0087507246323	0.0194550905084	0.0180021917219	0.00351700479795	0.0120391211888	0.001470333927	0.00103907395554	0.000364321779236	0.000260166344772	0.000391072360213	0.000412146227691	0.000542035534759	0.000525139107657
r	0.0108320699043	0.00245937400763	0.0547384201354	0.396775436618	0.368958038753	0.0911023668747	0.0401447063656	0.0061638285041	0.00960641605613	0.0077591289597	0.00167602513532	0.00532286379507	0.000971257231667	0.000950024791447	0.000331766427545	0.000285701232857	0.000330291521938	0.00040838634785	0.000656633120613	0.000527253167639
è	0.0059428137641	0.00157376173868	0.0360653418185	0.395553300673	0.408213890251	0.0995336572249	0.0323756361552	0.00586237186937	0.00479849886071	0.00353691588383	0.00104696103428	0.00221586792322	0.000559188076686	0.000559935093726	0.000248801012824	0.000246250676225	0.000262277280573	0.000259565380213	0.000609349755443	0.00053562443721
d	0.00436445140637	0.00100336863589	0.0314519949662	0.291576624024	0.497624116484	0.106582098675	0.0359448531851	0.0102527925111	0.00604522048224	0.00496548430214	0.001490162883	0.00408784158047	0.000781191664559	0.000651002412285	0.000474640412417	0.000390537830881	0.000600988891318	0.000318490590974	0.00040448754472	0.000989665956347
d	0.00560581323592	0.0018766706259	0.0333668979041	0.249908261008	0.426962936561	0.165308477358	0.055453100195	0.020078136961	0.0111070386327	0.00758027529631	0.00300816939783	0.00595167223356	0.00194635888955	0.0018711730059	0.00157801484437	0.000989523015894	0.00123450697375	0.00120640855472	0.000950355130707	0.00401622057216
a	0.00754557991197	0.00202083546483	0.018621904142	0.153384586109	0.400446326854	0.256470057186	0.0942035881317	0.0276726056643	0.0117424535496	0.00617999566437	0.00314490798237	0.00369699063859	0.00211470331835	0.00209165227977	0.00173260459672	0.00108814071093	0.0011222337671	0.00137843683653	0.000971913879382	0.00437048655637
p	0.00442479233372	0.00113303954388	0.00890982088667	0.099934898943	0.395467240618	0.303943661729	0.110996819177	0.0403786406881	0.0122198393765	0.00568021069346	0.00290218521812	0.00257346730593	0.00163531747012	0.00212866234772	0.00127019983337	0.00106250226388	0.000922787850167	0.000783824972443	0.00145543597961	0.00217664867103
u	0.00335215323637	0.00083267035516	0.00552580109462	0.0851673466743	0.409387072539	0.29328481571	0.117387941526	0.050985713296	0.0132213118922	0.00528955656115	0.00287169628337	0.00213198822138	0.00146300207491	0.00211058853064	0.00109950496932	0.00104445944084	0.000815556581354	0.00058498078069	0.0016009350757	0.00184290245581
