 	questo	muro	vuole	uno	specchio	</S>
c	0.981076662	0.017109037256	0.000814260122744	2.972629407e-05	0.000826672174486	0.000143575610055
ì	0.899937154	0.0969756616587	0.00144398989658	0.000332697215403	0.000614624841991	0.000695806018407
t	0.755659258	0.214961860026	0.00860678431953	0.000722998654848	0.0173152390842	0.00273382084465
t	0.649721903333	0.250987258975	0.0107594922145	0.0595812535665	0.0237420350406	0.0052080446427
o	0.477476724044	0.372588154258	0.0339484498562	0.0945751758068	0.014111022731	0.00730046425265
t	0.243632271681	0.567302188753	0.0807254676187	0.0482630709763	0.049074779852	0.0110022156137
ì	0.120153331267	0.674637512251	0.118174999606	0.0190496751565	0.05840875375	0.00957572384246
c	0.0878804843623	0.665878511417	0.183760469869	0.0156311058599	0.033767998199	0.0130814208059
h	0.156824559633	0.571998836792	0.160314123796	0.0723692149793	0.0236142306118	0.0148790401877
o	0.17485103831	0.460175702651	0.217179223105	0.0994760693791	0.0342267585321	0.0140912073383
t	0.0782086012767	0.281169646704	0.499918166368	0.069088219737	0.0534307236894	0.0181846336762
è	0.0314809449202	0.147642778675	0.711120431456	0.0544956139563	0.0409668505425	0.0142933893797
l	0.0165269281722	0.0872418098383	0.784709442485	0.0612721588254	0.0380026511202	0.0122470195668
i	0.0633785690615	0.0786993234728	0.656696240162	0.0779439597551	0.0846441566067	0.0386377720176
è	0.0903794895272	0.0785294610669	0.398916110721	0.115034131458	0.190808015002	0.126332812073
n	0.0449174952412	0.04105712162	0.236064304907	0.193475990893	0.328556695734	0.155928395624
a	0.0544399380726	0.0410777584377	0.141045057876	0.222760983164	0.349963532178	0.190712729141
n	0.0559347460938	0.0390041877575	0.070723258144	0.225868553455	0.402529409659	0.205939843514
j	0.0288088411475	0.0204922786681	0.0444446381067	0.214790526645	0.427180338353	0.264283382305
a	0.0206275539832	0.011735411249	0.0366455939986	0.209603210075	0.391167843184	0.330220386768
l	0.0089947970594	0.0107979533089	0.0224001406806	0.207960828718	0.481427751261	0.268418521189
ì	0.00472580178413	0.0083076082353	0.0118350276315	0.178680096513	0.517473544954	0.27897792033
</S>	0.00423702014206	0.00531620839665	0.00812335567575	0.171428662476	0.504207006277	0.306687754665
