 	la	casa	la	costruiscono	i	muratori	</S>
t	0.934885893	0.0563944038	0.0026401001022	0.0010979440165	0.00069469597006	0.00098494317607	0.00330201714315
o	0.752707805	0.227741219533	0.00719642003807	0.0010126617891	0.00412940569106	0.0023131036939	0.00489938962887
s	0.452967426933	0.513655598511	0.0155674708594	0.00337455780557	0.00498100315339	0.00286972570079	0.00658421664013
p	0.236092258044	0.72077129417	0.0255388204531	0.00537421991386	0.00249999998057	0.00374138206624	0.0059820343729
ì	0.122926661455	0.797331704057	0.0681679601844	0.00404825686129	0.00166041782173	0.00331469031045	0.00255032266085
t	0.0702934401517	0.730261198019	0.178652432295	0.00966774264376	0.00354418478748	0.0049717646671	0.0026092454629
i	0.0577556868306	0.52468891934	0.374840024098	0.0150494112213	0.0171527981853	0.0064026623153	0.00411051225198
t	0.0418105401995	0.352732829113	0.535307584699	0.0332669556938	0.0205791027871	0.0119710144422	0.00433199299636
o	0.0233001133012	0.223737112238	0.653888585566	0.0610000977646	0.0159983908637	0.0133268972333	0.00874881726772
f	0.0175948619884	0.112769342199	0.688485732522	0.144270586988	0.0159529429079	0.0091752292597	0.0117513145491
a	0.0135805618935	0.066697390113	0.603331980174	0.273922722729	0.020873233976	0.00791556879123	0.0136785442871
b	0.0107908212792	0.032937108871	0.500904724058	0.39402864731	0.028800070252	0.0159325492644	0.0166060793931
b	0.030241109404	0.030316999577	0.420744669353	0.448012338503	0.030716435004	0.0260416240815	0.0139268184706
r	0.0529482369689	0.0462890013623	0.372675077118	0.438741365434	0.042770491728	0.0263507593312	0.0202250731811
i	0.0497573852433	0.0422101578921	0.254872163973	0.384151976611	0.171897935909	0.0640472697811	0.0330631198517
k	0.0376162614321	0.0209592148187	0.136817650124	0.42859429047	0.230246330136	0.113708642307	0.0320576079906
è	0.058568314038	0.0232786440149	0.0901672303347	0.446423140223	0.265334669345	0.095404573889	0.0208234205902
o	0.078325458446	0.035187404717	0.0637152345849	0.267818659941	0.454269355582	0.0862190038363	0.0144648586501
n	0.0468260300281	0.0277329911851	0.0390163855416	0.139309984514	0.502602240394	0.222583843412	0.0219285207167
e	0.0257298778421	0.0211367587786	0.0315125799377	0.0751930574353	0.523366889065	0.286726945337	0.0363339038056
i	0.0196748011274	0.018989320849	0.0267222052724	0.0388378369051	0.563783810755	0.268737149979	0.0632548726352
f	0.0101635023998	0.0099470457156	0.0120187735681	0.0312787154844	0.430747143005	0.398724135993	0.107120681352
a	0.00981125273727	0.0121877657002	0.0116539085014	0.0220818715521	0.292421585688	0.522279611998	0.129564004091
b	0.00953818878816	0.0132464919189	0.0111491276171	0.0137322200147	0.201841110209	0.609126390666	0.141366470697
b	0.012709316811	0.0135887081819	0.0114702505677	0.0223806852249	0.117163999196	0.639601011222	0.183086034432
r	0.0234614236507	0.0250623604479	0.0266455885432	0.0454638943443	0.090678972736	0.580273562341	0.208414199064
i	0.020219033478	0.0227867601594	0.0266172530557	0.0408791628374	0.0867491442827	0.492871255314	0.309877380675
k	0.00980390800753	0.0133729303409	0.0121033010052	0.0204355256045	0.0687602712342	0.493408480038	0.382115577092
a	0.0206163953507	0.0271883166908	0.00833689393167	0.0199780312495	0.0549206165914	0.519002415946	0.349957332597
t	0.024449012903	0.0287168999801	0.00640069427929	0.0162738908408	0.0408623488571	0.571384499915	0.311912650832
ò	0.0122502572471	0.0136530762432	0.00426386761516	0.00917972874193	0.025674490659	0.653761765972	0.281216801544
r	0.00760455640263	0.00931535942713	0.00371473119315	0.00694043322264	0.0215949755963	0.731233757991	0.219596190919
i	0.0116037586545	0.0108909050951	0.00846116434582	0.0104895989629	0.0524723936954	0.61568596113	0.29039623871
</S>	0.0186249615572	0.0141431221675	0.0140993660129	0.0151476024114	0.0885409423277	0.418617395265	0.430826631355
