 	il	muro	vuole	uno	specchio	</S>
o	0.7640519106	0.201861297303	0.0213592284149	0.00230321940575	0.00551804368756	0.00490632913074
t	0.49089852742	0.410372149901	0.026132172803	0.00282312617258	0.0613427391561	0.00843130099051
ì	0.247402126827	0.627423771034	0.0220573485523	0.015897097226	0.0787589494322	0.00846070840834
c	0.208530452009	0.701394003678	0.0267432592508	0.0202378291713	0.0332777153504	0.00981672914202
h	0.292070940203	0.600212803693	0.0221140300396	0.0587565845136	0.0178067027743	0.00903893872047
o	0.247796266341	0.559162279698	0.0785496876559	0.0920444891149	0.017049359132	0.00539792755505
t	0.1097328898	0.463367732166	0.304926028552	0.0569062180743	0.0556574300893	0.00940969780325
è	0.045393010906	0.280818181589	0.557752492851	0.0412627063184	0.0639905804968	0.0107830138656
l	0.0289005272953	0.16587692693	0.71749705295	0.0423486901597	0.0361716501433	0.0092051374515
i	0.0645276456524	0.113599867117	0.696495171917	0.0371147562866	0.0669615134078	0.0213010401096
n	0.0706801072101	0.085806421039	0.642447208906	0.0745900219422	0.100553628129	0.0259226032299
a	0.048707511202	0.056917768013	0.579650853635	0.143644608794	0.117224263243	0.05385499537
n	0.0406804922193	0.0467080563699	0.388968077745	0.238380496731	0.210869505214	0.0743933798833
g	0.0619824374031	0.0259981240848	0.217856443182	0.29580779667	0.293693180258	0.104662010961
h	0.0846332575516	0.0190882139245	0.185292953821	0.28810268667	0.240478867673	0.182404010103
i	0.0678848164098	0.0328945159609	0.164982172691	0.27816615751	0.257957252758	0.198115083217
a	0.0484590625493	0.0355389518907	0.0712656055597	0.244096381863	0.436980326919	0.163659668939
l	0.0200135425974	0.0193829424782	0.0364389008386	0.231168024501	0.54245012564	0.150546466646
ì	0.00931755395833	0.0115307275347	0.0206471534419	0.23254803576	0.547483712947	0.178472829549
</S>	0.00672918424546	0.00757989737535	0.0117853518944	0.22214185999	0.548337536073	0.203426182075
