 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.7837114506	0.212775241946	0.00144736944075	0.00084720007157	0.000178947126574	0.000130769639417	0.000247256784724	0.000661754252131
A	0.6248462536	0.369893064049	0.00330655692185	0.000570489321057	0.000275655892811	0.00016315184718	0.00024525863001	0.000699568977237
n	0.539963037333	0.44444890275	0.0127268747613	0.000919990672752	0.000441068586137	0.000195745500643	0.000241794536826	0.00106258790462
n	0.476869374844	0.44433227525	0.0398237074004	0.0114355857123	0.00815845122831	0.0148137431569	0.0014316262825	0.00313525505173
a	0.262713460458	0.616038400017	0.0664102733435	0.0173561465128	0.0117774769728	0.020446270594	0.00201591530489	0.00324206816043
à	0.105769549103	0.768894607339	0.0957779023445	0.0104706918803	0.00598588690147	0.00847171797673	0.00263685823055	0.00199277125264
r	0.0447701269723	0.699970822046	0.218951623908	0.0198429441068	0.00490919545116	0.00435660510231	0.00321777849883	0.00398088832128
t	0.0256899330974	0.535877864482	0.345950642303	0.0467729596043	0.016973637757	0.0185720658373	0.00373382993515	0.00642906309288
e	0.0151094964238	0.369723500027	0.481123298101	0.0799606144501	0.0218693353309	0.0234491252903	0.00367213992902	0.00509248912394
n	0.0132843041068	0.232676609297	0.636416813367	0.07944602175	0.0170681261703	0.0110011787368	0.00424465072867	0.00586229874841
a	0.0139647595805	0.138984489054	0.646056589789	0.141443744783	0.0383271799034	0.00856144628427	0.00525572865929	0.0074060614091
s	0.00855669401503	0.0735286314821	0.63044659193	0.210408197594	0.0535430518678	0.00816650937209	0.00879207690616	0.00655824284277
t	0.00534028994288	0.047577356721	0.58277736091	0.280797507198	0.0549044055559	0.0102264077774	0.0119296537854	0.00644702011466
è	0.00325107632063	0.0199602344512	0.434028677637	0.431745947733	0.083945598252	0.0143514396565	0.0082433875618	0.00447363618355
i	0.00299251975221	0.00989777909773	0.262820026459	0.531285235244	0.149158915951	0.0240712690162	0.0152762295946	0.00449802207118
i	0.0068454306374	0.00910072810318	0.124596712507	0.508037706415	0.249898025784	0.0637293479387	0.0265872982755	0.0112047429637
t	0.0082643964242	0.00819227533241	0.0755755381697	0.444755782138	0.274816615128	0.10766764118	0.0563230530192	0.0244046907012
t	0.00608311834534	0.00472849757263	0.0561998496746	0.435884138313	0.236667679243	0.125784446593	0.0927757519771	0.0418765099631
u	0.00465699541799	0.00238207385696	0.0300582475655	0.365227843371	0.272902627748	0.153468661664	0.0964149376724	0.074888612217
m	0.0033999588042	0.00350883682025	0.0209412121778	0.30113452179	0.283264859516	0.194895257221	0.0896341265708	0.103221223039
b	0.0062188699346	0.00356909594928	0.0168011463913	0.300110643997	0.225914655639	0.207364453074	0.10510758379	0.134913544966
r	0.0186302612194	0.0040669330544	0.0367044594931	0.254564187866	0.19662382128	0.219968078691	0.123214686263	0.146227572542
ò	0.0195992008392	0.00430164250171	0.041518085173	0.158503110512	0.210034094673	0.287131615897	0.150278680754	0.128633571381
s	0.00790670782867	0.00365223879217	0.0174695736183	0.0941064974493	0.194019189671	0.319430875966	0.227704371185	0.135710545256
e	0.00365520753796	0.00354703866246	0.0102326843077	0.0673370631918	0.139541074877	0.319459668655	0.227343756328	0.228883508147
m	0.00278552467439	0.00318336851702	0.0071795965857	0.0471964645565	0.096930811759	0.348583752218	0.201819300643	0.292321192449
è	0.00342131648653	0.00284297217387	0.00426308474743	0.0341453698501	0.065356093733	0.371017846339	0.244968420281	0.273984906396
n	0.00805184177191	0.00408757875662	0.00269393666841	0.0168437148198	0.048340951259	0.333825941246	0.32583433676	0.260321703912
a	0.00922975300704	0.00503434634087	0.0048120299674	0.0171134012311	0.047910780901	0.230871837129	0.341555129853	0.343472728504
s	0.0165719005156	0.00397078249502	0.00657383974793	0.0165705417086	0.0373249714077	0.159929217823	0.352082234884	0.406976506835
t	0.0210112713149	0.00308478576687	0.00541627771204	0.0106060309265	0.0259722839475	0.149449584074	0.363070772095	0.421388979412
e	0.0113739347937	0.00162542556636	0.0049199256885	0.011527906001	0.0359948821884	0.135579398668	0.290188971465	0.508789549604
p	0.00674819155353	0.00145688414986	0.00386537119292	0.0107302093859	0.0285046288737	0.0892168475993	0.347257381455	0.512220481868
l	0.00720936558608	0.00176796067042	0.00342525274991	0.00763723006273	0.0224871378552	0.0609337538664	0.430258274485	0.466281039089
ò	0.00891631875016	0.00242093820974	0.00393701457337	0.00833473145371	0.0366449143637	0.0602139223555	0.452809302162	0.426722885096
n	0.00680771626452	0.00290719783585	0.00315355470712	0.0063957855487	0.0296142565006	0.0527591414252	0.569548293387	0.328814073765
n	0.0123357605514	0.0180028031636	0.00869987499437	0.00626218371623	0.0163648640875	0.0482183340084	0.559344542462	0.330771657055
i	0.0174275919711	0.0235663300815	0.0126230549415	0.0221078309587	0.0449373628478	0.0675881793361	0.348648798754	0.463100849685
</S>	0.0142976975386	0.0140457875177	0.0105056500307	0.0357755868094	0.0732218835039	0.086172011828	0.242773206277	0.523208152842
