 	voglio	che	Maria	venga	domani	</S>
i	0.949775615	0.03981697174	0.007838101647	0.00065865390036	0.00125751197014	0.0006531072071
t	0.807553928333	0.107869593767	0.0596689178157	0.0124497877116	0.00915192661968	0.00330583274517
è	0.674544481444	0.206602623856	0.0865456948852	0.0162074220557	0.0119961561636	0.00410362244303
l	0.583630897415	0.304821504952	0.0913296436951	0.00871330195323	0.00633768379727	0.00516696865652
o	0.352814705005	0.508550506317	0.114712472792	0.0115332148117	0.00585725692642	0.00653183388197
i	0.138457188522	0.472572766639	0.335102276491	0.0341160953972	0.0137231044461	0.00602853618992
M	0.0536698313007	0.302257685413	0.511109441497	0.0674821350724	0.0547188710727	0.0107620135036
a	0.0351238908802	0.318333831071	0.447722019832	0.0778825324575	0.0650220816816	0.0559156295112
r	0.0330421610934	0.236492518224	0.437688813944	0.103555522252	0.0593478309419	0.129873138374
ì	0.0640147802151	0.159574189848	0.380902453381	0.215539618484	0.063415074786	0.116553871404
a	0.0777087504847	0.117217127379	0.244886512927	0.407822952028	0.085346827862	0.067017822514
n	0.038883635468	0.0664146250046	0.16621842236	0.436224264103	0.228690880754	0.063568175418
a	0.0293236649761	0.0990031603925	0.125965422325	0.358452515494	0.267995519185	0.119259728919
r	0.0257742736714	0.100333508451	0.0785802218403	0.288025697865	0.248685366795	0.258600936473
t	0.0665369093348	0.108257322259	0.047645390755	0.148774238168	0.282631812358	0.346154325124
i	0.0999743942493	0.120751351713	0.0237527156639	0.106759994203	0.301788604746	0.346972939308
à	0.0541325400434	0.0626698051724	0.0171347175962	0.111425870578	0.483770079715	0.270866984256
v	0.0188491885984	0.0260091524136	0.0111486078203	0.0707845753	0.730776681905	0.142431801905
v	0.0100415398318	0.0547421278986	0.0114106470241	0.0391622817967	0.696948920302	0.187694509635
r	0.0356347438495	0.150836186754	0.0205444846254	0.0234855449122	0.438075962234	0.331423113545
i	0.104487091857	0.154481169547	0.0191630402725	0.0251214262881	0.247620310051	0.449126987848
</S>	0.148234085839	0.101135096939	0.0128009503883	0.0319438859	0.182167465285	0.523718528424
