 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.022842765	0.009751833	0.00282472	0.023721388	0.02427295	0.015244915	0.7753848	0.0969566	0.029000038
a31	0.17497264	0.049314085	0.00011496812	1.0070767e-06	0.04137357	0.020220488	0.6253261	0.053468283	0.03520885
a37	0.287421	0.07965963	0.074808545	0.00034091825	0.0032193074	0.17398898	0.35696274	0.008269641	0.015329337
a20	0.39852962	0.33601913	0.0063846274	3.448848e-05	0.0002379746	0.015520827	0.1898527	0.001532874	0.05188775
a28	0.12525526	0.7867785	0.0018919247	1.6904063e-05	0.0005980077	0.010916953	0.009537213	0.0005974724	0.0644078
a37	0.038974486	0.5023893	0.0009792682	8.322009e-05	0.35972485	0.022886194	0.0118738925	0.008079827	0.05500896
a18	0.030002644	0.010947735	0.0019170247	0.00020862011	0.8874578	0.011315652	0.010120453	0.01820839	0.029821645
a31	0.07725316	0.10188183	0.021994485	0.026208274	0.5741211	0.122601464	0.025475195	0.02883537	0.021628972
a0	0.4113943	0.042078227	0.002525091	0.016340982	0.103057995	0.010404608	0.036977988	0.2946491	0.082571745
a13	0.049183358	0.0895006	0.118727215	0.23589309	0.3127419	0.12390782	0.0217841	0.03402377	0.014238184
a31	0.02434275	0.06758709	0.078657486	0.3889532	0.34645984	0.052449774	0.011767007	0.022612302	0.0071705757
a41	0.20196095	0.0953734	0.044383213	0.11322653	0.09565906	0.0505916	0.064729124	0.22476806	0.109307975
a24	0.018006938	0.019717017	0.042511858	0.5609888	0.27862164	0.030212596	0.013820968	0.02206517	0.014054987
a37	0.014190386	0.016512172	0.030469343	0.6342879	0.2290064	0.021014556	0.018748289	0.016868416	0.018902542
a31	0.03245622	0.030478224	0.03943205	0.5268418	0.18229681	0.037331592	0.049959857	0.03998508	0.0612184
a28	0.16989239	0.10138181	0.09849323	0.10357836	0.10450469	0.099736	0.1033808	0.113521665	0.10551112
a11	0.07628844	0.07418257	0.07954242	0.19655909	0.12975343	0.08403037	0.09477334	0.14506356	0.11980677
a39	0.09539571	0.0963563	0.101424694	0.15980619	0.13219169	0.09803418	0.100197956	0.10901391	0.107579365
a46	0.09304635	0.092281766	0.09663043	0.16381054	0.12817284	0.09545876	0.10418788	0.106387995	0.12002341
a49	0.100932024	0.100472964	0.10326054	0.14134328	0.12202275	0.102002844	0.10776709	0.10440663	0.11779191
a31	0.10783915	0.10785685	0.10841392	0.115542136	0.11239171	0.10895415	0.10912198	0.118928455	0.11095166
a33	0.11953709	0.109466	0.10889582	0.112323835	0.1129307	0.1088709	0.10928784	0.10934288	0.10934497
</S>	0.08914096	0.087057404	0.09172095	0.18455522	0.13161673	0.09042115	0.10568299	0.090928756	0.12887594
