 	il	muro	vuole	uno	specchio	</S>
a46	0.037706953	0.07138122	0.05875149	0.023034241	0.72701573	0.08211033
a31	0.92526376	0.0006985532	0.050931845	2.116511e-05	0.01813428	0.00495037
a24	0.75987136	0.09821933	0.045718327	3.7536743e-06	0.09362077	0.002566468
a37	0.42240438	0.0917834	0.027368056	0.001266795	0.39564288	0.061534453
a18	0.7845028	0.0057110274	0.022064	0.0002368092	0.015296971	0.17218845
a20	0.9042392	0.0022422336	0.012258203	0.008573812	0.016405402	0.056281146
a41	0.88440406	0.0054122116	0.015709188	0.039413583	0.029438272	0.025622802
a31	0.6632773	0.019985888	0.031420752	0.1237261	0.072105505	0.089484476
a11	0.512922	0.07913663	0.08653297	0.12150755	0.10208803	0.09781281
a31	0.18786564	0.16197532	0.16865593	0.15923466	0.16017103	0.16209741
</S>	0.21220316	0.15442246	0.15581478	0.16071735	0.16003582	0.1568064
