 	lo	sentii	che	arrivò	</S>
a11	0.25435832	0.50932324	0.20454235	0.012037132	0.019738926
a31	0.0202448	0.97314566	0.0012385958	0.00030200815	0.0050690104
a28	0.05872297	0.88736	0.052190058	0.0014322014	0.00029485667
a37	0.00998102	0.97531813	0.0133589525	0.00045097087	0.0008908474
a20	0.04520332	0.9122765	0.0016417414	2.791322e-05	0.040850494
a31	0.70836	0.24824642	0.0079038115	0.0004019368	0.035087887
a1	0.019914405	0.9517222	0.013528686	0.0009926037	0.013842114
a0	0.027424283	0.91523623	0.027799943	0.005120734	0.024418708
a17	0.2258813	0.64954776	0.06952642	0.013197665	0.04184684
a31	0.2135684	0.45767984	0.18399549	0.060611192	0.08414501
a0	0.24609262	0.17299363	0.13819693	0.28591055	0.15680626
a46	0.17619172	0.25218666	0.2006826	0.2127395	0.15819953
a31	0.13394657	0.14187002	0.14527647	0.4548126	0.12409433
a18	0.16910997	0.10798912	0.10607549	0.5123562	0.10446919
a31	0.12784979	0.12532865	0.12249712	0.50267947	0.12164496
a39	0.24036765	0.13271679	0.13028145	0.3641394	0.13249472
a31	0.12122663	0.12188159	0.12339806	0.5130066	0.12048713
a46	0.2515835	0.16014695	0.15709557	0.27308294	0.1580911
</S>	0.14715365	0.14683178	0.14692256	0.4131846	0.14590742
