 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.25279185	0.48720026	0.022170167	0.0008746096	0.0007541577	0.0019080545	0.18987986	0.023939773	0.020481303
a31	0.006220151	0.86452687	0.023326803	8.69103e-07	0.0007902701	3.6841826e-05	0.091979176	0.0023255467	0.010793504
a46	0.0070222635	0.0014812503	0.00096484285	1.2505525e-05	0.0002602549	4.2919684e-05	0.9901072	8.197488e-05	2.6634143e-05
a8	0.09962141	0.5687482	0.044303436	3.2707772e-05	0.007239046	0.0003748066	0.20926897	0.006156558	0.06425488
a20	0.057915978	0.73780507	0.040647727	6.6087916e-05	0.009599148	0.0007170808	0.019935615	0.0080658365	0.1252475
a31	0.015401142	0.90062416	0.021354469	2.4083556e-05	0.0064629004	0.00065565266	0.01482931	0.0069412556	0.033706926
a20	0.0042671147	0.924432	0.056180052	7.261368e-07	0.0005766654	3.417786e-05	0.008403113	0.0004352112	0.0056709195
a13	0.03731941	0.55412406	0.044160236	0.00059078325	0.13914831	0.006760744	0.1336805	0.040449884	0.043766003
a14	0.032332197	0.29745862	0.056673765	0.00047701658	0.0857203	0.011285459	0.29511535	0.09445866	0.12647864
a0	0.005059417	0.72117937	0.036615673	0.00022518645	0.008880129	0.004359178	0.08162744	0.040519226	0.10153431
a31	0.0040268013	0.11160792	0.007524454	0.0006043835	0.010576498	0.0025721241	0.53647566	0.22058678	0.10602538
a37	0.023366902	0.7679148	0.0056529893	4.2729596e-05	0.0017150253	0.0008522407	0.027404577	0.09307951	0.07997125
a35	0.012813097	0.26937255	0.0437087	0.0043039	0.0062674913	0.017682394	0.20863116	0.27927947	0.1579412
a17	0.0033053104	0.15959449	0.007584367	0.00054023514	0.0041058986	0.0030806002	0.514943	0.2018851	0.104960985
a31	0.034993924	0.18545978	0.08378674	0.018596763	0.017104715	0.050141018	0.17793426	0.33558482	0.09639804
a15	0.12266085	0.10186996	0.007912178	0.002276218	0.0030123258	0.0058318493	0.03968597	0.6609946	0.055756077
a31	0.07421408	0.114438154	0.118895665	0.04922543	0.044862863	0.07618631	0.087899394	0.19001648	0.24426164
a46	0.10285078	0.04342087	0.008084711	0.003297109	0.0038134372	0.008681706	0.038525224	0.73680615	0.054519966
a35	0.07238271	0.11973176	0.12752359	0.06445199	0.051162824	0.108793296	0.066156596	0.18692645	0.20287074
a20	0.12502868	0.15683486	0.13830942	0.08262867	0.068431966	0.09291945	0.055517767	0.19232161	0.0880076
a31	0.09985692	0.16942036	0.17304352	0.114400305	0.080278315	0.17716604	0.04277755	0.088370174	0.054686822
a17	0.33963272	0.11673606	0.0659587	0.061492	0.06187826	0.06658033	0.07248154	0.1466202	0.06862022
a20	0.07230343	0.123953365	0.14417481	0.084579654	0.06471046	0.17687288	0.05476195	0.19316433	0.085479096
a8	0.0878638	0.14159086	0.15849018	0.09798476	0.07984252	0.19862069	0.06943523	0.09478912	0.07138292
a23	0.0890411	0.15183483	0.1768971	0.10512238	0.078709446	0.21434537	0.058811057	0.064535275	0.060703505
a46	0.09597644	0.1289781	0.1441654	0.10283835	0.091285065	0.18177384	0.083809435	0.08694116	0.084232196
a8	0.09166552	0.13674153	0.15739603	0.10222868	0.085649535	0.20140746	0.0740277	0.07588533	0.07499824
a31	0.08903219	0.15167086	0.17667031	0.10602438	0.079684116	0.21653284	0.058917996	0.060305532	0.06116181
a17	0.4774168	0.07942588	0.06384472	0.062159825	0.062171686	0.0629241	0.06292734	0.06573004	0.063399605
a31	0.092104174	0.12808512	0.1475863	0.1010905	0.08767311	0.18873838	0.07854292	0.09451667	0.08166283
a37	0.21832216	0.11486812	0.094439104	0.09310309	0.09321041	0.09380002	0.09496184	0.102875434	0.09441983
a31	0.0921362	0.10818367	0.117530406	0.095810145	0.09012899	0.13984849	0.08816971	0.16747826	0.100714095
a30	0.15380318	0.11558194	0.10103276	0.10006179	0.10039501	0.10060798	0.10397599	0.1226523	0.10188909
