 	ho	rotto	una	bottiglia	</S>
a31	0.8909398	0.008489258	0.019142846	0.00905992	0.07236819
a21	0.9978955	0.0019043842	1.8377461e-05	3.7944328e-06	0.0001779708
a31	0.9992866	0.00049402786	0.00013225674	2.1672053e-05	6.547115e-05
a35	0.84153664	0.0145761855	0.01846791	0.035217047	0.09020224
a31	0.7825694	0.09577114	0.013819897	0.038865905	0.0689736
a24	0.6566977	0.09550572	0.07250215	0.0636641	0.111630246
a37	0.7043895	0.13558927	0.02971374	0.110070676	0.020236826
a31	0.4620359	0.1598295	0.12456227	0.14272857	0.11084378
a33	0.5504942	0.13651986	0.09815974	0.124346144	0.09048005
a31	0.60267085	0.12955722	0.07586409	0.12635246	0.065555416
</S>	0.2394351	0.19325432	0.18895411	0.19063815	0.18771839
