 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.053345773	0.08558843	0.19141094	0.20334397	0.0357797	0.10194087	0.11289617	0.13188155	0.0838127
a28	0.16494852	0.17844091	0.63756263	0.00088245986	7.94254e-06	9.832409e-07	3.0158674e-06	0.00031093438	0.017842583
a37	0.07588515	0.13692835	0.65164566	0.0004358939	3.130771e-05	4.3798344e-05	0.00014953576	0.0034548899	0.13142543
a31	0.68194944	0.13102591	0.05340483	2.1671487e-05	9.1174434e-07	1.3482286e-05	6.520394e-05	0.0026747577	0.13084383
a11	0.3062016	0.038499102	0.64869696	0.00022165902	2.5744914e-06	1.707461e-06	7.3410833e-06	0.00012535289	0.0062436652
a31	0.7919072	0.009310413	0.01344524	0.0003497345	4.135152e-05	0.00012179462	0.00045769016	0.004245793	0.18012074
a20	0.91408783	0.0018872048	0.08216958	0.000240553	1.22163465e-05	4.1343057e-05	0.00022304278	0.0002114185	0.0011268242
a31	0.5236083	0.047068696	0.013947862	0.0072001917	0.0028227188	0.0049592536	0.02121342	0.07720337	0.30197617
a39	0.92451334	0.0028268406	0.06615455	0.0013792303	0.00026053542	0.00032886176	0.0016977867	0.0014469601	0.0013918359
a31	0.4911482	0.05094648	0.03358499	0.046618268	0.021794517	0.024626242	0.072707094	0.19794583	0.060628437
a13	0.9058063	0.025192019	0.034748908	0.009259445	0.004806422	0.0020092137	0.00425297	0.003186664	0.010738031
a31	0.24895455	0.050082073	0.06542271	0.13652463	0.08126596	0.060629953	0.14410527	0.16977808	0.043236736
a13	0.71233255	0.11978156	0.026813988	0.049099315	0.0289207	0.008876347	0.010636168	0.010991643	0.032547817
a31	0.19226056	0.0600623	0.054589484	0.2295657	0.14403333	0.05459917	0.10989669	0.11336269	0.041630052
a39	0.5948141	0.119518675	0.030866247	0.10901162	0.04197349	0.019570706	0.020640686	0.021572005	0.042032454
a11	0.3042024	0.092562266	0.044624053	0.23528829	0.09661979	0.041321307	0.0535216	0.088535376	0.04332493
a46	0.12386909	0.06780052	0.06265084	0.30658013	0.19807896	0.06318246	0.07042975	0.055184867	0.052223377
a18	0.35058695	0.10859848	0.047277495	0.22659352	0.09686439	0.0414652	0.044707164	0.045050763	0.038856115
a31	0.18562213	0.09279368	0.06801269	0.29790813	0.090708114	0.065388955	0.06683079	0.068149425	0.06458612
a39	0.4654795	0.10694609	0.056507427	0.109696075	0.053782642	0.05040957	0.051014192	0.055439632	0.05072486
a18	0.19863778	0.10999782	0.08405593	0.189285	0.08725193	0.08125239	0.08206666	0.086216174	0.08123643
a46	0.15480664	0.11079771	0.09748795	0.14949927	0.098604	0.09597159	0.09672357	0.0998897	0.096219584
a31	0.14729252	0.110065	0.09944511	0.145468	0.10049058	0.09820504	0.098940164	0.10183835	0.09825525
</S>	0.24392125	0.10347165	0.09217979	0.11242458	0.089948155	0.08882464	0.08922162	0.091093704	0.08891464
