 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.11644561	0.056338314	0.028698718	0.5184106	0.015345474	0.10949166	0.026045889	0.099444225	0.00887085	0.0049221674	0.015986562
a10	0.00091039704	0.020575196	0.017343372	0.75371605	0.004484115	0.15547952	0.02651143	0.017408555	3.1279367e-05	2.0315679e-06	0.0035381506
a31	0.4295739	0.0093604745	0.17961462	0.17512086	0.010511842	0.023494681	0.019480683	0.029583374	0.0057191886	0.0025763004	0.114964046
a10	0.001193598	0.0024057068	0.0011735229	0.84291244	0.0027989661	0.11437973	0.023608565	0.010437525	8.94384e-06	4.377885e-06	0.0010766264
a28	0.089050405	0.011782947	0.13003375	0.47303852	0.058074854	0.08610417	0.087834165	0.044898067	0.003254583	0.0019616897	0.013966871
a10	0.004322496	0.013235037	0.05773808	0.21293528	0.14005174	0.37262067	0.12648489	0.052636333	0.0052782283	0.00073724834	0.013959936
a21	0.0019501786	0.00035125096	0.010151399	0.47501242	0.041437127	0.42722446	0.022996051	0.018960355	0.00070860045	0.00017653184	0.0010316331
a38	0.012511854	0.006934153	0.45412058	0.089887545	0.0050382465	0.33076215	0.013003	0.07583972	0.0043791668	0.0032499596	0.0042736544
a41	0.014943804	0.015533823	0.46667603	0.086836755	0.020144172	0.21419458	0.017916871	0.15534185	0.0063921018	0.00085025793	0.0011697259
a31	0.030796621	0.022258094	0.3693694	0.045670204	0.010540121	0.26512587	0.03432828	0.15622374	0.046784643	0.011352222	0.0075508095
a18	0.05233359	0.0058176	0.24437726	0.1367466	0.17981105	0.21314882	0.019095814	0.0979953	0.033581708	0.013905637	0.0031866995
a31	0.026675446	0.032591555	0.19348246	0.063220225	0.04589506	0.20135117	0.08405373	0.2884899	0.055894222	0.0040255776	0.004320635
a21	0.06250614	0.0033431463	0.145279	0.13613227	0.17681223	0.28981707	0.02168857	0.122737564	0.029236922	0.00999771	0.0024493807
a31	0.019313645	0.03228984	0.13613135	0.054236136	0.09080938	0.25855178	0.105491124	0.22254826	0.06658739	0.0071624443	0.0068786424
a18	0.07185474	0.0077407686	0.12401327	0.17578535	0.1413243	0.26136497	0.032046918	0.1449605	0.026039355	0.009507733	0.005362078
a17	0.028692069	0.038318142	0.069071986	0.062886566	0.14293511	0.32958752	0.1483653	0.12637532	0.03784905	0.0071549322	0.008763999
a20	0.102100834	0.1429997	0.103046186	0.1306622	0.082591094	0.16133091	0.09550813	0.1109288	0.023497684	0.018432502	0.028901929
a3	0.11893529	0.15193816	0.097915076	0.119671635	0.10617416	0.12133683	0.094874315	0.08662659	0.0266185	0.029550215	0.046359293
a35	0.13553353	0.19631743	0.13790439	0.0926249	0.08090622	0.0865509	0.07559276	0.07201743	0.030487409	0.037485138	0.05457989
a37	0.13996463	0.20991191	0.15148716	0.08354945	0.07394084	0.07650173	0.06963994	0.06550645	0.031823583	0.041422814	0.056251436
a38	0.13795364	0.20091824	0.14713798	0.08592605	0.07594758	0.07526979	0.07168417	0.06819841	0.03346964	0.04390649	0.05958807
a31	0.1332979	0.18298057	0.13579066	0.091338195	0.08325167	0.08068044	0.07780257	0.072323404	0.033625875	0.045599446	0.06330928
a37	0.22491635	0.06013528	0.049050853	0.15095966	0.21442847	0.053633146	0.059787035	0.049936697	0.04562068	0.045822475	0.045709345
a21	0.106707945	0.11677224	0.061710134	0.17878297	0.18903136	0.08760396	0.08243785	0.056368046	0.0358988	0.038219612	0.046467133
a31	0.110487364	0.124061376	0.06433286	0.1773748	0.18336867	0.086528055	0.08144963	0.05494333	0.034558926	0.037211422	0.04568361
a29	0.12834904	0.08375665	0.083954334	0.10947746	0.09692065	0.08436785	0.084966004	0.08285399	0.08200797	0.082041144	0.08130493
a31	0.077447206	0.07878575	0.071453795	0.1356863	0.18923777	0.081581794	0.07863397	0.08155597	0.06997439	0.06739455	0.068248436
a33	0.09662801	0.08237019	0.086202614	0.14654641	0.088006824	0.08960372	0.08266056	0.082655214	0.08196022	0.0818504	0.081515744
a20	0.08008473	0.08534933	0.06906659	0.1599946	0.2168326	0.073885664	0.070831746	0.06467474	0.05915201	0.05922652	0.060901433
a31	0.08854649	0.08909403	0.08767897	0.10154016	0.111824	0.08821121	0.08745783	0.0875695	0.08614364	0.08589066	0.08604348
</S>	0.104382545	0.088855855	0.088683836	0.09432767	0.093234055	0.088703625	0.0893039	0.088565335	0.08809495	0.08806421	0.08778398
