 	il	morto	vuole	pianto	</S>
a46	0.6143313	0.058800273	0.11871345	0.14776383	0.0603911
a23	0.008567911	0.9838769	0.005426943	0.00096753286	0.00116071
a20	0.0075336853	0.9787481	0.008642901	0.0024238124	0.0026516004
a31	0.00038969627	0.96328825	0.006042441	0.008140715	0.022138884
a21	0.013972051	0.6878978	0.2692272	0.014357671	0.01454532
a11	0.004774754	0.76935244	0.038128663	0.07198712	0.11575707
a10	0.023587678	0.6605094	0.053783264	0.11067712	0.15144254
a27	0.019299254	0.7968903	0.040707134	0.07427236	0.06883097
a17	0.03699392	0.6870764	0.08329803	0.05161961	0.14101194
a31	0.0050812387	0.13308315	0.23235738	0.32152373	0.30795446
a37	0.0024579617	0.28476906	0.09396921	0.29329067	0.3255131
a31	0.016171562	0.061594497	0.16561699	0.4869992	0.2696178
a37	0.0049653035	0.16968758	0.108644806	0.32039675	0.39630556
a17	0.018881487	0.08458481	0.15324073	0.4769933	0.2662997
a31	0.059196856	0.13043873	0.25325862	0.2764397	0.2806661
a10	0.05304932	0.1512939	0.3009487	0.30522302	0.18948512
a7	0.017795324	0.095513165	0.17221071	0.43980914	0.27467173
a31	0.036025196	0.13577162	0.22852726	0.26896194	0.330714
a33	0.09013997	0.15209357	0.3699762	0.22405592	0.16373438
a29	0.08288311	0.10806986	0.17301232	0.43982154	0.19621323
a41	0.1808456	0.18524761	0.20568775	0.19851209	0.22970691
a31	0.19263253	0.19430192	0.20100728	0.19936924	0.21268901
a39	0.22231065	0.19130449	0.19361122	0.19746073	0.19531292
</S>	0.18781619	0.19101745	0.21718517	0.19942276	0.20455848
