 	la	pasta	vuole	sale	</S>
a8	0.06990085	0.13930428	0.37452197	0.3730558	0.043217055
a31	0.0030831345	0.40532392	0.5817762	0.00934575	0.00047094328
a28	0.0020337831	0.82495266	0.11088588	0.061765157	0.00036252837
a20	0.0008723901	0.43452916	0.46730834	0.087120876	0.010169331
a31	0.00058978796	0.24294722	0.63022506	0.018937139	0.10730081
a11	0.0072915913	0.3058287	0.58229905	0.07391596	0.030664718
a18	0.018564189	0.6874439	0.07879776	0.11019502	0.10499912
a15	0.21596462	0.66806036	0.059962977	0.02936801	0.026644008
a31	0.20628114	0.41375083	0.06837422	0.17735699	0.13423687
a20	0.049176656	0.13333683	0.12841722	0.541091	0.14797828
a6	0.045230016	0.17182817	0.031179989	0.4690674	0.2826944
a20	0.06778439	0.20138188	0.05394346	0.469486	0.20740421
a21	0.063421674	0.12489094	0.06257074	0.43685606	0.31226054
a20	0.07594303	0.09148675	0.074778765	0.38149592	0.37629557
a0	0.08280178	0.08615855	0.081802934	0.3054341	0.44380262
a31	0.08515531	0.08637876	0.0844836	0.2893256	0.45465675
a39	0.32794657	0.14950874	0.15577972	0.16595164	0.20081335
a31	0.109347336	0.122634776	0.1090497	0.18826795	0.4707002
a35	0.22381422	0.18945043	0.1893836	0.19479506	0.20255673
</S>	0.13024902	0.13364436	0.12938637	0.18745166	0.4192686
