 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.07099747	0.0081808	0.00048431626	0.1695705	0.6970867	0.03300386	0.020676306
a31	0.019449104	0.34155935	1.8698003e-05	0.00076671643	0.6321805	0.00078192836	0.0052436497
a17	0.06882891	0.003412538	0.005675716	0.3042901	0.6156574	0.00063741923	0.001497909
a11	0.060338933	0.030616043	0.0013202205	0.034341257	0.8249294	0.019706162	0.028747948
a31	0.038515903	0.17016292	0.00072840176	0.0012213497	0.073803	0.20275272	0.51281565
a20	0.003679838	0.9485999	9.346335e-05	0.0011899065	0.042328853	0.0014412309	0.0026667668
a31	0.021158626	0.36560068	0.0025693553	0.0018552139	0.020938782	0.35546485	0.23241253
a37	0.0855172	0.67538375	0.0005069809	0.0022289853	0.18729295	0.022025578	0.027044531
a24	0.03086841	0.5320306	0.013301228	0.008968445	0.04776545	0.25306192	0.11400392
a28	0.036685687	0.30101904	0.041136596	0.017975396	0.010859958	0.48425317	0.10807014
a31	0.069721386	0.31143013	0.0329712	0.03878545	0.11845336	0.272881	0.15575747
a24	0.10830449	0.27169436	0.028705444	0.031490643	0.099048756	0.3196461	0.14111027
a35	0.09284188	0.123920925	0.059813824	0.07581422	0.1956889	0.19791521	0.25400504
a31	0.12830646	0.13552198	0.06016781	0.09618878	0.18163162	0.17871273	0.21947058
a20	0.16212367	0.13481656	0.11304723	0.115666054	0.13026406	0.20669436	0.13738802
</S>	0.09302823	0.09125988	0.08045028	0.08872973	0.18941921	0.17190851	0.28520414
