 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.5386176	0.17116863	0.02174356	0.004181063	0.0040097605	0.003285668	0.02732257	0.14868921	0.08098198
a20	0.006993857	0.84771323	0.04387357	0.0056716683	0.00021682195	0.013418202	0.019237662	0.00882936	0.054045595
a28	0.023616493	0.3675336	0.20880888	0.14864339	6.563245e-05	0.009925226	0.020508103	0.0047355765	0.21616316
a31	0.0015446461	0.07847571	0.018437175	0.30348608	9.1385606e-05	0.010635388	0.016307004	0.008035766	0.5629868
a39	0.00090399955	0.56907064	0.19128576	0.111764625	6.3548223e-06	0.01261361	0.014506661	0.0009920244	0.09885632
a24	0.008565888	0.06711844	0.014029265	0.02279095	0.0038146824	0.043557834	0.14006558	0.014341772	0.6857156
a31	0.006947307	0.011617763	0.004080607	0.026141763	0.05924768	0.17810217	0.3287765	0.1025329	0.28255326
a17	0.12914573	0.26265448	0.02387111	0.016553402	0.09202365	0.047574714	0.19457492	0.19452557	0.039076384
a31	0.028128553	0.12141173	0.12108427	0.23309663	0.035074253	0.030657321	0.14759266	0.051052794	0.23190174
a39	0.12769371	0.12405142	0.018389078	0.015460837	0.1820753	0.02952972	0.2806419	0.17842224	0.04373576
a41	0.033836495	0.15290895	0.10097743	0.15691921	0.21463495	0.043769475	0.14402573	0.1318658	0.021061957
a31	0.019074243	0.040595476	0.0390487	0.03604725	0.630505	0.020672498	0.087526895	0.11626301	0.010266825
a33	0.09627619	0.053548988	0.034445863	0.040514365	0.41332614	0.057066564	0.07438909	0.19532898	0.035103817
a31	0.017265057	0.02969368	0.021874126	0.04646962	0.50685745	0.054824192	0.053226285	0.2501891	0.019600473
</S>	0.14218813	0.0964557	0.09541309	0.09718422	0.15935466	0.09804083	0.09809863	0.11750345	0.095761314
