 	la	casa	la	costruisce	il	mastro	</S>
a20	0.009810005	0.0059284437	0.0038804265	0.005005312	0.021378933	0.9247033	0.029293636
a17	0.0012814025	0.0003119274	0.00066027604	0.0025605564	0.00025044204	0.9282322	0.06670317
a10	2.1774229e-05	0.0003848335	1.4130411e-05	0.0067479154	0.0006037261	0.97116214	0.02106552
a24	5.567063e-05	0.007138526	0.00023857446	0.011310008	0.0027861597	0.9318864	0.046584766
a46	0.00030326334	0.0023841206	0.0012377067	0.058988728	0.004322906	0.8410172	0.09174618
a8	0.006828228	0.015947243	0.005238585	0.0062613464	0.0040732403	0.688783	0.27286837
a14	0.013143271	0.006498621	0.0046563693	0.016634833	0.0015497113	0.58932406	0.3681932
a31	0.02107292	0.028399907	0.20087156	0.37599966	0.005605708	0.29215544	0.07589475
a20	0.04033856	0.03929409	0.13490152	0.6181383	0.004687213	0.14056624	0.022074087
a41	0.026089074	0.043709982	0.046950165	0.01280033	0.007782399	0.67413324	0.1885348
a29	0.055524297	0.07877232	0.07993044	0.024064971	0.011159661	0.6067409	0.14380743
a31	0.14346899	0.22065152	0.17119682	0.03278998	0.04873082	0.1899282	0.19323362
a30	0.14433898	0.06970929	0.06246711	0.6084123	0.022567328	0.047934856	0.044569973
a31	0.09988151	0.400571	0.09552198	0.06824214	0.07159767	0.12838426	0.1358014
a28	0.3946435	0.09687992	0.07959327	0.22088271	0.06230105	0.07440519	0.0712943
a31	0.09769927	0.43426636	0.09414518	0.08022035	0.08198437	0.100332156	0.11135241
a17	0.18502611	0.14745407	0.12839164	0.16364789	0.12062888	0.13147044	0.123380974
a20	0.12397583	0.21884632	0.12490959	0.123900905	0.124070935	0.14259192	0.14170453
a31	0.14062011	0.1482666	0.14139308	0.14063756	0.14047965	0.14407542	0.14452763
a20	0.38838506	0.099069595	0.10087608	0.11275735	0.09892157	0.10072612	0.09926423
a29	0.14094505	0.14454308	0.1412947	0.14114574	0.14098217	0.14628318	0.14480606
a31	0.1424499	0.14501531	0.14247599	0.1424787	0.1422281	0.14270036	0.14265165
</S>	0.23363236	0.12664631	0.12726136	0.13126151	0.12649977	0.12783818	0.12686051
