 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.7961424	0.12222707	0.02711223	0.011002597	0.00087388314	0.004502144	0.0013196262	0.00072793465	0.00091685646	0.013336068	0.008822811	0.013016409
a18	0.0052062003	0.004314098	0.28398064	0.014938464	4.7306774e-05	0.043464664	0.122499205	0.03424755	0.01330376	0.35805333	0.005651062	0.11429378
a31	0.000619007	8.6604405e-06	0.45592928	0.24726938	5.6574347e-05	0.00057692704	0.06358884	0.063182294	0.0031588825	0.06277134	0.005152799	0.09768606
a24	7.261151e-05	0.0009407617	0.067082256	0.011200737	5.2100386e-05	0.06117523	0.090664566	0.0803147	0.051484123	0.5785055	0.0019134856	0.056594014
a31	0.00010412286	5.9967897e-06	0.73344177	0.19826028	0.00026595488	0.00044446302	0.017854344	0.020318605	0.0030980946	0.014155159	0.002427613	0.009623529
a17	4.39032e-05	0.00013035577	0.32664323	0.100096025	2.1312135e-05	0.006758831	0.11090327	0.12886561	0.009248935	0.23746528	0.0010775984	0.078745626
a31	0.00021618372	3.26576e-05	0.109553605	0.17019531	0.0007776319	0.005989852	0.08021192	0.11881967	0.13022538	0.23982716	0.028390406	0.11576024
a20	8.749398e-05	2.8844031e-05	0.7371373	0.17926802	4.360244e-05	0.0006638871	0.015952313	0.0138864	0.0010264633	0.029639946	0.004973585	0.017292093
a7	0.00041533707	0.00035873265	0.021231458	0.024554202	0.00061947753	0.03464858	0.25303033	0.27027133	0.09859802	0.063477434	0.08751444	0.14528064
a31	0.0007921535	0.00042018908	0.017386625	0.0059786816	0.00024772083	0.0060289763	0.041527238	0.04484174	0.044539817	0.2617613	0.09635935	0.48011616
a18	0.0048261387	0.0011623587	0.4054273	0.15695533	0.00042125874	0.018727915	0.057070445	0.061945483	0.058437314	0.05395505	0.13327362	0.047797784
a41	0.0017988798	0.0022106224	0.01965888	0.005914703	0.0020624888	0.010405644	0.1766819	0.30873612	0.23979312	0.0348311	0.15942255	0.03848398
a31	0.0030420027	0.0031152703	0.017803043	0.01023611	0.004172351	0.014788096	0.11689342	0.18464816	0.20693658	0.045815427	0.32963145	0.0629181
a46	0.021571772	0.004904018	0.04736469	0.015960883	0.0029690638	0.014319639	0.04514014	0.059090175	0.06584622	0.028966106	0.59441763	0.09944976
a20	0.03247211	0.025489597	0.1503874	0.0993909	0.03414458	0.08872967	0.095778205	0.086167715	0.1033214	0.058366302	0.19113934	0.03461276
a31	0.031284392	0.02715765	0.052730847	0.048741184	0.03843908	0.102277674	0.09206469	0.08203552	0.07992894	0.042338837	0.35103628	0.051964942
a39	0.054711953	0.022181017	0.03815447	0.027755454	0.018567998	0.040237557	0.06358463	0.07487944	0.06980383	0.037441343	0.48574308	0.066939175
a31	0.06239398	0.05614936	0.12429891	0.084088005	0.055474564	0.08447124	0.07071648	0.06750529	0.06783236	0.059348885	0.20907828	0.05864268
a24	0.061068885	0.042944055	0.05771991	0.048687615	0.039569616	0.050188594	0.0886289	0.10991738	0.10063929	0.061162606	0.25514135	0.084331736
a31	0.06953217	0.06377808	0.14542557	0.094630584	0.060750533	0.07477975	0.07327564	0.071703106	0.071587496	0.070214115	0.14256275	0.061760206
a17	0.07267082	0.053625	0.07177625	0.059307214	0.049675584	0.056365117	0.08493536	0.101247765	0.094711944	0.06687845	0.20598716	0.08281937
a31	0.08169698	0.077356815	0.10992901	0.08998778	0.07563363	0.082566716	0.08062576	0.079375006	0.07918523	0.08037794	0.08785494	0.07541021
a8	0.09132458	0.06823724	0.09122551	0.074253015	0.06359949	0.06714844	0.08291315	0.091735885	0.08793796	0.07345334	0.12603548	0.0821359
a24	0.08241134	0.07886321	0.08365822	0.08078994	0.07895367	0.08842475	0.082001954	0.08230767	0.08657317	0.09357596	0.08259231	0.07984779
a20	0.08634889	0.082376614	0.08524886	0.08306864	0.08159988	0.08364354	0.082446404	0.08221447	0.082187034	0.082485884	0.085753754	0.08262603
a41	0.08395687	0.08061804	0.093352646	0.0856144	0.07972198	0.08375853	0.081905864	0.08111964	0.08081695	0.080960125	0.08828948	0.07988546
a31	0.0824129	0.08004662	0.09456005	0.085682124	0.079011194	0.080744624	0.081212	0.080940604	0.080570474	0.08017695	0.094929785	0.079712644
a46	0.09100345	0.07934767	0.08635315	0.08084711	0.07681272	0.08026692	0.0817845	0.08305404	0.08252552	0.080352396	0.09653789	0.08111463
a31	0.08465302	0.081622705	0.091443785	0.0853837	0.08071163	0.08254044	0.082151085	0.08175545	0.08159033	0.08189186	0.08540325	0.08085277
a20	0.08993272	0.080758445	0.08521109	0.081434704	0.07881985	0.0799506	0.08247513	0.08394443	0.08337828	0.08112372	0.09055219	0.08241884
a8	0.08402167	0.082089245	0.089652225	0.085017286	0.081450425	0.08280618	0.08257402	0.08231	0.08226825	0.08264823	0.083716616	0.08144592
</S>	0.08612362	0.08234244	0.0846052	0.08303496	0.08178693	0.08484	0.0827409	0.08248312	0.08298304	0.08399229	0.08306253	0.082004994
