 	voglio	che	Maria	venga	domani	</S>
a20	0.058132377	0.0056030015	0.004225997	0.017492766	0.56318825	0.3513576
a21	0.006478025	0.0003539819	0.0014792167	0.026207307	0.48916054	0.4763209
a31	0.006993765	0.009469569	0.052785937	0.09784656	0.1635259	0.6693783
a37	0.066904336	0.10509416	0.022088604	0.030485528	0.64381677	0.1316106
a31	0.23777713	0.1993723	0.19387205	0.12633991	0.035909474	0.20672914
a35	0.124051794	0.056858618	0.16354632	0.055597264	0.043969356	0.5559766
a31	0.095790304	0.04211794	0.017806496	0.06761707	0.3609759	0.41569233
a20	0.18238898	0.009132905	0.0115386555	0.13596177	0.5483839	0.112593785
a31	0.090526655	0.057053514	0.021422468	0.023679292	0.29042718	0.5168909
a18	0.20737225	0.01563823	0.023917744	0.094550334	0.40329567	0.25522578
a31	0.16386816	0.14384042	0.08301836	0.055306163	0.22414789	0.32981902
a3	0.23340032	0.021096813	0.029654736	0.10021206	0.35123652	0.26439956
a13	0.17956728	0.23308355	0.20396985	0.115110606	0.11709341	0.15117534
a37	0.14714189	0.15565577	0.14347999	0.1259753	0.16203122	0.26571584
a46	0.18308498	0.17395343	0.17329311	0.16495076	0.15403397	0.15068378
a31	0.19652994	0.17446327	0.17293167	0.16634357	0.14320852	0.14652298
a18	0.17215772	0.16430852	0.1639066	0.16462095	0.16987897	0.16512725
a46	0.17854789	0.16506052	0.165852	0.16356747	0.16994123	0.15703091
</S>	0.17154863	0.16745298	0.167537	0.16698541	0.16472076	0.16175522
