 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.024079276	0.030061316	0.0007614472	0.0037338252	0.0028062626	0.9109485	0.021259738	0.0016758366	0.00030013733	0.0002069969	0.0003326034	0.000113457834	0.002334056	0.0013865218
a20	0.00094308675	0.0052383146	2.9323239e-05	0.0015497509	0.00076726795	0.92711365	0.031566173	0.013808638	0.0055237976	0.0063182516	0.0038072783	0.00079199293	0.00040672772	0.0021357285
a13	0.6278167	0.012099758	0.000191517	0.04552098	0.009756786	0.05683452	0.02757486	0.024158552	0.108749256	0.06826526	0.007243174	0.00029250726	0.0020903815	0.00940573
a31	0.1916283	0.0012168325	0.00016233504	0.0032286285	0.007144019	0.047438662	0.04615347	0.09417585	0.3304497	0.17027755	0.012486608	0.0018701646	0.016908526	0.07685934
a28	0.012162582	0.06406195	0.000596209	0.014843869	0.022544404	0.4712796	0.22800288	0.07430099	0.058436543	0.033591785	0.010401452	0.002512645	0.0009429075	0.006322222
a31	0.0052609616	0.0002535128	1.3671288e-05	0.005078081	0.00039275692	0.25723913	0.23625588	0.2204288	0.20477542	0.057535972	0.0017932924	0.0015996882	0.0012387643	0.008134047
a21	0.014138541	0.024862263	9.883399e-05	0.1522466	0.0026280046	0.630336	0.11125248	0.018363182	0.028227387	0.007923209	0.00071209285	0.0001725299	0.00078866835	0.008250211
a31	0.0011464749	0.0015705808	0.00012837515	0.00030961746	0.0015284705	0.30203056	0.13865471	0.24096838	0.28867382	0.0071122153	0.0007150468	0.005906876	0.0006482292	0.010606593
a20	0.05022446	0.004509059	2.6633108e-05	0.0099749565	8.613029e-05	0.8293235	0.07088806	0.019535867	0.008984531	0.0040543177	0.00017341116	6.605829e-05	0.00073830737	0.0014146686
a28	0.0013706636	0.00258634	0.00019725428	5.3589494e-05	0.00058406236	0.7100017	0.04995793	0.11330403	0.113349535	0.003016365	0.0006924954	0.0034896734	0.00038692108	0.0010094311
a27	0.015637547	0.0032145996	0.0005963915	0.000114034956	5.4546603e-05	0.8758537	0.025197765	0.026688512	0.02574709	0.0017581725	0.0028185581	0.0033215925	0.015164498	0.0038330085
a17	0.011048938	0.013482349	0.0038188768	0.00060601847	0.0017076012	0.7251553	0.03299925	0.051837433	0.08595445	0.013408313	0.019120881	0.01875173	0.018861601	0.0032472387
a4	0.010647139	0.009839634	0.004347373	0.0006104579	0.0010380715	0.8431799	0.024296077	0.017592544	0.029853752	0.008665065	0.015841695	0.016140714	0.014291973	0.003655538
a13	0.10816235	0.024960633	0.05938418	0.00634292	0.007023276	0.14278084	0.060401198	0.061108056	0.17094368	0.14173296	0.128557	0.02964341	0.05197899	0.006980433
a31	0.09015758	0.07001901	0.0843758	0.013583153	0.030701732	0.1273134	0.053993195	0.05227962	0.12396822	0.083294384	0.14672197	0.050479952	0.061905038	0.011206855
a18	0.031001892	0.0078748455	0.034956764	0.005690579	0.0087515265	0.37073085	0.046425957	0.050974544	0.18475364	0.059398394	0.08949912	0.071359284	0.03208841	0.0064941617
a36	0.017727733	0.01332706	0.0292102	0.0036529764	0.011295287	0.022630002	0.022256136	0.06000865	0.20528603	0.28256267	0.17953002	0.09272806	0.049427904	0.0103571545
a46	0.019181468	0.02270265	0.02851594	0.005703678	0.026159264	0.01970613	0.016032495	0.03278561	0.07456048	0.20606646	0.25552276	0.17570649	0.093517825	0.023838779
a31	0.09808568	0.040559713	0.049770683	0.012815931	0.042291343	0.019832822	0.023851465	0.041171096	0.07545707	0.109897904	0.24138984	0.09656519	0.12955734	0.01875393
a20	0.45828265	0.018819103	0.06877154	0.015902502	0.018308522	0.028300654	0.021570778	0.023494039	0.048500102	0.071554884	0.09117633	0.07561018	0.042383224	0.017325435
a8	0.098348156	0.054295197	0.07311264	0.042235084	0.059442304	0.045737363	0.048872408	0.058236577	0.06981262	0.077763595	0.12613638	0.085004695	0.11651788	0.04448509
a31	0.08715452	0.07013543	0.060122773	0.058015805	0.07572376	0.059923682	0.059233006	0.059800137	0.060280424	0.065105624	0.10221104	0.066684015	0.11487251	0.060737338
a24	0.5700278	0.033316765	0.03215061	0.032850638	0.03188691	0.038338	0.03488838	0.03212989	0.031737704	0.03239616	0.033491787	0.032280385	0.033659574	0.030845372
a46	0.06841422	0.06646217	0.076359004	0.063753866	0.06769098	0.06500473	0.06506401	0.06663975	0.069352284	0.075328596	0.08625765	0.08012021	0.084936716	0.06461583
</S>	0.073913954	0.071036406	0.071293764	0.06850489	0.071987495	0.07004923	0.06913061	0.06936452	0.06991588	0.071316615	0.07579822	0.072406806	0.07648894	0.06879269
