 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.001597301	0.0012484622	0.00020401081	0.005576936	0.0057601384	0.83535266	0.15026048
a31	0.81291854	0.019654635	0.020863215	0.009946275	0.0025435823	0.017448816	0.11662485
a37	0.009757409	0.05753414	0.11887122	0.05366372	0.00052476506	0.7127048	0.04694398
a31	0.36449218	0.42710936	0.087619975	0.0052725524	0.00046355074	0.039297216	0.075745136
a13	0.0643583	0.20660764	0.38578174	0.005065838	6.8643545e-05	0.13370143	0.20441644
a31	0.40017387	0.024552926	0.37977055	0.005233551	0.005221297	0.135907	0.04914087
a43	0.71754104	0.061404776	0.026936969	0.017335976	0.0026393358	0.10461744	0.069524474
a31	0.35939607	0.48657548	0.06080526	0.008673062	0.018008523	0.02872133	0.037820358
a20	0.8675723	0.07614542	0.004432778	0.0066707814	0.0047323946	0.02074134	0.019704929
a31	0.28556538	0.558839	0.053474996	0.013283663	0.014854541	0.022879774	0.051102657
a11	0.8089067	0.13888659	0.014843532	0.0058841463	0.0057850815	0.016457327	0.009236761
a31	0.2647514	0.57934326	0.0664329	0.02068542	0.018482195	0.0202837	0.03002114
a30	0.43364328	0.30705196	0.07443296	0.044104613	0.04350257	0.053953648	0.043310907
a31	0.20579617	0.33631927	0.119630925	0.08258097	0.08105696	0.08452481	0.0900909
a42	0.63340354	0.13306902	0.05194654	0.042329818	0.043627053	0.05388167	0.04174237
a20	0.18338156	0.17745902	0.1324804	0.124288715	0.1251594	0.12868342	0.12854752
a31	0.33225042	0.15145987	0.10514036	0.099465355	0.10098933	0.11051871	0.1001759
a20	0.4877713	0.10632158	0.08187049	0.07959216	0.080164865	0.08394991	0.080329716
</S>	0.18170139	0.14999925	0.13471568	0.13235317	0.13273694	0.13479921	0.13369434
