 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.9561592	0.010694421	0.005450738	0.0021575354	0.0014354092	0.0019464513	0.0006071312	0.00025942063	0.00019800571	0.00063333195	0.0023338976	0.003560908	0.008504475	0.006059157
a15	0.010497435	0.12319109	0.019601718	0.009634236	0.07058151	0.17424096	0.04843206	0.011262148	0.031819936	0.13966346	0.297272	0.052566905	0.0028380041	0.008398549
a20	0.00048589578	0.06712314	0.44882384	0.10112375	0.060762037	0.086334325	0.024609864	0.02142529	0.030139718	0.0093031	0.054089885	0.07634552	0.003931607	0.015502081
a31	0.00010427321	0.1236429	0.34852156	0.085396215	0.038145687	0.05733406	0.016694497	0.01626654	0.04596345	0.0046180147	0.036806244	0.07744207	0.03828162	0.11078284
a39	0.00014225258	0.38527688	0.073594145	0.019160444	0.10075228	0.2194535	0.054239284	0.031716637	0.02385684	0.008096382	0.055917148	0.01707912	0.0029022251	0.007812921
a31	1.53362e-05	0.16915214	0.073065326	0.03694027	0.016983612	0.03169444	0.008017224	0.019639673	0.20271358	0.022822248	0.069797255	0.04907966	0.07682173	0.22325751
a15	1.6919294e-05	0.8937164	0.019629797	0.0021099823	0.005943708	0.011416252	0.0030807331	0.0014977312	0.0016669175	0.0025050186	0.027254088	0.023852611	0.0032993811	0.0040104995
a31	0.00011972082	0.026983827	0.052738592	0.055831917	0.032781977	0.17313406	0.09599819	0.062221065	0.022370528	0.005298236	0.048680145	0.08820344	0.03672587	0.29891244
a18	0.00013434152	0.88526136	0.005156806	0.0024238296	0.0017450132	0.0028397525	0.0007087786	0.0009956649	0.010843785	0.005941003	0.015866367	0.050386846	0.002514099	0.01518236
a8	0.0010371417	0.035745814	0.0066505466	0.016116634	0.017452879	0.12513228	0.13173641	0.0637899	0.031939525	0.009281928	0.057466533	0.2309186	0.014470381	0.25826138
a31	0.00022078754	0.01206683	0.0082747815	0.0044261776	0.006130745	0.026579566	0.022067957	0.017962506	0.017066916	0.015356718	0.07404402	0.26166254	0.16113658	0.37300387
a3	0.0028004355	0.019247394	0.012702088	0.041199926	0.007142629	0.03884641	0.04403143	0.023754038	0.028909748	0.011106907	0.038330402	0.52895576	0.03885397	0.16411887
a31	0.0043080873	0.010802947	0.001359292	0.001414659	0.0032144887	0.022771161	0.025230294	0.025148619	0.007921126	0.008373049	0.08415353	0.64691734	0.037417553	0.12096794
a39	0.0022968398	0.04790919	0.022926262	0.0653633	0.010948815	0.043892976	0.07656699	0.05717598	0.044488203	0.01684082	0.028658181	0.3694258	0.044915188	0.16859147
a31	0.00496832	0.025918085	0.0047764466	0.008351469	0.0127101075	0.07808997	0.092728816	0.11152892	0.03609884	0.039737593	0.11347209	0.36059636	0.028873814	0.0821491
a17	0.003755725	0.034320433	0.021563416	0.0560236	0.012611221	0.054578006	0.098246306	0.09543524	0.035975464	0.01013543	0.034922127	0.37895483	0.038255967	0.1252223
a13	0.010971422	0.06001054	0.0070820074	0.009746391	0.01347016	0.06892314	0.10382072	0.19323151	0.05870611	0.085717835	0.1064873	0.1751234	0.048563547	0.05814591
a20	0.009210746	0.07592904	0.011225133	0.014831342	0.01725089	0.09531086	0.1360321	0.33296975	0.044830747	0.042149622	0.07356993	0.07381633	0.03334189	0.03953161
a31	0.008051599	0.100756735	0.0130171655	0.0218914	0.023890227	0.06779367	0.07630524	0.28001252	0.07769677	0.09331191	0.077943906	0.064871415	0.053965766	0.04049164
a13	0.020920303	0.037130658	0.030102145	0.024278997	0.020363003	0.12585697	0.0769677	0.21286067	0.025733002	0.029937528	0.0824811	0.2583644	0.031209055	0.023794461
a18	0.008200502	0.10309014	0.011864193	0.026010688	0.027604863	0.060297213	0.09234579	0.2267145	0.0876473	0.11593389	0.07095958	0.064016104	0.059522595	0.045792673
a31	0.009051547	0.08623455	0.014229684	0.029552575	0.03207822	0.10410545	0.07388987	0.31110513	0.059899494	0.08838147	0.07220671	0.06823718	0.031842552	0.01918557
a3	0.049719814	0.057143603	0.04610028	0.037424263	0.033942524	0.110762775	0.06934861	0.1489629	0.040238533	0.053627618	0.079122655	0.18666396	0.048522312	0.0384202
a39	0.010103901	0.11945138	0.014031008	0.032065455	0.032876994	0.050524324	0.07377218	0.18670048	0.09855591	0.13973407	0.0730143	0.061586313	0.0652682	0.042315423
a0	0.014662197	0.11536693	0.020428555	0.04351584	0.042877648	0.07315036	0.075072266	0.18780807	0.07929212	0.13347135	0.07168886	0.06932979	0.046548575	0.026787506
a31	0.015544399	0.13613734	0.025549702	0.047431365	0.04846466	0.058915798	0.061842583	0.1584401	0.08754584	0.15128325	0.07365465	0.05590817	0.05075673	0.028525379
a20	0.06430806	0.06954089	0.065784626	0.05484416	0.04928451	0.09378584	0.07436085	0.10336336	0.053587187	0.066032276	0.072855294	0.120946385	0.059403583	0.05190303
