 	tutto	il	cibo	vuole	girato	</S>
a31	0.0064035594	0.0118294265	0.20773897	0.16472434	0.6022269	0.007076828
a8	0.013352611	0.049632885	0.77809227	0.036590274	0.115798935	0.0065329913
a31	0.111354016	0.046558406	0.7135906	0.027559107	0.08732991	0.013607929
a29	0.06701735	0.052763395	0.6487425	0.16095556	0.06461449	0.0059066
a20	0.5748791	0.14978053	0.072534986	0.0057888255	0.018911824	0.17810479
a39	0.46669555	0.18789715	0.13795751	0.0028424268	0.010549411	0.1940579
a31	0.11381884	0.031478357	0.030455885	0.020487929	0.057137743	0.74662125
a0	0.16158684	0.053664185	0.10221561	0.021002814	0.041704282	0.61982626
a31	0.042522512	0.03047857	0.038463544	0.06862704	0.08585165	0.7340567
a24	0.08633919	0.050185055	0.15811901	0.05025613	0.09659374	0.5585069
a36	0.07787408	0.0792531	0.055373397	0.11152287	0.14693613	0.52904046
a11	0.02877135	0.025912164	0.032749295	0.089494765	0.16326341	0.659809
a17	0.06829559	0.104912676	0.08522347	0.18780778	0.21447626	0.33928424
a31	0.15983652	0.116208486	0.09092266	0.14034005	0.18152902	0.31116328
a6	0.15981032	0.15317391	0.1485074	0.14510542	0.1974693	0.1959337
a31	0.19764233	0.1382719	0.13570097	0.1736854	0.122609645	0.23208982
a24	0.19554888	0.15739039	0.15581775	0.15478516	0.16391347	0.1725443
a6	0.15767531	0.15424562	0.15072197	0.16428414	0.18870546	0.1843675
a31	0.16771634	0.1648169	0.16421787	0.16901854	0.16601644	0.16821386
a46	0.19578612	0.1638049	0.16234645	0.1621623	0.15709758	0.15880273
a39	0.16753028	0.16600509	0.16553335	0.16717215	0.16611023	0.16764888
a31	0.1676968	0.1665785	0.16604398	0.16657881	0.16637082	0.16673107
a41	0.18627895	0.16489431	0.16400789	0.16419725	0.16005747	0.16056412
a8	0.16753946	0.16647364	0.16606517	0.16688056	0.16607086	0.16697034
</S>	0.16740929	0.16629004	0.16600041	0.16749936	0.16580358	0.16699727
