 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.22638239	0.018254835	0.01585584	0.002404417	0.008614228	0.03520531	0.18005763	0.39629096	0.11693443
a20	0.02630223	2.6595194e-06	0.005321896	0.9449886	0.00040358477	0.0002390332	0.0008489443	0.013264003	0.008629097
a31	0.26272812	4.791614e-05	0.0007952553	0.44050828	0.0060557784	0.0105349645	0.016567558	0.10945022	0.15331192
a8	0.004444261	0.00094949035	0.0015911096	0.003561511	0.013106853	0.045911968	0.03311663	0.8779676	0.019350613
a20	0.07602604	1.3087248e-06	0.00884263	0.8904741	0.0005145506	0.00027000354	0.00091123855	0.0029452867	0.020014768
a31	0.027274111	8.678664e-06	0.01233063	0.86143184	0.0009290509	0.00051118736	0.0028611955	0.019044984	0.075608246
a24	0.31801984	6.8662936e-05	0.075266026	0.16279507	0.017315889	0.15357055	0.035284016	0.12403158	0.1136483
a46	0.07845962	3.8739356e-05	0.012970511	0.60278857	0.015826978	0.016182136	0.038244005	0.046304822	0.18918465
a10	0.024979977	7.186001e-05	0.015452088	0.27615252	0.017722024	0.017480813	0.047712877	0.17012314	0.43030468
a8	0.022424312	0.0005236446	0.070863985	0.07149317	0.006985578	0.03658527	0.03448254	0.56518257	0.1914589
a31	0.017405104	0.0006002937	0.010929419	0.11269804	0.009930682	0.10041855	0.12031841	0.41509357	0.21260594
a46	0.01778457	0.00039942647	0.16159444	0.3835952	0.0098564215	0.02408865	0.0109296	0.26889253	0.122859076
a3	0.02834749	0.006511118	0.119282074	0.039772317	0.01772777	0.068206035	0.06580864	0.33086452	0.32348004
a18	0.18415685	0.026184287	0.46036732	0.03930142	0.013979291	0.02683838	0.020237818	0.07517971	0.15375496
a31	0.06744817	0.021230267	0.35555178	0.036179814	0.07969255	0.12232098	0.046167657	0.19865867	0.072750054
a10	0.082674935	0.003778597	0.050688483	0.11617879	0.03242275	0.062392514	0.04244975	0.26624754	0.34316668
a20	0.017789029	0.008535757	0.12618214	0.042064507	0.13736735	0.15428405	0.0830573	0.27308342	0.1576364
a35	0.07799136	0.02403191	0.40475222	0.061430052	0.06405137	0.10603982	0.04215769	0.12981768	0.08972796
a8	0.05613194	0.027507737	0.14111327	0.04650343	0.14274889	0.14675052	0.09126488	0.23712529	0.11085406
a31	0.13932972	0.058704525	0.16676347	0.059224896	0.092708156	0.0967693	0.08321694	0.22067344	0.08260951
a24	0.29033026	0.068383954	0.088888384	0.08165667	0.073815554	0.08025573	0.08271492	0.11270136	0.12125317
a8	0.051283076	0.036930982	0.062479362	0.05936314	0.168161	0.1580528	0.14103083	0.15929821	0.16340059
a0	0.063016966	0.047247965	0.06774274	0.0666715	0.14941949	0.15076126	0.15565169	0.13755721	0.1619312
a31	0.079709046	0.07430692	0.08055194	0.081274964	0.13627933	0.13407646	0.14502902	0.11632269	0.1524496
a18	0.18691051	0.09782783	0.10486029	0.10020296	0.09885156	0.09984392	0.10045882	0.10465888	0.10638531
a31	0.083226375	0.07908564	0.084912404	0.08465947	0.13283743	0.130675	0.13966615	0.11890494	0.14603259
a17	0.15537475	0.10228865	0.11141662	0.105790384	0.10265629	0.10380339	0.10356963	0.10752768	0.10757261
a8	0.09398553	0.09171105	0.09629181	0.09488577	0.12392397	0.1223791	0.12691332	0.11893422	0.13097522
a31	0.0937979	0.091064245	0.097174145	0.09414167	0.12397179	0.12317607	0.12937878	0.1134972	0.13379821
</S>	0.17605361	0.10120307	0.10876054	0.102338426	0.10097922	0.101772755	0.10145645	0.10360441	0.103831515
