 	vengono	vestiti	dai	genitori	</S>
a31	0.56218433	0.011735592	0.0031933747	0.33473018	0.088156484
a46	0.00218452	0.0031335102	0.073538706	0.5320794	0.38906392
a18	7.678133e-06	0.02071767	0.0053227376	0.692389	0.28156292
a31	6.5399494e-05	0.464163	0.02727548	0.14181378	0.3666823
a11	0.00022590742	0.038844213	0.10249764	0.13401535	0.7244169
a31	0.027094612	0.05630069	0.19755438	0.04542906	0.67362124
a39	0.0018620378	0.0047374903	0.0650244	0.22610584	0.7022702
a31	0.1912285	0.035462886	0.41776827	0.037804447	0.31773588
a35	0.012107344	0.0029354424	0.1999148	0.2529938	0.53204864
a31	0.22283545	0.08396302	0.113016285	0.08361256	0.49657267
a18	0.023889577	0.013311294	0.55970883	0.20334937	0.19974095
a0	0.16344279	0.07790681	0.08041941	0.12133371	0.5568973
a31	0.18371011	0.08361261	0.22054215	0.16425256	0.34788257
a37	0.20234762	0.13244337	0.27847672	0.18652304	0.20020926
a20	0.13876498	0.121422105	0.3070478	0.18376711	0.24899805
a31	0.19926102	0.18504855	0.21756564	0.19049048	0.20763427
a41	0.21223794	0.19344363	0.19975403	0.19675992	0.1978045
a20	0.20176399	0.19503784	0.2021646	0.19537888	0.20565476
a31	0.20314401	0.19868095	0.19957235	0.1977196	0.20088305
a20	0.21243481	0.19621992	0.19656605	0.19726087	0.1975184
a39	0.20221807	0.19898729	0.1989391	0.19813366	0.20172189
a46	0.20178962	0.19961184	0.19958138	0.19899678	0.20002042
a41	0.20140646	0.19911052	0.19875081	0.1984985	0.2022337
</S>	0.2011342	0.19967557	0.19949438	0.19925481	0.20044103
