 	si	è	rotta	la	coppa	</S>
a31	0.10815613	0.22203586	0.03236806	0.016982688	0.40713856	0.21331874
a20	0.9809018	0.016286395	0.0026537655	1.3942772e-05	9.54383e-06	0.0001346112
a19	0.9958929	0.0004771531	0.0010512762	2.0264988e-06	3.378363e-06	0.0025733374
a18	0.96800184	8.0010584e-05	0.02301778	8.0349484e-05	0.0014698702	0.0073501435
a27	0.96587276	0.005353758	0.0047193207	0.0029308323	0.0013034382	0.01982001
a31	0.34485817	0.019404609	0.1632198	0.150531	0.26828757	0.05369887
a39	0.035353668	0.001901734	0.11391361	0.11590827	0.7186336	0.014289132
a31	0.028386097	0.019084916	0.401453	0.17414415	0.36276695	0.014164916
a46	0.10222357	0.06904403	0.25397855	0.12499826	0.37431648	0.07543909
a31	0.03213861	0.02527867	0.18213874	0.07281191	0.6647634	0.02286867
a20	0.15943006	0.14646485	0.19204178	0.16118635	0.18966727	0.1512096
</S>	0.10578845	0.0915865	0.13259508	0.11225715	0.4744954	0.08327745
