 	il	lenzuolo	vuole	lavato	</S>
a31	0.05474106	0.014466435	0.004366209	0.9181791	0.008247216
a7	0.9243349	0.0015172597	0.0002671037	0.06136016	0.012520594
a31	0.57001835	0.008273612	0.0030067344	0.40918934	0.0095119765
a0	0.70316917	0.034550328	0.022067921	0.20031765	0.03989494
a17	0.31994358	0.008228479	0.05774881	0.0052177794	0.6088613
a13	0.307485	0.029504612	0.053504273	0.15144609	0.45806003
a31	0.08309398	0.019399308	0.13449053	0.29286426	0.47015193
a17	0.60004205	0.07592113	0.11058518	0.08645117	0.12700048
a8	0.07301142	0.028289804	0.10044137	0.6028885	0.19536893
a31	0.15320027	0.124007866	0.2585749	0.25621545	0.20800154
a24	0.30983564	0.17164093	0.17221875	0.17429735	0.17200735
a46	0.18033084	0.16713223	0.1888154	0.2750037	0.18871783
a24	0.19912557	0.19629547	0.20180202	0.2023856	0.20039128
a37	0.19829437	0.19610196	0.20183124	0.20424503	0.1995274
a31	0.19959733	0.19855163	0.20081471	0.20096453	0.20007187
</S>	0.26098186	0.18512633	0.18509667	0.18435325	0.18444188
