 	lo	posso	finire	di	fare	</S>
a20	0.84620905	0.133663	0.0019236241	0.0012850666	0.013275094	0.003644289
a31	0.9998987	3.116481e-05	4.0307495e-09	8.005957e-09	6.379048e-05	6.3771226e-06
a46	0.9854813	0.0070652985	7.269171e-05	2.6660913e-05	0.0072222874	0.0001317264
a31	0.9253034	0.001944398	5.357293e-05	0.00028509504	0.046361145	0.026052168
a41	0.99987566	5.1264662e-05	2.9307255e-08	2.051982e-07	4.650975e-05	2.6301928e-05
a18	0.8364331	0.015358338	0.026179785	0.023853749	0.055948135	0.042226873
a7	0.76915497	0.019638792	0.029625285	0.029460803	0.014475573	0.13764462
a41	0.24382141	0.09389473	0.3127011	0.21866937	0.023843361	0.1070701
a31	0.20243548	0.051205285	0.17594543	0.20190565	0.044087276	0.3244209
a0	0.35267162	0.06991764	0.10450178	0.12349939	0.16665766	0.18275194
a31	0.1011548	0.07048099	0.41584873	0.29436335	0.057815403	0.06033677
a39	0.22983576	0.1310974	0.15224631	0.16244167	0.16015525	0.16422363
a46	0.1348021	0.123109624	0.29737192	0.23451793	0.11005963	0.10013878
</S>	0.15550424	0.16051179	0.19307098	0.17954707	0.15856947	0.1527964
