 	io	non	ho	niente	da	mangiare	</S>
a8	0.016459858	0.0028571049	0.0020054257	0.97002846	0.0048967884	0.002107119	0.0016452819
a31	0.0014183391	0.0011763509	1.3072552e-05	0.9972831	9.271573e-07	7.231404e-05	3.591109e-05
a8	0.0009688961	2.343566e-06	7.899023e-07	0.9990151	2.8501468e-06	8.027169e-06	2.062275e-06
a20	0.043919545	0.011830269	0.0019307411	0.94126433	2.037048e-05	0.00058147154	0.00045322315
a31	0.77269495	0.12481292	0.013367265	0.06488462	0.00011969763	0.0008381171	0.023282506
a14	0.9340246	0.011217025	9.943236e-05	0.0543654	0.00024273373	3.333484e-05	1.759958e-05
a31	0.026539119	0.10898849	0.00067050575	0.85809195	4.8251142e-05	0.000549354	0.005112411
a13	0.60396147	0.02708077	0.0016094069	0.36378452	0.0026518593	0.00076154334	0.00015050896
a37	0.029336846	0.029509949	0.0004572129	0.9388001	0.00016741155	0.0004264563	0.0013020076
a10	0.018111607	0.03648408	0.0007949713	0.94173455	0.00033348292	0.0008134805	0.0017277576
a20	0.03292656	0.0894994	0.0040715314	0.8679863	0.0017115804	0.0014112253	0.002393427
a7	0.042575248	0.343943	0.0483967	0.5368941	0.010518835	0.012085578	0.0055865534
a18	0.022958439	0.10040656	0.02542809	0.6800386	0.08483333	0.05431156	0.032023385
a44	0.008979515	0.11540184	0.01736604	0.7647762	0.039156705	0.03011649	0.024203202
</S>	0.0072582792	0.09504507	0.010353015	0.80213594	0.028420158	0.027528428	0.029259069
