 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.20612626	0.018221822	0.049474638	0.046670776	0.046058297	0.07659771	0.1484618	0.2060217	0.20236702
a23	0.011489404	1.7372935e-05	0.94305116	0.0020567174	3.45232e-05	0.027096912	0.0051315944	0.002780139	0.0083422195
a31	0.3460136	0.0017602756	0.16639164	0.006212329	0.0008948044	0.35994205	0.0035127283	0.0043883612	0.110884175
a28	0.0032153083	0.0008476886	0.0005245689	0.0003702458	0.0032256246	0.8717414	0.10267564	0.0037503014	0.013649209
a20	0.23288143	0.002514645	0.16858578	0.004311824	0.00031794596	0.48806515	0.003320006	0.002163018	0.097840205
a31	0.13461445	0.0012321272	0.5026243	0.008727635	0.00064915104	0.24877886	0.009981755	0.005523639	0.0878681
a8	0.005788071	0.00054588896	0.03846196	0.069116116	0.0012623497	0.8409135	0.014558316	0.0009777966	0.028375972
a31	0.09954542	0.0006164726	0.07484931	0.0025011303	0.0025404277	0.3690056	0.12816538	0.100227565	0.22254872
a20	0.0002861998	5.2576655e-05	0.82284015	0.036272116	0.004143324	0.11984942	0.0145913735	0.000586514	0.0013782219
a31	0.04225492	0.00031627467	0.0066150716	0.00077105564	0.0015732985	0.3406973	0.2978975	0.07753886	0.2323358
a36	0.011600062	0.00071075186	0.3708469	0.010107917	0.004136567	0.23775747	0.2967604	0.040865604	0.027214287
a24	0.023204826	0.0004401927	0.0079898	0.0027633768	0.004336181	0.4221913	0.3893446	0.022619778	0.12711006
a37	0.0052508023	0.00046953445	0.00070815353	0.00019528062	0.000740182	0.099857375	0.72857565	0.03703186	0.12717125
a27	0.009769508	0.0039623543	0.003417679	0.007466279	0.010585361	0.4661912	0.36230913	0.060197294	0.0761013
a8	0.018700931	0.0043709525	0.005189051	0.0077954256	0.009537156	0.42112848	0.34799093	0.08042837	0.10485876
a23	0.06903565	0.0104033	0.020367196	0.028618831	0.03620417	0.618761	0.10694551	0.059246175	0.05041814
a31	0.042114455	0.014887468	0.024102006	0.07696594	0.07903467	0.5169263	0.07599849	0.0886383	0.0813324
a37	0.55343413	0.022006856	0.02678759	0.045421362	0.049410712	0.19829741	0.031848934	0.035836738	0.036956266
a29	0.020070974	0.012508288	0.014290964	0.06015814	0.06202623	0.4979066	0.09556461	0.14564277	0.09183139
a31	0.038937755	0.020100405	0.023889361	0.10267247	0.10618532	0.36534446	0.08916988	0.14780888	0.105891444
a13	0.1648258	0.036949303	0.052274708	0.082742825	0.09848658	0.41137168	0.05145857	0.05022772	0.05166283
a31	0.03719625	0.03226296	0.03289446	0.15278572	0.16374391	0.26018396	0.07308081	0.14732857	0.100523405
a8	0.11444834	0.051577054	0.06788126	0.065758266	0.073403575	0.4494105	0.061985556	0.057390396	0.05814503
a31	0.048790284	0.03108601	0.034654424	0.16982839	0.20189865	0.14656048	0.10806114	0.13966292	0.119457744
a21	0.38043433	0.06941928	0.070087686	0.0651045	0.06409149	0.14768247	0.06641847	0.06852629	0.06823544
a31	0.064140245	0.061194066	0.06249189	0.20748647	0.24669912	0.097695746	0.07561678	0.09510409	0.089571685
a29	0.19198701	0.07733502	0.08238223	0.075753205	0.075473994	0.2645353	0.07825184	0.07704409	0.077237286
a31	0.07972556	0.078595445	0.07952873	0.16448855	0.20193616	0.112345316	0.08855418	0.101788856	0.093037225
a46	0.13316368	0.069110624	0.07721061	0.068549655	0.068605766	0.37114608	0.072940536	0.069337994	0.06993502
a31	0.08279091	0.0813083	0.08230158	0.16585216	0.20429562	0.10009737	0.09048824	0.09875568	0.09411011
a49	0.1719788	0.08236239	0.087444514	0.080727	0.08013791	0.25211328	0.082658894	0.0811469	0.08143033
a3	0.086810336	0.086262025	0.08737546	0.14333695	0.17256594	0.11821877	0.0972877	0.110502444	0.09764036
a18	0.0890568	0.0880945	0.088237606	0.12560004	0.14530174	0.1778516	0.09297857	0.09855884	0.09432035
a31	0.08464931	0.08356965	0.08392971	0.15332776	0.1855043	0.1296111	0.088825494	0.09690257	0.09368002
a8	0.17099544	0.09546091	0.099070325	0.09421927	0.094011046	0.16340043	0.09442958	0.09422035	0.094192676
</S>	0.080738895	0.07841125	0.07872295	0.17556764	0.21815433	0.09280803	0.08849117	0.09460656	0.09249929
