 	non	deve	magniare	la	sera	</S>
a20	0.5005202	0.41319805	0.02675735	0.004665214	0.016114779	0.038744446
a31	0.99596345	0.003993285	9.87588e-07	6.107427e-07	1.7208218e-05	2.4467397e-05
a18	0.648722	0.3510222	8.488241e-06	1.5474269e-06	0.0001014812	0.00014426028
a37	0.14753938	0.022450197	0.00022386687	0.0015796364	0.52564293	0.302564
a18	0.81006736	0.005843745	0.0022359947	0.0046324832	0.075307414	0.10191298
a31	0.5249029	0.0141971465	0.076670334	0.077934474	0.17923349	0.12706164
a13	0.3863092	0.0181321	0.06576115	0.1454077	0.24280387	0.141586
a31	0.09720739	0.12170349	0.38850895	0.24410497	0.07758583	0.070889436
a17	0.43598646	0.03621533	0.054718416	0.063787356	0.25264552	0.15664692
</S>	0.14784956	0.13330321	0.21575019	0.16149423	0.17345971	0.16814312
