 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.02486599	0.00043724861	0.002953708	0.0048718755	0.0041740485	0.0011758924	0.7900289	0.17149223
a31	0.49203688	0.0017218356	0.113593854	0.12334778	9.36971e-06	2.3988182e-06	0.13141	0.13787787
a14	0.75919104	0.01278203	0.01966765	0.015035939	0.0002732479	3.607431e-05	0.13283002	0.06018398
a37	0.140741	0.0048284396	0.154089	0.67231464	0.00085275155	0.00019674713	0.0014815767	0.025495877
a10	0.21273546	0.031355266	0.05897304	0.1983863	0.014447679	0.0053822836	0.019920122	0.45879987
a31	0.052732527	0.100018	0.6839671	0.07876675	0.0023380052	0.002593861	0.039804146	0.03977963
a28	0.092983	0.046452258	0.7138422	0.10537842	0.0022237091	0.0008023796	0.0046647787	0.03365329
a31	0.13957366	0.11724665	0.12222923	0.16747944	0.037499018	0.11219659	0.2393543	0.064421214
a42	0.5157876	0.1582555	0.12530255	0.049640927	0.029778944	0.017580893	0.016401077	0.08725259
a23	0.104392834	0.059840154	0.07915505	0.07605649	0.063292705	0.10602041	0.38902968	0.12221276
a8	0.31304193	0.10137853	0.13161589	0.13288012	0.09618945	0.0908786	0.05376733	0.08024813
</S>	0.14511922	0.06409959	0.08631763	0.08918004	0.0574733	0.10888827	0.33532336	0.11359859
