 	che	non	li	aspetiamo	</S>
a20	0.0010395985	0.006793336	0.0011038893	0.9874834	0.0035798366
a8	0.0020758414	0.00012726235	6.458565e-06	0.99488467	0.0029058335
a7	8.658811e-05	3.0263145e-06	3.9346688e-07	0.99971884	0.00019118626
a35	0.08846779	0.16727513	0.015845113	0.63749915	0.0909128
a46	0.0093892375	0.004722905	0.00032761518	0.92669827	0.05886199
a31	0.35567752	0.36837187	0.027270284	0.07608695	0.17259333
a11	0.50707567	0.21182616	0.1581233	0.065613054	0.057361826
a31	0.1922462	0.24339262	0.49610344	0.018749962	0.04950785
a0	0.3443852	0.24674803	0.16201836	0.08562719	0.16122118
a31	0.22353993	0.20324254	0.34009853	0.077289	0.15582997
a30	0.28521937	0.22048159	0.18461673	0.15966098	0.15002136
a0	0.123905584	0.12507834	0.2605564	0.09965384	0.3908059
a31	0.17711975	0.18498549	0.21354291	0.1732747	0.25107715
</S>	0.27067423	0.1834291	0.18081658	0.18201034	0.18306981
