 	non	ho	cosa	a	fare	</S>
a8	0.14392456	0.0875199	0.10690529	0.13823256	0.37560493	0.14781277
a31	0.016617203	0.01089969	0.7865824	0.020708784	0.10481343	0.060378537
a37	0.2288909	0.09893321	0.55240226	0.038057346	0.07034536	0.011371001
a10	0.06684913	0.053530484	0.22686237	0.12036304	0.3501854	0.1822095
a37	0.004314745	0.019422835	0.16006048	0.011484482	0.057723824	0.7469936
a10	0.025121199	0.023962565	0.07006425	0.019996038	0.13404037	0.7268156
a0	0.041266218	0.06164772	0.1313731	0.03642565	0.31065378	0.41863358
a20	0.20509256	0.19535013	0.073982954	0.15055893	0.19727358	0.17774181
a17	0.13703895	0.12505294	0.09140453	0.08920237	0.22712724	0.33017394
a20	0.14967953	0.16256796	0.13124888	0.11417987	0.167329	0.2749947
a8	0.16829288	0.1745259	0.16053963	0.15001976	0.16007793	0.18654387
</S>	0.17622647	0.1721514	0.1615092	0.15237637	0.15811247	0.17962408
