 	il	ladro	è	entrato	da	qui	</S>
a31	0.38314486	0.11071972	0.041860625	0.019781632	0.027060885	0.086002916	0.33142933
a17	0.9817362	0.017972777	0.00011818463	1.9715665e-07	8.8156845e-08	2.3797334e-07	0.00017231517
a37	0.9984717	0.0011762454	3.710511e-06	1.9553486e-06	5.1466536e-06	1.0632025e-05	0.00033080147
a35	0.98180836	0.0014725559	3.443711e-05	0.00047843193	0.00058791647	0.0002226936	0.015395555
a18	0.977478	0.0075636865	0.00019548673	0.00014669819	0.00025086442	0.00042291186	0.013942324
a31	0.5966215	0.08451102	0.019722195	0.08629792	0.068217814	0.043158982	0.1014705
a24	0.9685051	0.011875259	0.0008206252	0.0027749378	0.00436266	0.0075678206	0.004093543
a31	0.3471911	0.16681305	0.052143697	0.14199236	0.12508741	0.08181416	0.084958136
a16	0.94983786	0.016324015	0.0052531767	0.0063619846	0.0070686797	0.008409345	0.006744801
a31	0.2227822	0.1306361	0.03945043	0.13381976	0.1596833	0.14743018	0.16619805
a46	0.44011784	0.10398312	0.08899052	0.09058574	0.091445215	0.09380413	0.091073416
a31	0.14250275	0.14605361	0.122965544	0.1485218	0.15268992	0.14408521	0.14318115
a46	0.34703293	0.109964564	0.1073732	0.10941767	0.10881163	0.108482145	0.10891794
a31	0.14173426	0.1521788	0.13903159	0.14205255	0.1424215	0.1413598	0.14122155
a35	0.27627492	0.12165101	0.11965128	0.120893255	0.12054787	0.12035281	0.12062883
a31	0.14336228	0.14365599	0.1414342	0.14298734	0.14322235	0.14271814	0.14261964
a8	0.2418068	0.12704684	0.12570783	0.12652087	0.12633231	0.12622343	0.12636194
a31	0.15139106	0.14178512	0.14073998	0.14147203	0.14163375	0.14155571	0.14142239
</S>	0.35751653	0.10911523	0.10635261	0.10656948	0.10670311	0.10706517	0.10667788
