 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.7310664	0.032292016	0.009713999	0.012260899	0.025169393	0.085676916	0.10382045
a20	0.0012793435	0.44001773	0.034337986	0.41277775	0.040632088	0.009817753	0.06113737
a17	0.00014073752	0.1795387	0.5581276	0.005449859	0.0009899931	0.00367839	0.25207472
a31	2.3269806e-05	0.28167737	0.107655615	0.0014855475	0.00073559507	0.008492663	0.5999299
a39	2.1772727e-05	0.48899025	0.12420973	0.017160257	0.015144809	0.0043822145	0.35009092
a31	6.513986e-05	0.41192266	0.059171963	0.009971204	0.030920284	0.12566622	0.3622825
a20	5.3566582e-05	0.87289125	0.10876638	0.0059871795	0.0012477882	0.0031669382	0.007886881
a31	0.00027977023	0.8135135	0.0020773842	0.005568708	0.013754269	0.052860737	0.11194567
a13	0.0012460042	0.8243031	0.08521868	0.024554405	0.007578021	0.040446475	0.01665319
a24	0.0030350506	0.7468528	0.0058934544	0.07502018	0.05431379	0.062660545	0.052224196
a46	0.0068024094	0.6878519	0.011164054	0.032046694	0.03487039	0.09487781	0.13238673
a31	0.023907596	0.16927893	0.03111069	0.5254933	0.14166464	0.06017435	0.04837045
a20	0.10725062	0.3427421	0.032097675	0.22046603	0.044683814	0.15366195	0.09909776
a31	0.010592892	0.046325687	0.02421668	0.6961041	0.13524768	0.049154546	0.03835849
a18	0.14792074	0.34640074	0.04944217	0.21482846	0.05719443	0.10656262	0.077650785
a20	0.01730661	0.031464115	0.02553622	0.7049422	0.110458754	0.05592121	0.05437092
a31	0.09395323	0.10531378	0.10033387	0.28236803	0.14187934	0.120072015	0.1560798
a11	0.3643078	0.124136396	0.09101469	0.11139533	0.093207166	0.11409465	0.101843975
a31	0.12769009	0.13660374	0.13157766	0.19310568	0.14008854	0.13339402	0.13754024
a28	0.18883067	0.15281303	0.12987168	0.13737947	0.1293286	0.13244529	0.1293313
a41	0.12969168	0.14242078	0.13257441	0.18712007	0.14047027	0.13450633	0.13321647
a8	0.1394287	0.14495085	0.13899882	0.15297046	0.14240478	0.14078651	0.14045984
a33	0.13791166	0.13773867	0.13586524	0.16011952	0.14488955	0.14129286	0.14218254
</S>	0.1395276	0.13920729	0.13838874	0.15405492	0.1443595	0.14196482	0.14249708
