 	è	che	stanno	ancora	alzati	</S>
a20	0.9920162	0.003078931	8.42812e-05	0.00090301485	0.0012686307	0.0026488232
a31	0.33088464	0.023403956	0.48210773	0.12681504	0.0005959165	0.036192715
a20	0.8276083	0.07320629	0.022345167	0.06951172	0.0008324483	0.0064960276
a31	0.012758301	0.091047	0.27959156	0.53090787	0.0016544954	0.08404077
a20	0.0007599799	0.6476185	0.07637242	0.27312365	9.892232e-05	0.0020265637
a28	0.013910731	0.007608261	0.7478932	0.024357049	0.00344453	0.20278627
a31	0.051760264	0.05074514	0.70354325	0.0324811	0.0039764526	0.1574938
a29	0.13639106	0.3248139	0.3548243	0.039192162	0.011745859	0.13303272
a46	0.06979209	0.32950494	0.34050447	0.02347223	0.02235869	0.21436755
a31	0.21926646	0.273796	0.057547946	0.012502503	0.012721644	0.42416546
a20	0.15444449	0.050261717	0.40993968	0.043680217	0.07826105	0.26341283
a31	0.33240062	0.17135502	0.3636023	0.04041193	0.037059255	0.05517086
a39	0.27267286	0.045964867	0.15668891	0.041360904	0.08250204	0.40081042
a20	0.16579723	0.09356214	0.548444	0.06567969	0.06012445	0.06639246
a8	0.15409715	0.0908214	0.4798659	0.07351799	0.072650254	0.12904729
a20	0.4114967	0.0941535	0.2616111	0.060036257	0.05482391	0.11787847
a24	0.17766291	0.13412234	0.21191195	0.13203013	0.14051318	0.20375952
a46	0.14068781	0.10875617	0.42511478	0.10032474	0.09448576	0.13063069
a8	0.14418854	0.11537338	0.37876764	0.108876176	0.105950534	0.14684378
a23	0.23207013	0.120570816	0.29053426	0.10882573	0.10535466	0.1426444
a8	0.17368679	0.14600138	0.20549479	0.14454614	0.14834556	0.18192534
</S>	0.2969065	0.11462627	0.18917611	0.1072164	0.11230376	0.17977093
