 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.9154956	0.0053008012	0.00021975045	0.00092626805	0.0199538	0.005782108	0.026542656	0.025778975
a31	0.31478935	0.04180425	0.077341996	0.15030426	0.0005227638	5.9884514e-05	0.055456378	0.35972115
a7	0.973238	0.021072522	0.00051916117	0.001275318	0.00011533868	1.225259e-06	0.0016727783	0.002105658
a31	0.36005804	0.012476039	0.016622713	0.016198039	0.0013478183	0.00019086325	0.23682849	0.35627803
a21	0.65200436	0.17393309	0.011102501	0.09256494	0.00034600784	2.52274e-05	0.00637395	0.0636499
a31	0.042029016	0.015420733	0.022367919	0.012215824	0.034122817	0.0039029599	0.15065014	0.7192907
a11	0.7063575	0.120558105	0.0051250015	0.020933459	0.0066088582	0.0014639053	0.03823891	0.10071431
a31	0.13911718	0.19656122	0.018637989	0.007269288	0.010243599	0.04736547	0.15343194	0.42737326
a46	0.23961473	0.061100498	0.03438113	0.003998958	0.018118136	0.034026105	0.29271263	0.31604782
a31	0.08945577	0.10536727	0.06349598	0.014649536	0.039719842	0.27497932	0.23989291	0.1724394
a17	0.27689433	0.039643142	0.2349026	0.013547613	0.044859745	0.07359002	0.21035539	0.10620718
a20	0.043623667	0.061160408	0.093934715	0.022474864	0.04735223	0.24672526	0.36790013	0.116828755
a31	0.06816004	0.06722387	0.08625626	0.049038153	0.0724303	0.15197608	0.3716183	0.13329698
a20	0.21187432	0.08031664	0.14098321	0.07591836	0.10657185	0.10342172	0.17442939	0.10648449
</S>	0.105243646	0.1035624	0.117754936	0.099846244	0.11010228	0.13037091	0.20199524	0.1311243
