 	mi	si	gonfiò	il	dito	</S>
a41	0.74983084	0.015819164	0.0060744407	0.05569536	0.047057007	0.12552316
a20	0.7004619	0.2087253	0.02977792	0.03272229	6.484295e-05	0.028247708
a39	0.6022718	0.044474132	0.16160834	0.18360038	0.0007879057	0.007257427
a31	0.028379953	0.014145449	0.018468508	0.059671905	0.054920852	0.8244133
a37	0.22469534	0.33669445	0.2284924	0.04033667	0.0031203858	0.16666074
a21	0.028035184	0.012383153	0.01043135	0.0046401364	0.02159967	0.9229105
a38	0.043748908	0.0078638345	0.013770669	0.0077871755	0.25242013	0.67440933
a18	0.70708275	0.06207561	0.13627551	0.017506726	0.032622322	0.044437032
a46	0.42550993	0.11265862	0.29244173	0.052811902	0.056999903	0.05957802
a31	0.20194718	0.13401234	0.3294021	0.11100693	0.11297699	0.11065454
a20	0.21017359	0.13516614	0.16658922	0.14669096	0.18876347	0.15261652
a46	0.15936624	0.14429705	0.28974697	0.13603188	0.1354527	0.13510515
a31	0.17270344	0.16095766	0.19795562	0.15570706	0.15655696	0.15611923
a8	0.19186425	0.1553367	0.16278338	0.15845785	0.17104124	0.16051663
a31	0.17027889	0.16249272	0.19201106	0.15698919	0.15847327	0.15975489
</S>	0.18272851	0.15991884	0.16227338	0.16195366	0.16977002	0.16335562
