 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a33	0.5154408	0.118335865	0.025453866	0.005516157	0.015304651	0.030265808	0.064632416	0.108042166	0.09680478	0.0072600814	0.0039487816	0.006171666	0.0028228906
a31	0.5848026	0.1277354	0.00331001	0.00026095676	0.009062861	0.019808164	0.1030228	0.11191992	0.017666176	0.0004579021	0.0031264008	0.006591916	0.012234849
a20	0.2863725	0.047844276	0.04918675	0.09995035	0.1199729	0.090315014	0.12269493	0.10180182	0.066820905	0.00021838854	0.00014652744	0.0020187905	0.012656838
a31	0.76197463	0.04240215	0.0019922797	0.0010073961	0.014582141	0.034447495	0.07090105	0.029324675	0.012376864	0.00013567586	0.0004797144	0.000975941	0.029400028
a28	0.028095255	0.09034126	0.12868361	0.12664098	0.14449508	0.17123252	0.22988221	0.06003451	0.015761971	4.8587455e-05	3.3243374e-05	8.7884335e-05	0.00466282
a20	0.7691509	0.15930316	0.0090564005	0.0010960288	0.0017875636	0.0030725042	0.01795963	0.01621761	0.013971057	1.23064e-05	5.2289255e-05	0.00057311787	0.0077473694
a37	0.4819031	0.014452447	0.0021431767	0.005774697	0.016936755	0.020477531	0.03415553	0.10192782	0.16870974	0.0010725049	0.0059508276	0.08049063	0.066005245
a31	0.07390147	0.14097665	0.020061076	0.0034086122	0.022336463	0.023041323	0.06289966	0.11540081	0.11619638	0.0063025905	0.02006117	0.19846532	0.19694845
a20	0.11854088	0.05645583	0.013286937	0.001030354	0.010628343	0.116191566	0.27161905	0.31138277	0.085759796	0.0002737983	0.0054526464	0.005152644	0.0042254217
a31	0.106131256	0.18185624	0.051881544	0.026140824	0.022516068	0.036218807	0.04964443	0.05301371	0.037321936	0.0065117334	0.015286392	0.017547073	0.39592996
a46	0.044012845	0.016038721	0.0025401395	0.0015074679	0.009069512	0.08040159	0.27527422	0.4464057	0.115889855	0.00027054385	0.0013710816	0.0027764468	0.004441796
a20	0.036071144	0.09959466	0.10150031	0.041949857	0.020726046	0.09761619	0.16763932	0.17928971	0.12141465	0.014358648	0.020203417	0.0083002	0.09133587
a31	0.18074393	0.20377284	0.07912928	0.029195054	0.0074237846	0.014515366	0.05439228	0.08943072	0.040863536	0.012791796	0.017184932	0.01691789	0.25363857
a20	0.23392355	0.021883933	0.012431545	0.022628786	0.027594531	0.042849764	0.09008052	0.25381947	0.13436048	0.016483294	0.028827127	0.0567126	0.05840448
a37	0.020746494	0.045659114	0.040142827	0.029566966	0.019265553	0.0430347	0.15328531	0.41016346	0.15752941	0.030925512	0.02145869	0.014313257	0.013908705
a31	0.07544562	0.11282844	0.09996732	0.06631691	0.054501712	0.05855204	0.06840037	0.13792978	0.13925253	0.082695656	0.055225525	0.029916411	0.018967742
a17	0.17815806	0.053512856	0.04658402	0.06266461	0.079625405	0.112510644	0.11863698	0.1049533	0.04896866	0.046923604	0.07691622	0.02910276	0.041442804
a31	0.021773122	0.033094082	0.07364628	0.07304515	0.06673188	0.07662501	0.10263813	0.21093746	0.15816848	0.07108383	0.0651874	0.03178368	0.015285535
a18	0.11263553	0.057557467	0.046965834	0.057013232	0.070614964	0.12872192	0.124835834	0.08625777	0.049937215	0.06254743	0.1001102	0.043866657	0.05893589
a37	0.020825086	0.024599431	0.061267667	0.07984305	0.08563737	0.10758472	0.15385073	0.20257193	0.08252647	0.05845622	0.08041357	0.024468219	0.017955566
a20	0.03342207	0.035004392	0.05897178	0.09004978	0.1099085	0.15356539	0.1510785	0.1224253	0.05616543	0.0498147	0.07698224	0.03243892	0.030173024
a31	0.031695474	0.033568334	0.06316757	0.097304165	0.11689313	0.15540326	0.15473393	0.12853365	0.05893989	0.041076414	0.058751438	0.030616421	0.029316261
a11	0.1007291	0.06996731	0.0679033	0.07022856	0.07414021	0.09575919	0.09138207	0.07730552	0.06882557	0.070162684	0.07816651	0.06756675	0.06786329
a31	0.036512192	0.037386183	0.048806738	0.06984512	0.087846346	0.1500898	0.14310311	0.10350712	0.05314773	0.07436236	0.11818945	0.041327283	0.0358766
a8	0.08807288	0.073880024	0.071457036	0.072519496	0.074437186	0.08489084	0.083655745	0.07771085	0.07223539	0.074567206	0.0828551	0.071251936	0.07246626
</S>	0.032925736	0.034864042	0.050943103	0.074948885	0.09403601	0.1563464	0.20343903	0.17075336	0.053065285	0.032386288	0.034896642	0.030685538	0.030709721
