 	questo	muro	vuole	uno	specchio	</S>
a31	0.04896054	0.016543996	0.010171039	0.005736502	0.82515955	0.09342834
a24	0.96034944	0.01437352	0.007599982	1.9003966e-06	0.0049819844	0.012693221
a31	0.6950881	0.007663087	0.054689832	0.00033090173	0.20187649	0.04035174
a41	0.97848094	0.009786162	0.007128318	3.0216734e-05	0.0006930393	0.0038813064
a39	0.86841786	0.029205725	0.027565157	0.002349992	0.006548407	0.06591288
a43	0.84837925	0.013443845	0.040277667	0.0028006195	0.021645421	0.073453106
a24	0.9562206	0.0061641107	0.009203886	0.004238354	0.007619635	0.016553255
a37	0.8445798	0.017234733	0.017708512	0.021566585	0.07014507	0.028765416
a20	0.82211506	0.017525194	0.017839618	0.022769962	0.07588026	0.043869827
a41	0.78471977	0.020699922	0.023864534	0.029468317	0.06343129	0.07781613
a18	0.68483937	0.019584138	0.027468601	0.037651837	0.11926583	0.111190245
a31	0.5424328	0.032446887	0.04626963	0.05824948	0.15630348	0.16429779
a11	0.5115129	0.06572313	0.11871471	0.116587	0.0834027	0.10405958
a31	0.38016525	0.058719844	0.083414115	0.062431164	0.16146348	0.25380605
a29	0.37680015	0.11414054	0.12973695	0.13129804	0.12340405	0.124620296
a7	0.24960586	0.12142541	0.16078247	0.11074397	0.17122324	0.1862191
a31	0.23648603	0.14864549	0.17782427	0.13849418	0.1368423	0.16170776
a37	0.18741398	0.16111873	0.1632594	0.16290852	0.16294147	0.16235794
a31	0.18453626	0.15781875	0.17138384	0.15311906	0.16549961	0.16764252
a20	0.17642082	0.16412048	0.16489802	0.16505882	0.16516462	0.16433725
</S>	0.1676609	0.16213131	0.16315286	0.16325557	0.17522518	0.16857414
