 	è	che	è	entrato	da	qui	</S>
a31	0.9011152	0.014142138	0.003705077	0.006850192	0.008111091	0.008221046	0.05785544
a7	0.8181763	0.17090371	0.0014250705	2.5570725e-06	1.0648298e-06	3.102124e-06	0.009488096
a18	0.8684136	0.126467	0.00028366907	1.0309897e-05	2.8155104e-05	9.263382e-05	0.0047045643
a31	0.13012661	0.07260291	0.0047258916	0.059816148	0.16805157	0.035060227	0.5296166
a46	0.14735521	0.34904748	0.030649241	0.14611314	0.15417236	0.049300324	0.12336224
a31	0.0773891	0.27541786	0.1566613	0.21389508	0.18997355	0.04310738	0.043555748
a39	0.18013784	0.1836466	0.12863857	0.1338423	0.1287333	0.12354402	0.12145733
a28	0.13288257	0.18986686	0.13733521	0.14610867	0.14111026	0.12716	0.12553647
a31	0.1431237	0.17427185	0.14232935	0.13979599	0.13514288	0.13334669	0.13198963
</S>	0.17419977	0.14299467	0.1346114	0.13574068	0.13729073	0.1386457	0.13651702
