 	lo	ho	finito	di	fare	</S>
a8	0.17373638	0.32857284	0.16896857	0.043146797	0.18832237	0.09725302
a31	0.512101	0.05059519	0.001217773	2.5451487e-05	0.4310195	0.005041104
a20	0.7693018	0.16230029	0.06662525	1.2190462e-05	0.001470145	0.0002903339
a24	0.4072384	0.5532128	0.024511274	5.6200388e-05	0.0038364064	0.011144968
a18	0.79447603	0.12495743	0.007518433	8.626472e-05	0.015771145	0.05719063
a31	0.7880416	0.16208284	0.0021757672	0.00016691591	0.0046646167	0.04286829
a20	0.71588916	0.2687192	0.0024158068	0.00020422899	0.0011836026	0.011587968
a10	0.8747175	0.0684901	0.0069332514	0.005495879	0.0035066847	0.04085669
a20	0.8255847	0.07287535	0.014666818	0.021289479	0.0036973134	0.06188627
a7	0.76605594	0.12588368	0.017575156	0.03985699	0.010854166	0.039774135
a31	0.31287238	0.24147823	0.05878911	0.10337213	0.04293939	0.24054873
a20	0.31996897	0.21961531	0.09756157	0.08987004	0.10346031	0.16952373
a18	0.29116175	0.27505034	0.09217761	0.07260207	0.0643253	0.20468289
a24	0.2113785	0.168082	0.11521531	0.107502535	0.10514773	0.292674
a46	0.18310109	0.21031478	0.14664482	0.13325855	0.14086887	0.18581185
a31	0.18326111	0.20995367	0.15111323	0.13774903	0.14490098	0.173022
a33	0.18082237	0.17401363	0.15919001	0.1572472	0.16129461	0.16743219
a8	0.2196202	0.16417606	0.15072195	0.13809672	0.14209716	0.18528795
</S>	0.1685681	0.16641939	0.1659737	0.1657927	0.16584173	0.16740438
